neighbourhood_code,space_heating_demand_per_house,hot_water_demand_per_house,space_heating_demand_per_m2_utility,hot_water_demand_per_m2_utility,electricity_demand_per_house,electricity_demand_per_m2_utility,share_of_houses_demolished,number_of_new_apartments,number_of_new_terraced_houses,number_of_new_detached_houses,number_of_new_semi_detached_houses,number_of_new_houses_unknown_type,epi_of_new_houses,size_of_new_houses,existing_heat_network_share
GM0331_5,24,7,0.18461538461538463,0.05384615384615385,18.0,0.13846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0331_11,35,9,0.2692307692307692,0.06923076923076923,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0331_0,21,8,0.16153846153846155,0.06153846153846154,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0331_10,11,7,0.08461538461538462,0.05384615384615385,8.0,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0331_13,23,8,0.17692307692307693,0.06153846153846154,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0331_12,26,8,0.2,0.06153846153846154,14.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0331_2,30,8,0.23076923076923078,0.06153846153846154,18.0,0.13846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0331_1,33,8,0.25384615384615383,0.06153846153846154,15.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0331_22,23,8,0.17692307692307693,0.06153846153846154,14.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0331_21,21,7,0.16153846153846155,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0331_24,25,7,0.19230769230769232,0.05384615384615385,30.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0331_23,24,7,0.18461538461538463,0.05384615384615385,20.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0331_20,28,8,0.2153846153846154,0.06153846153846154,15.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_15,18,7,0.13846153846153847,0.05384615384615385,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_14,26,4,0.2,0.03076923076923077,42.0,0.3230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_17,21,8,0.16153846153846155,0.06153846153846154,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_16,21,6,0.16153846153846155,0.046153846153846156,25.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_11,21,6,0.16153846153846155,0.046153846153846156,24.0,0.18461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_10,19,7,0.14615384615384616,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_13,22,8,0.16923076923076924,0.06153846153846154,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_12,15,6,0.11538461538461539,0.046153846153846156,21.0,0.16153846153846155,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_22,18,2,0.13846153846153847,0.015384615384615385,30.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_21,23,8,0.17692307692307693,0.06153846153846154,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_23,22,8,0.16923076923076924,0.06153846153846154,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_8,19,7,0.14615384615384616,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_7,13,5,0.1,0.038461538461538464,16.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_20,23,8,0.17692307692307693,0.06153846153846154,15.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_9,11,7,0.08461538461538462,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_4,23,8,0.17692307692307693,0.06153846153846154,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_3,20,8,0.15384615384615385,0.06153846153846154,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_6,23,8,0.17692307692307693,0.06153846153846154,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_5,25,6,0.19230769230769232,0.046153846153846156,32.0,0.24615384615384617,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_0,24,8,0.18461538461538463,0.06153846153846154,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_2,24,8,0.18461538461538463,0.06153846153846154,14.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_1,25,6,0.19230769230769232,0.046153846153846156,21.0,0.16153846153846155,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_19,23,5,0.17692307692307693,0.038461538461538464,42.0,0.3230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0335_18,25,7,0.19230769230769232,0.05384615384615385,17.0,0.13076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0339_4,36,8,0.27692307692307694,0.06153846153846154,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0339_3,28,6,0.2153846153846154,0.046153846153846156,30.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0339_6,21,6,0.16153846153846155,0.046153846153846156,16.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0339_5,31,7,0.23846153846153847,0.05384615384615385,28.0,0.2153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0339_0,35,7,0.2692307692307692,0.05384615384615385,30.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0339_8,30,8,0.23076923076923078,0.06153846153846154,15.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0339_2,23,7,0.17692307692307693,0.05384615384615385,16.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0339_7,17,7,0.13076923076923078,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0339_1,26,7,0.2,0.05384615384615385,23.0,0.17692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_21,37,8,0.2846153846153846,0.06153846153846154,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_31,15,7,0.11538461538461539,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_30,22,6,0.16923076923076924,0.046153846153846156,26.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_17,33,7,0.25384615384615383,0.05384615384615385,22.0,0.16923076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_16,37,8,0.2846153846153846,0.06153846153846154,15.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_19,16,2,0.12307692307692308,0.015384615384615385,51.0,0.3923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_18,33,8,0.25384615384615383,0.06153846153846154,20.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_13,18,6,0.13846153846153847,0.046153846153846156,23.0,0.17692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_12,23,8,0.17692307692307693,0.06153846153846154,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_15,34,8,0.26153846153846155,0.06153846153846154,17.0,0.13076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_14,13,5,0.1,0.038461538461538464,25.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_9,23,8,0.17692307692307693,0.06153846153846154,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_11,18,6,0.13846153846153847,0.046153846153846156,25.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_10,21,8,0.16153846153846155,0.06153846153846154,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_6,22,8,0.16923076923076924,0.06153846153846154,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_5,24,8,0.18461538461538463,0.06153846153846154,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_8,30,8,0.23076923076923078,0.06153846153846154,24.0,0.18461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_7,28,9,0.2153846153846154,0.06923076923076923,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_2,33,7,0.25384615384615383,0.05384615384615385,23.0,0.17692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_1,32,7,0.24615384615384617,0.05384615384615385,21.0,0.16153846153846155,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_4,25,9,0.19230769230769232,0.06923076923076923,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_3,25,8,0.19230769230769232,0.06153846153846154,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_0,19,7,0.14615384615384616,0.05384615384615385,15.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_28,29,7,0.2230769230769231,0.05384615384615385,19.0,0.14615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_27,32,9,0.24615384615384617,0.06923076923076923,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_29,16,6,0.12307692307692308,0.046153846153846156,18.0,0.13846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_24,15,7,0.11538461538461539,0.05384615384615385,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_23,23,7,0.17692307692307693,0.05384615384615385,17.0,0.13076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_26,23,7,0.17692307692307693,0.05384615384615385,15.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_25,21,6,0.16153846153846155,0.046153846153846156,24.0,0.18461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_20,28,8,0.2153846153846154,0.06153846153846154,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0340_22,21,8,0.16153846153846155,0.06153846153846154,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_37,27,5,0.2076923076923077,0.038461538461538464,30.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_36,17,6,0.13076923076923078,0.046153846153846156,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_39,14,7,0.1076923076923077,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_38,20,6,0.15384615384615385,0.046153846153846156,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_33,13,6,0.1,0.046153846153846156,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_32,24,6,0.18461538461538463,0.046153846153846156,17.0,0.13076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_35,26,8,0.2,0.06153846153846154,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_34,26,2,0.2,0.015384615384615385,53.0,0.4076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_77,23,8,0.17692307692307693,0.06153846153846154,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_76,19,7,0.14615384615384616,0.05384615384615385,17.0,0.13076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_79,26,10,0.2,0.07692307692307693,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_78,28,8,0.2153846153846154,0.06153846153846154,22.0,0.16923076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_31,16,5,0.12307692307692308,0.038461538461538464,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_30,35,7,0.2692307692307692,0.05384615384615385,22.0,0.16923076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_73,27,4,0.2076923076923077,0.03076923076923077,40.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_72,22,7,0.16923076923076924,0.05384615384615385,18.0,0.13846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_75,27,5,0.2076923076923077,0.038461538461538464,35.0,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_74,19,6,0.14615384615384616,0.046153846153846156,24.0,0.18461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_71,15,6,0.11538461538461539,0.046153846153846156,15.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_70,21,2,0.16153846153846155,0.015384615384615385,52.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_29,26,8,0.2,0.06153846153846154,14.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_26,33,10,0.25384615384615383,0.07692307692307693,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_25,19,5,0.14615384615384616,0.038461538461538464,19.0,0.14615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_28,25,6,0.19230769230769232,0.046153846153846156,30.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_27,13,7,0.1,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_22,28,8,0.2153846153846154,0.06153846153846154,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_69,15,7,0.11538461538461539,0.05384615384615385,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_21,28,9,0.2153846153846154,0.06923076923076923,16.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_24,24,7,0.18461538461538463,0.05384615384615385,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_23,11,7,0.08461538461538462,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_66,25,6,0.19230769230769232,0.046153846153846156,27.0,0.2076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_65,14,7,0.1076923076923077,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_68,25,8,0.19230769230769232,0.06153846153846154,17.0,0.13076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_20,20,7,0.15384615384615385,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_67,29,9,0.2230769230769231,0.06923076923076923,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_62,24,8,0.18461538461538463,0.06153846153846154,18.0,0.13846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_61,17,6,0.13076923076923078,0.046153846153846156,25.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_64,27,7,0.2076923076923077,0.05384615384615385,20.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_63,25,9,0.19230769230769232,0.06923076923076923,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_60,25,7,0.19230769230769232,0.05384615384615385,17.0,0.13076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_19,15,5,0.11538461538461539,0.038461538461538464,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_18,30,7,0.23076923076923078,0.05384615384615385,27.0,0.2076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_15,16,7,0.12307692307692308,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_14,29,8,0.2230769230769231,0.06153846153846154,22.0,0.16923076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_17,14,7,0.1076923076923077,0.05384615384615385,15.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_59,22,8,0.16923076923076924,0.06153846153846154,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_16,23,7,0.17692307692307693,0.05384615384615385,18.0,0.13846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_11,12,6,0.09230769230769231,0.046153846153846156,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_58,24,8,0.18461538461538463,0.06153846153846154,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_10,18,7,0.13846153846153847,0.05384615384615385,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_13,20,5,0.15384615384615385,0.038461538461538464,23.0,0.17692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_8,15,5,0.11538461538461539,0.038461538461538464,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_55,37,7,0.2846153846153846,0.05384615384615385,22.0,0.16923076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_7,13,7,0.1,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_12,18,7,0.13846153846153847,0.05384615384615385,16.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_54,15,6,0.11538461538461539,0.046153846153846156,24.0,0.18461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_57,26,8,0.2,0.06153846153846154,15.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_9,30,5,0.23076923076923078,0.038461538461538464,41.0,0.3153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_56,14,6,0.1076923076923077,0.046153846153846156,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_4,22,8,0.16923076923076924,0.06153846153846154,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_51,21,8,0.16153846153846155,0.06153846153846154,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_3,20,5,0.15384615384615385,0.038461538461538464,23.0,0.17692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_50,24,6,0.18461538461538463,0.046153846153846156,29.0,0.2230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_6,13,6,0.1,0.046153846153846156,14.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_53,15,5,0.11538461538461539,0.038461538461538464,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_5,14,6,0.1076923076923077,0.046153846153846156,14.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_0,25,7,0.19230769230769232,0.05384615384615385,15.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_52,31,9,0.23846153846153847,0.06923076923076923,15.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_2,22,4,0.16923076923076924,0.03076923076923077,37.0,0.2846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_1,28,8,0.2153846153846154,0.06153846153846154,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_48,30,6,0.23076923076923078,0.046153846153846156,30.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_47,21,4,0.16153846153846155,0.03076923076923077,35.0,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_49,16,5,0.12307692307692308,0.038461538461538464,28.0,0.2153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_44,11,4,0.08461538461538462,0.03076923076923077,30.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_43,20,8,0.15384615384615385,0.06153846153846154,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_46,21,6,0.16153846153846155,0.046153846153846156,18.0,0.13846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_45,14,6,0.1076923076923077,0.046153846153846156,14.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_40,24,7,0.18461538461538463,0.05384615384615385,22.0,0.16923076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_42,16,7,0.12307692307692308,0.05384615384615385,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_84,23,8,0.17692307692307693,0.06153846153846154,15.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_41,26,6,0.2,0.046153846153846156,18.0,0.13846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_83,28,9,0.2153846153846154,0.06923076923076923,16.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_86,33,10,0.25384615384615383,0.07692307692307693,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_85,22,8,0.16923076923076924,0.06153846153846154,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_80,29,6,0.2230769230769231,0.046153846153846156,34.0,0.26153846153846155,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_82,34,9,0.26153846153846155,0.06923076923076923,14.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0342_81,24,7,0.18461538461538463,0.05384615384615385,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0344_2_21,8,7,0.06153846153846154,0.05384615384615385,8.0,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0344_2_20,20,6,0.15384615384615385,0.046153846153846156,12.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0344_1_62,20,6,0.15384615384615385,0.046153846153846156,18.0,0.13846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0344_2_23,16,7,0.12307692307692308,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0344_1_61,14,7,0.1076923076923077,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0344_2_22,13,6,0.1,0.046153846153846156,10.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,40
GM0344_1_64,16,5,0.12307692307692308,0.038461538461538464,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0344_2_25,21,7,0.16153846153846155,0.05384615384615385,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0344_1_63,19,6,0.14615384615384616,0.046153846153846156,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0344_2_24,16,7,0.12307692307692308,0.05384615384615385,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0344_1_66,14,5,0.1076923076923077,0.038461538461538464,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,89
GM0344_1_65,15,3,0.11538461538461539,0.023076923076923078,16.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,89
GM0344_1_68,13,2,0.1,0.015384615384615385,14.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0344_1_67,13,7,0.1,0.05384615384615385,8.0,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0344_1_60,24,7,0.18461538461538463,0.05384615384615385,15.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0344_2_16,24,8,0.18461538461538463,0.06153846153846154,11.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
GM0344_2_15,9,7,0.06923076923076923,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,98
GM0344_2_18,16,7,0.12307692307692308,0.05384615384615385,9.0,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,0
