fid,neighbourhood_code,neighbourhood_name,adjacent_neighbourhoods,geo_coordinate_x,geo_coordinate_y,municipality_code,municipality_name
"11",GM0059_2,cluster_GM0059_2,"GM0059_6,GM0059_8,GM0059_33,GM0059_38,GM0059_37,GM0059_16,GM0059_15",208053.836369903,577685.452009836,GMGM0059,Achtkarspelen
"12",GM0059_29,cluster_GM0059_29,"GM0059_28,GM0737_12,GM0737_17,GM0059_11,GM0059_46,GM0059_13,GM0059_26,GM0059_24",203940.995462044,577016.39533676,GMGM0059,Achtkarspelen
"13",GM0059_28,cluster_GM0059_28,"GM0737_20,GM0059_48,GM0059_39,GM0059_20,GM0737_12,GM0737_37,GM0059_29,GM0059_19,GM0059_26",203651.861671264,579790.54870325,GMGM0059,Achtkarspelen
"14",GM0059_25,cluster_GM0059_25,"GM0059_11,GM0059_47,GM0059_42,GM0059_12,GM0059_6,GM0059_33,GM0059_37,GM0059_15",207346.393284111,576299.460587085,GMGM0059,Achtkarspelen
"15",GM0059_24,cluster_GM0059_24,"GM0059_20,GM0059_29,GM0059_46,GM0059_26,GM0059_35,GM0059_43",204993.527671332,577895.419611148,GMGM0059,Achtkarspelen
"16",GM0059_27,cluster_GM0059_27,"GM0059_44,GM0059_21,GM0059_18,GM0059_31,GM0059_10,GM0059_34,GM0059_3",205372.632876502,584140.64817182,GMGM0059,Achtkarspelen
"17",GM0059_26,cluster_GM0059_26,"GM0059_28,GM0059_20,GM0059_29,GM0059_46,GM0059_13,GM0059_35,GM0059_24,GM0059_43",204497.55877018,578494.7503886,GMGM0059,Achtkarspelen
"18",GM0059_21,cluster_GM0059_21,"GM1970_38,GM0059_44,GM0059_27,GM0059_18,GM0059_31,GM0059_10,GM0059_34,GM0059_3",205142.655622776,585164.98349247,GMGM0059,Achtkarspelen
"19",GM0059_20,cluster_GM0059_20,"GM0059_28,GM0059_19,GM0059_26,GM0059_35,GM0059_24,GM0059_0,GM0059_43,GM0059_38,GM0059_16,GM0059_15",205750.224552611,578960.552538537,GMGM0059,Achtkarspelen
"20",GM0059_23,cluster_GM0059_23,"GM1970_4,GM0059_18,GM0059_10,GM0059_7,GM0059_41,GM0059_34,GM0059_3",207266.297627804,585680.2254857,GMGM0059,Achtkarspelen
"21",GM0059_22,cluster_GM0059_22,"GM0059_1,GM0059_30,GM0059_9,GM0059_45,GM0059_40,GM0059_5",202495.413470619,583745.316218326,GMGM0059,Achtkarspelen
"22",GM0059_47,cluster_GM0059_47,"GM0059_11,GM0059_42,GM0059_12,GM0059_25,GM0059_33,GM0059_37,GM0059_15",206946.935566266,576150.09178104,GMGM0059,Achtkarspelen
"23",GM0059_46,cluster_GM0059_46,"GM0059_11,GM0059_29,GM0059_12,GM0059_13,GM0059_26,GM0059_35,GM0059_24",204911.521971263,577426.828649519,GMGM0059,Achtkarspelen
"24",GM0059_48,cluster_GM0059_48,"GM0737_20,GM0737_22,GM0059_36,GM0059_40,GM0059_39,GM0059_28",202215.447389881,580117.155395257,GMGM0059,Achtkarspelen
"25",GM0059_43,cluster_GM0059_43,"GM0059_20,GM0059_26,GM0059_35,GM0059_24,GM0059_0,GM0059_38,GM0059_16",205805.01508634,578704.090927457,GMGM0059,Achtkarspelen
"26",GM0059_42,cluster_GM0059_42,"GM0059_47,GM0059_12,GM0059_6,GM0059_25,GM0059_8,GM0059_33,GM0059_35,GM0059_38,GM0059_37,GM0059_15",206381.682045606,577214.339583312,GMGM0059,Achtkarspelen
"27",GM0059_45,cluster_GM0059_45,"GM0059_30,GM0059_32,GM0059_22,GM0059_9,GM0059_14,GM0059_39",201832.010274744,583135.905745303,GMGM0059,Achtkarspelen
"28",GM0059_44,cluster_GM0059_44,"GM1970_41,GM0059_1,GM1970_77,GM1970_38,GM1970_10,GM0059_5,GM0059_27,GM0059_21,GM0059_31,GM0059_10,GM0059_19,GM0059_34",204118.789291962,584851.059165912,GMGM0059,Achtkarspelen
"29",GM0059_41,cluster_GM0059_41,"GM1970_31,GM1970_4,GM0059_19,GM0059_7,GM0059_4,GM0059_34,GM0059_23",209648.192341428,583567.445209212,GMGM0059,Achtkarspelen
"30",GM0059_40,cluster_GM0059_40,"GM0059_30,GM0059_22,GM0059_48,GM0059_39,GM0059_5",202991.846332407,582006.450845947,GMGM0059,Achtkarspelen
"31",GM0059_39,cluster_GM0059_39,"GM0059_30,GM0737_20,GM0737_22,GM0059_36,GM0059_45,GM0059_14,GM0059_48,GM0059_40,GM0059_28,GM0059_5,GM0059_31,GM0059_19",203013.362586797,581702.093141897,GMGM0059,Achtkarspelen
"32",GM0059_18,cluster_GM0059_18,"GM1970_4,GM1970_38,GM1970_10,GM0059_27,GM0059_21,GM0059_10,GM0059_34,GM0059_23",205879.480316396,585970.634332518,GMGM0059,Achtkarspelen
"33",GM0059_36,cluster_GM0059_36,"GM0059_17,GM0059_30,GM0737_20,GM0737_22,GM0059_14,GM0059_48,GM0059_39",200539.186426947,582214.077193323,GMGM0059,Achtkarspelen
"34",GM0059_17,cluster_GM0059_17,"GM1891_3,GM0059_1,GM1970_32,GM1970_35,GM1891_9,GM0059_30,GM0059_32,GM0737_22,GM0737_54,GM0059_36,GM0737_34",199081.906390299,583514.405615939,GMGM0059,Achtkarspelen
"35",GM0059_35,cluster_GM0059_35,"GM0059_20,GM0059_42,GM0059_12,GM0059_46,GM0059_26,GM0059_24,GM0059_43,GM0059_15",205497.064646267,577581.241678387,GMGM0059,Achtkarspelen
"36",GM0059_19,cluster_GM0059_19,"GM0059_39,GM0059_28,GM0059_20,GM0059_44,GM0059_31,GM0059_7,GM0059_41,GM0059_34,GM0059_0,GM0059_16",207447.558238525,581093.133345851,GMGM0059,Achtkarspelen
"37",GM0059_38,cluster_GM0059_38,"GM0059_20,GM0059_42,GM0059_12,GM0059_6,GM0059_2,GM0059_8,GM0059_33,GM0059_0,GM0059_43,GM0059_37,GM0059_16,GM0059_15",206637.403366418,577836.903071442,GMGM0059,Achtkarspelen
"38",GM0059_14,cluster_GM0059_14,"GM0059_30,GM0059_32,GM0059_36,GM0059_45,GM0059_39",201546.436630749,582358.365381695,GMGM0059,Achtkarspelen
"39",GM0059_37,cluster_GM0059_37,"GM0059_47,GM0059_42,GM0059_12,GM0059_6,GM0059_25,GM0059_2,GM0059_8,GM0059_33,GM0059_0,GM0059_38,GM0059_16,GM0059_15",207044.759400646,577907.512909496,GMGM0059,Achtkarspelen
"40",GM0059_32,cluster_GM0059_32,"GM0059_17,GM0059_30,GM0059_9,GM0059_45,GM0059_14",201570.49300318,583126.052788034,GMGM0059,Achtkarspelen
"41",GM0059_13,cluster_GM0059_13,"GM0737_17,GM0059_11,GM0059_29,GM0059_12,GM0059_46,GM0059_26",204950.008494294,575222.0826037,GMGM0059,Achtkarspelen
"42",GM0059_9,cluster_GM0059_9,"GM0059_30,GM0059_32,GM0059_22,GM0059_45,GM0059_5",202465.667930911,583631.545971861,GMGM0059,Achtkarspelen
"43",GM0059_31,cluster_GM0059_31,"GM0059_39,GM0059_5,GM0059_44,GM0059_27,GM0059_21,GM0059_10,GM0059_19,GM0059_34",204905.141753041,583924.605483618,GMGM0059,Achtkarspelen
"44",GM0059_16,cluster_GM0059_16,"GM0059_20,GM0059_6,GM0059_2,GM0059_8,GM0059_33,GM0059_19,GM0059_0,GM0059_43,GM0059_38,GM0059_37",208071.722415577,578703.735282609,GMGM0059,Achtkarspelen
"45",GM0059_34,cluster_GM0059_34,"GM1970_4,GM0059_44,GM0059_27,GM0059_21,GM0059_18,GM0059_31,GM0059_10,GM0059_19,GM0059_7,GM0059_41,GM0059_3,GM0059_23",206840.018613383,584147.353961475,GMGM0059,Achtkarspelen
"46",GM0059_8,cluster_GM0059_8,"GM0059_42,GM0059_6,GM0059_2,GM0059_33,GM0059_0,GM0059_38,GM0059_37,GM0059_16,GM0059_15",207101.438016315,577629.415335438,GMGM0059,Achtkarspelen
"47",GM0059_15,cluster_GM0059_15,"GM0059_20,GM0059_47,GM0059_42,GM0059_12,GM0059_6,GM0059_25,GM0059_2,GM0059_8,GM0059_33,GM0059_35,GM0059_38,GM0059_37",206425.813202663,577552.52133337,GMGM0059,Achtkarspelen
"48",GM0059_10,cluster_GM0059_10,"GM1970_4,GM1970_10,GM0059_44,GM0059_27,GM0059_21,GM0059_18,GM0059_31,GM0059_34,GM0059_3,GM0059_23",205380.442907565,585880.972525091,GMGM0059,Achtkarspelen
"49",GM0059_33,cluster_GM0059_33,"GM0059_11,GM0059_47,GM0059_42,GM0059_6,GM0059_25,GM0059_2,GM0059_8,GM0059_38,GM0059_37,GM0059_16,GM0059_15",207659.128753808,576515.901828419,GMGM0059,Achtkarspelen
"50",GM0060_4,cluster_GM0060_4,"GM0060_12,GM0060_7,GM0060_9,GM0060_2,GM0060_3",182047.390214683,606992.752008406,GMGM0060,Ameland
"51",GM0060_7,cluster_GM0060_7,"GM0060_4,GM0060_12,GM0060_6,GM0060_9,GM0060_13,GM0060_3",183249.867669232,606758.236364075,GMGM0060,Ameland
"52",GM0060_12,cluster_GM0060_12,"GM0060_4,GM0060_7,GM0060_6,GM0060_9,GM0060_2,GM0060_3",182256.234274682,607833.226279275,GMGM0060,Ameland
"53",GM0060_6,cluster_GM0060_6,"GM0060_12,GM0060_7,GM0060_9",187494.044725976,608255.514103616,GMGM0060,Ameland
"54",GM0060_11,cluster_GM0060_11,"GM0060_1,GM0060_10,GM0060_5,GM0060_8",174859.719740262,608115.41205095,GMGM0060,Ameland
"55",GM0060_9,cluster_GM0060_9,"GM0060_4,GM0060_12,GM0060_7,GM0060_6,GM0060_2",187233.275632086,607687.2072549,GMGM0060,Ameland
"56",GM0060_13,cluster_GM0060_13,"GM0060_7,GM0060_8,GM0060_2,GM0060_3",179799.508763802,607414.377403977,GMGM0060,Ameland
"57",GM0060_8,cluster_GM0060_8,"GM0060_11,GM0060_5,GM0060_13,GM0060_2,GM0060_3",177041.284703247,607069.725438917,GMGM0060,Ameland
"58",GM0060_1,cluster_GM0060_1,"GM0060_0,GM0060_10,GM0060_11,GM0060_5",171851.283695352,607724.371488732,GMGM0060,Ameland
"59",GM0060_0,cluster_GM0060_0,"GM0060_1,GM0060_10",171425.03289412,605921.840177599,GMGM0060,Ameland
"60",GM0060_3,cluster_GM0060_3,"GM0060_4,GM0060_12,GM0060_7,GM0060_8,GM0060_13,GM0060_2",180529.143393223,606424.808518974,GMGM0060,Ameland
"61",GM0060_2,cluster_GM0060_2,"GM0060_4,GM0060_12,GM0060_9,GM0060_8,GM0060_13,GM0060_3",179908.067024397,607572.765128939,GMGM0060,Ameland
"62",GM0060_5,cluster_GM0060_5,"GM0060_1,GM0060_10,GM0060_11,GM0060_8",174795.616765639,605819.740929128,GMGM0060,Ameland
"63",GM0060_10,cluster_GM0060_10,"GM0060_1,GM0060_0,GM0060_11,GM0060_5",172677.621470228,605915.889012644,GMGM0060,Ameland
"64",GM0088_1,cluster_GM0088_1,"GM0088_0,GM0088_3,GM0088_2",206399.288597565,610683.856545857,GMGM0088,Schiermonnikoog
"65",GM0088_0,cluster_GM0088_0,"GM1970_3,GM0088_3,GM0088_2,GM0088_1",205064.033553029,611082.175007382,GMGM0088,Schiermonnikoog
"66",GM0088_3,cluster_GM0088_3,"GM0088_0,GM0088_2,GM0088_1",206141.666469586,609951.8368878,GMGM0088,Schiermonnikoog
"67",GM0088_2,cluster_GM0088_2,"GM0088_0,GM0088_3,GM0088_1",212394.983799853,612468.900282762,GMGM0088,Schiermonnikoog
"68",GM0279_6,cluster_GM0279_6,"GM0279_5,GM0279_9,GM0279_15,GM0339_3,GM0339_0,GM0339_6,GM0339_4,GM0339_1",164140.105293404,455903.105839894,GMGM0279,Scherpenzeel
"69",GM0279_14,cluster_GM0279_14,"GM0279_7,GM0279_13,GM0279_1,GM0279_8,GM0279_15,GM0279_16,GM0279_2,GM0279_0,GM0279_10",161851.244340839,455243.427484304,GMGM0279,Scherpenzeel
"70",GM0279_1,cluster_GM0279_1,"GM0279_7,GM0279_13,GM0279_9,GM0279_14,GM0279_8,GM0279_15,GM0279_16,GM0279_0,GM0279_10",161945.096396748,454853.310617961,GMGM0279,Scherpenzeel
"71",GM0279_13,cluster_GM0279_13,"GM0279_4,GM0279_5,GM0279_7,GM0279_9,GM0279_1,GM0279_14,GM0279_8,GM0279_15",162220.666466912,454648.171427903,GMGM0279,Scherpenzeel
"72",GM0279_0,cluster_GM0279_0,"GM0279_4,GM0279_7,GM0279_1,GM0279_14,GM0279_12,GM0279_16,GM0279_2,GM0279_10,GM0279_11,GM0351_4",161490.510886301,454047.660360194,GMGM0279,Scherpenzeel
"73",GM0279_16,cluster_GM0279_16,"GM0279_7,GM0279_1,GM0279_14,GM0279_15,GM0279_12,GM0279_0,GM0279_10,GM0279_11,GM0351_4",161366.14800776,455314.04986841,GMGM0279,Scherpenzeel
"74",GM0279_3,cluster_GM0279_3,"GM0279_4,GM0279_5,GM0279_7,GM0279_9,GM0339_4",162662.732619141,454148.567592294,GMGM0279,Scherpenzeel
"75",GM0279_15,cluster_GM0279_15,"GM0279_7,GM0279_13,GM0279_9,GM0279_1,GM0279_14,GM0279_6,GM0279_8,GM0279_16,GM0351_4",162535.167031677,456601.563177931,GMGM0279,Scherpenzeel
"76",GM0279_2,cluster_GM0279_2,"GM0279_4,GM0279_7,GM0279_14,GM0279_12,GM0279_0,GM0279_10",161698.452539134,454056.054949173,GMGM0279,Scherpenzeel
"77",GM0279_10,cluster_GM0279_10,"GM0279_4,GM0279_5,GM0279_7,GM0279_1,GM0279_14,GM0279_12,GM0279_16,GM0279_2,GM0279_0,GM0279_11,GM0351_4",161712.482481429,454160.370850119,GMGM0279,Scherpenzeel
"78",GM0279_12,cluster_GM0279_12,"GM0279_16,GM0279_2,GM0279_0,GM0279_10,GM0279_11,GM0351_4",160796.844200651,454734.537086932,GMGM0279,Scherpenzeel
"79",GM0279_11,cluster_GM0279_11,"GM0279_12,GM0279_16,GM0279_0,GM0279_10,GM0351_4",160746.636058882,454711.358269818,GMGM0279,Scherpenzeel
"80",GM0279_9,cluster_GM0279_9,"GM0279_3,GM0279_5,GM0279_7,GM0279_13,GM0279_1,GM0279_6,GM0279_8,GM0279_15",162721.28665462,454787.68333417,GMGM0279,Scherpenzeel
"81",GM0279_8,cluster_GM0279_8,"GM0279_7,GM0279_13,GM0279_9,GM0279_1,GM0279_14,GM0279_15",162317.266694047,455832.133341808,GMGM0279,Scherpenzeel
"82",GM0279_5,cluster_GM0279_5,"GM0279_3,GM0279_4,GM0279_7,GM0279_13,GM0279_9,GM0279_6,GM0339_4,GM0279_10,GM0351_4",162960.145201313,454363.460269397,GMGM0279,Scherpenzeel
"83",GM0279_4,cluster_GM0279_4,"GM0279_3,GM0279_5,GM0279_7,GM0279_13,GM0339_4,GM0279_2,GM0279_0,GM0279_10",162252.053512766,454110.678889382,GMGM0279,Scherpenzeel
"84",GM0279_7,cluster_GM0279_7,"GM0279_3,GM0279_4,GM0279_5,GM0279_13,GM0279_9,GM0279_1,GM0279_14,GM0279_8,GM0279_15,GM0279_16,GM0279_2,GM0279_0,GM0279_10",162075.048837013,454542.826777997,GMGM0279,Scherpenzeel
"85",GM0307_2_77,cluster_GM0307_2_77,"GM0307_2_91,GM0307_2_130,GM0307_2_85,GM0307_2_118,GM0307_2_13,GM0307_2_145",155578.104380804,466413.787101307,GMGM0307,Amersfoort
"86",GM0307_2_76,cluster_GM0307_2_76,"GM0307_2_79,GM0307_2_73,GM0307_2_154,GM0307_2_25,GM0307_2_29,GM0307_2_19",157258.483571483,467655.849709767,GMGM0307,Amersfoort
"87",GM0307_1_79,cluster_GM0307_1_79,"GM0307_1_120,GM0307_1_1,GM0307_1_136,GM0307_1_42,GM0307_1_138,GM0307_1_74,GM0307_1_142,GM0307_1_111,GM0307_1_69,GM0307_1_84,GM0307_1_100,GM0307_1_103,GM0307_1_88,GM0307_1_31,GM0307_1_92,GM0307_1_129,GM0307_1_81,GM0327_51",155607.39899505,461299.362325933,GMGM0307,Amersfoort
"88",GM0307_2_79,cluster_GM0307_2_79,"GM0307_2_76,GM0307_2_73,GM0307_2_56,GM0307_2_89,GM0307_2_108,GM0307_2_6,GM0307_2_123,GM0307_2_25,GM0307_2_29",157202.670500309,468065.946298572,GMGM0307,Amersfoort
"89",GM0307_2_78,cluster_GM0307_2_78,"GM0307_2_1,GM0307_2_134,GM0307_2_159,GM0307_2_85,GM0307_2_36,GM0307_2_137",156229.195232569,466193.536624766,GMGM0307,Amersfoort
"90",GM0307_2_73,cluster_GM0307_2_73,"GM0307_2_95,GM0307_2_21,GM0307_2_4,GM0307_2_79,GM0307_2_76,GM0307_2_154,GM0307_2_56",157496.549280267,467747.551877825,GMGM0307,Amersfoort
"91",GM0307_1_76,cluster_GM0307_1_76,"GM0307_1_116,GM0307_1_55,GM0307_1_97,GM0307_1_106,GM0307_1_45,GM0307_1_17,GM0307_1_11,GM0307_1_15,GM0307_1_80,GM0307_1_32,GM0307_1_58,GM0307_1_34,GM0307_1_110,GM0307_1_99,GM0307_1_121,GM0307_1_86,GM0307_1_134,GM0307_1_98,GM0307_1_68,GM0307_1_75",155077.937731082,462892.750154226,GMGM0307,Amersfoort
"92",GM0307_2_72,cluster_GM0307_2_72,"GM0307_2_34,GM0307_2_18,GM0307_2_15,GM0307_2_43,GM0307_2_158,GM0307_2_31",158310.715017652,466770.230468819,GMGM0307,Amersfoort
"93",GM0307_2_107,cluster_GM0307_2_107,"GM0307_2_110,GM0307_2_113,GM0307_2_152,GM0307_2_100,GM0307_2_48,GM0307_2_35,GM0307_2_26",154111.525199613,467716.991717179,GMGM0307,Amersfoort
"94",GM0307_1_75,cluster_GM0307_1_75,"GM0307_1_25,GM0307_1_50,GM0307_1_44,GM0307_1_24,GM0307_1_35,GM0307_1_20,GM0307_1_108,GM0307_1_60,GM0307_1_63,GM0307_1_117,GM0307_1_54,GM0307_1_9,GM0307_1_52,GM0307_1_137,GM0307_1_112,GM0307_1_83,GM0307_1_135,GM0307_1_89,GM0307_1_116,GM0307_1_56,GM0307_1_124,GM0307_1_55,GM0307_1_18,GM0307_1_97,GM0307_1_106,GM0307_1_45,GM0307_1_76,GM0307_1_17,GM0307_1_11,GM0307_1_131,GM0307_1_15,GM0307_1_141,GM0307_1_105,GM0307_1_80,GM0307_1_32,GM0307_1_58,GM0307_1_34,GM0307_1_107,GM0307_1_77,GM0307_1_33,GM0307_1_43,GM0307_1_46,GM0307_1_0,GM0307_1_48,GM0307_1_121,GM0307_1_86,GM0307_1_98,GM0307_1_13,GM0307_1_68,GM0307_1_53",154272.150672212,463139.01138953,GMGM0307,Amersfoort
"95",GM0307_2_106,cluster_GM0307_2_106,"GM0307_2_151,GM0307_2_105,GM0307_2_165,GM0307_2_74,GM0307_2_127,GM0307_2_126,GM0307_2_122,GM0307_2_141,GM0307_2_2",154209.311821575,466137.871939681,GMGM0307,Amersfoort
"96",GM0307_2_75,cluster_GM0307_2_75,"GM0307_2_95,GM0307_2_10,GM0307_2_4,GM0307_2_14,GM0307_2_135,GM0307_2_0",158297.57373033,468173.298343598,GMGM0307,Amersfoort
"97",GM0307_1_78,cluster_GM0307_1_78,"GM0307_1_120,GM0307_1_30,GM0307_1_36,GM0307_1_81",154758.111447714,460930.295715235,GMGM0307,Amersfoort
"98",GM0307_2_74,cluster_GM0307_2_74,"GM0307_2_99,GM0307_2_98,GM0307_2_60,GM0307_2_94,GM0307_2_118,GM0307_2_105,GM0307_2_90,GM0307_2_106,GM0307_2_126,GM0307_2_141",154512.049800097,465909.254343587,GMGM0307,Amersfoort
"99",GM0307_2_109,cluster_GM0307_2_109,"GM0307_2_49,GM0307_2_154,GM0307_2_27,GM0307_2_120,GM0307_2_158,GM0307_2_31,GM0307_2_138",157497.277704541,467006.472756608,GMGM0307,Amersfoort
"100",GM0307_1_77,cluster_GM0307_1_77,"GM0307_1_63,GM0307_1_117,GM0307_1_70,GM0307_1_135,GM0307_1_49,GM0307_1_58,GM0307_1_34,GM0307_1_107,GM0307_1_85,GM0307_1_143,GM0307_1_68,GM0307_1_75",155050.291017662,463575.284289905,GMGM0307,Amersfoort
"101",GM0307_2_108,cluster_GM0307_2_108,"GM0307_2_79,GM0307_2_56,GM0307_2_89,GM0307_2_6,GM0307_2_123,GM0307_2_97",157308.324238246,468334.299739731,GMGM0307,Amersfoort
"102",GM0307_1_72,cluster_GM0307_1_72,"GM0307_1_25,GM0307_1_108,GM0307_1_33,GM0307_1_43,GM0307_1_90,GM0307_1_95",153649.915212428,463493.230678115,GMGM0307,Amersfoort
"103",GM0307_2_103,cluster_GM0307_2_103,"GM0307_2_131,GM0307_2_162,GM0307_2_59,GM0307_2_42,GM0307_2_136,GM0307_2_153,GM0307_2_86,GM0307_2_38",159426.911185764,464185.603974958,GMGM0307,Amersfoort
"104",GM0307_1_71,cluster_GM0307_1_71,"GM0307_1_127,GM0307_1_62,GM0307_1_91,GM0307_1_123,GM0307_1_132,GM0307_1_22,GM0307_1_115,GM0307_1_12,GM0307_1_104,GM0307_1_68",155855.357914297,463311.832615871,GMGM0307,Amersfoort
"105",GM0307_2_102,cluster_GM0307_2_102,"GM0307_2_51,GM0307_2_159,GM0307_2_162,GM0307_2_86,GM0307_2_161",156612.316168838,465665.696724184,GMGM0307,Amersfoort
"106",GM0307_2_71,cluster_GM0307_2_71,"GM0307_2_105,GM0307_2_69,GM0307_2_127,GM0307_1_50,GM0307_1_44,GM0307_1_24,GM0307_1_35,GM0307_1_20,GM0307_2_45,GM0307_2_66,GM0307_2_96,GM0307_2_67,GM0307_2_33,GM0307_1_63,GM0307_1_9",154054.035699549,464609.64076151,GMGM0307,Amersfoort
"107",GM0307_1_74,cluster_GM0307_1_74,"GM0307_1_37,GM0307_1_5,GM0307_1_126,GM0307_1_11,GM0307_1_42,GM0307_1_87,GM0307_1_138,GM0307_1_79,GM0307_1_84,GM0307_1_81",155171.859349447,461984.133276486,GMGM0307,Amersfoort
"108",GM0307_2_105,cluster_GM0307_2_105,"GM0307_2_151,GM0307_2_99,GM0307_2_60,GM0307_2_94,GM0307_2_111,GM0307_2_165,GM0307_2_90,GM0307_2_106,GM0307_2_74,GM0307_2_127,GM0307_2_126,GM0307_2_122,GM0307_1_50,GM0307_2_71,GM0307_2_45,GM0307_2_2,GM0307_2_131",153483.405027668,465584.961266724,GMGM0307,Amersfoort
"109",GM0307_2_70,cluster_GM0307_2_70,"GM0307_2_89,GM0307_2_6,GM0307_2_97,GM0307_2_25,GM0307_2_101,GM0307_2_37",156304.942351903,468292.28171576,GMGM0307,Amersfoort
"110",GM0307_1_73,cluster_GM0307_1_73,"GM0307_1_38,GM0307_2_63,GM0307_2_30,GM0307_1_41,GM0307_1_62,GM0307_2_23,GM0307_1_67,GM0307_1_3",156020.368782929,463898.879795498,GMGM0307,Amersfoort
"111",GM0307_2_104,cluster_GM0307_2_104,"GM0307_2_59,GM0307_2_7,GM0307_2_38,GM0307_2_62,GM0307_2_164,GM0307_2_157",156860.329774212,463592.198733469,GMGM0307,Amersfoort
"112",GM0307_1_70,cluster_GM0307_1_70,"GM0307_1_63,GM0307_1_57,GM0307_1_94,GM0307_1_117,GM0307_1_124,GM0307_1_34,GM0307_1_107,GM0307_1_77,GM0307_1_85,GM0307_1_68",154889.903393428,463739.5947314,GMGM0307,Amersfoort
"113",GM0307_2_101,cluster_GM0307_2_101,"GM0307_2_89,GM0307_2_70,GM0307_2_25,GM0307_2_88,GM0307_2_19,GM0307_2_160,GM0307_2_37",156402.609042507,467627.607518492,GMGM0307,Amersfoort
"114",GM0307_2_100,cluster_GM0307_2_100,"GM0307_2_107,GM0307_2_113,GM0307_2_167,GM0307_2_22,GM0307_2_143,GM0307_2_152,GM0307_2_48",154405.724829409,467480.953366616,GMGM0307,Amersfoort
"115",GM0307_2_69,cluster_GM0307_2_69,"GM0307_2_99,GM0307_2_94,GM0307_2_90,GM0307_2_71,GM0307_2_45,GM0307_2_66,GM0307_2_41",154567.624944307,465004.050580564,GMGM0307,Amersfoort
"116",GM0307_2_66,cluster_GM0307_2_66,"GM0307_2_99,GM0307_2_94,GM0307_2_69,GM0307_2_71,GM0307_2_12,GM0307_2_139,GM0307_2_96,GM0307_2_149,GM0307_2_41,GM0307_2_67",154856.013154486,464654.448394468,GMGM0307,Amersfoort
"117",GM0307_2_65,cluster_GM0307_2_65,"GM0307_2_136,GM0307_2_9,GM0307_2_28,GM0307_2_62,GM0307_2_157,GM0327_5,GM0327_24",159117.367072275,462742.044584465,GMGM0307,Amersfoort
"118",GM0307_2_68,cluster_GM0307_2_68,"GM0307_2_147,GM0307_2_51,GM0307_2_114,GM0307_2_58,GM0307_2_5,GM0307_2_162,GM0307_2_150",155946.704659869,465329.268233859,GMGM0307,Amersfoort
"119",GM0307_2_67,cluster_GM0307_2_67,"GM0307_2_71,GM0307_2_45,GM0307_2_66",154367.281483146,464511.63945179,GMGM0307,Amersfoort
"120",GM0307_2_62,cluster_GM0307_2_62,"GM0307_2_9,GM0307_2_65,GM0307_2_28,GM0307_1_132,GM0307_1_64,GM0307_2_38,GM0307_2_157,GM0307_2_104,GM0327_24,GM0307_1_115,GM0307_1_114",156642.33747771,463062.707142623,GMGM0307,Amersfoort
"121",GM0307_2_61,cluster_GM0307_2_61,"GM0307_2_93,GM0307_2_147,GM0307_2_114,GM0307_2_58,GM0307_2_159,GM0307_2_130,GM0307_2_36",155951.230813687,465832.121881843,GMGM0307,Amersfoort
