fid,source_name,available_heat,source_id,geo_coordinate_x,geo_coordinate_y,neighbourhoods_in_range
11,Nuon Biomassaketel De Vaart,189216,HTLP0011,144976,491384,
12,HVC Alkmaar BEC Bio energie centrale,378432,HTLP0012,112698,513765,"BU03830501,BU03830511,BU03830601,BU04500005,BU04500006,BU03830711,BU03830721,BU03830411,BU03830421,BU03830111,BU03830101,BU03830211,BU03830401,BU03830701,BU03830431,BU03830311,BU03830301,BU03830011,BU03830001,BU03830221,BU03830201,BU04500001,BU04500004"
13,Biowarmtecentrale de Purmer  BWC 1,416275.2,HTLP0013,129314,502427,
14,Biowarmte Installatie Lage Weide,567648,HTLP0014,133385,457118,"BU03211123,BU03211127,BU03211126,BU03562200,BU03561800,BU03562100,BU03562000,BU03560600,BU03440821,BU03440733,BU03440723,BU03562500,BU03211019,BU03211017,BU03211018,BU03211016,BU03211010,BU03212054,BU03212056,BU03211013,BU03211011,BU03211014,BU03211012,BU03211120,BU03212058,BU03212061,BU03211050,BU03212060,BU03212064,BU03212059,BU03212065,BU03212055,BU03550206,BU03550204,BU03550205,BU03550309,BU03440526,BU03440524,BU03440522,BU03440523,BU03440521,BU03440531,BU03120009,BU03120001,BU03120000,BU03120008,BU03440533,BU03440732,BU03440721,BU03440731,BU03440525,BU03440711,BU03440712,BU03215192,BU03211151,BU03211121,BU03211124,BU03440212,BU03440221,BU03440211,BU03440412,BU03440321,BU03440621,BU03440223,BU03440121,BU03440222,BU03440331,BU03440342,BU03100102,BU03100101,BU03100202,BU03100303,BU03100201,BU03100302,BU03100301,BU03100603,BU19040703,BU03100602,BU03100601,BU03100701,BU03100402,BU03100401,BU03440312,BU03440343,BU03440322,BU03100902,BU03440311,BU03100901,BU03440341,BU03100703,BU03101002,BU03100505,BU03100801,BU03100702,BU03100803,BU03100802,BU03101001,BU03440224,BU03440231,BU03440132,BU03440232,BU03440131,BU03440114,BU03440124,BU03440122,BU03440123,BU03440112,BU03440532,BU03440535,BU03440423,BU03440534,BU03100903,BU03440413,BU03440411,BU03440414,BU03440415,BU03440421,BU03440422,BU03440433,BU03440432,BU03440431,BU03440622,BU03440623,BU03440626,BU03440511,BU03440512,BU03440811,BU03440613,BU03440628,BU03440612,BU03440627,BU03440624,BU03440611,BU03440625,BU03550305,BU03550303,BU03550304,BU03550306,BU19040108,BU19040105,BU19040111,BU19040114,BU19040110,BU19040116,BU19041213,BU19041203,BU19041205,BU19041207,BU19041211,BU19041215,BU19041209,BU19041208,BU19041212,BU19041214,BU03440243,BU03440233,BU03440242,BU03440333,BU03440241,BU03440332,BU19040101,BU19040701,BU19041101,BU03440133,BU03440913,BU03440912,BU03440911,BU03440244,BU19040104,BU19040117,BU19041201,BU19041202,BU03441023,BU03441014,BU03441022,BU03441012,BU03441021,BU03441013,BU03441011,BU19041204,BU03440933,BU03440934,BU03440932,BU03440922,BU03440921,BU03440931,BU03440941,BU03440942,BU03440943,BU03441031,BU19040505,BU19040508,BU19040507,BU19040509,BU06320703,BU06320501,BU06320606,BU19040501,BU19040504,BU06320603,BU06320601,BU06320602,BU06320503,BU06320502,BU06320604,BU19040207,BU19040214,BU19040901,BU19040502,BU19040506,BU19040203,BU19040205,BU19040209,BU19040212,BU19040216,BU19040112,BU19040115,BU19040106,BU19040213,BU19040215,BU19040211,BU19040204,BU19040102,BU19040702,BU19040119,BU19040107,BU19040109,BU19040113,BU19040118,BU19040201,BU19041210,BU19040103,BU19041206,BU19040210,BU19040206,BU19040202,BU19040208,BU03561400,BU03560300,BU03562400,BU03560100,BU03440113,BU03440111,BU03440832,BU03440812,BU03440831,BU03440722,BU03440822,BU03440823,BU03560200,BU03560400,BU03560700,BU03560800,BU03530029,BU03441032,BU03441024,BU03441041,BU03441033,BU03440952,BU03440951,BU03440953,BU03530003,BU03530001,BU03530002,BU03530023,BU03530024,BU03530025,BU03530027,BU03530010,BU03530012,BU03530011,BU03530014,BU03530005,BU03562300,BU03561500,BU03561000,BU03560500,BU03530015,BU03530019,BU03530018,BU03530013,BU03350201,BU03350109,BU03350001,BU03350103,BU06320605,BU03350102,BU03530004,BU03530028,BU03530006,BU03530007,BU03530008,BU03530009,BU03530022,BU03530026,BU03350209,BU03310019"
15,biomassaketel_deHoef,138127.68,HTLP0015,156888,465429,"BU03130001,BU03130008,BU03130006,BU03130011,BU03072701,BU03130007,BU03080109,BU03420404,BU03071002,BU03071000,BU03070803,BU03070801,BU03070902,BU03070903,BU03070905,BU03072500,BU03072501,BU03072001,BU03072404,BU03072403,BU03072402,BU03072405,BU03072400,BU03072407,BU03072102,BU03071901,BU03071902,BU03071906,BU03071905,BU03072300,BU03071900,BU03072100,BU03072301,BU03072101,BU03071903,BU03072103,BU03072104,BU03072108,BU03072201,BU03072106,BU03072806,BU03073000,BU03072900,BU03073102,BU03072805,BU03072107,BU03072800,BU03072801,BU03073103,BU03072803,BU03072802,BU03073001,BU03073104,BU03073108,BU03072601,BU03072600,BU03072602,BU03072603,BU03072506,BU03072804,BU03072901,BU03072902,BU03073100,BU03073101,BU03072002,BU03072000,BU03072105,BU03072508,BU03072004,BU03072003,BU03072507,BU03072005,BU03072006,BU03071003,BU03071300,BU03071004,BU03071302,BU03071301,BU03071101,BU03071100,BU03070103,BU03070102,BU03070106,BU03070100,BU03070101,BU03071500,BU03071502,BU03071600,BU03071602,BU03070108,BU03070601,BU03070104,BU03070700,BU03070701,BU03070702,BU03071001,BU03420701,BU03420402,BU03420403,BU03270000,BU03270108,BU03270107,BU03270002,BU03270003,BU03270006,BU03270101,BU03270103,BU03270005,BU03270104,BU03270102,BU03270004,BU03270001,BU03270105,BU03270106,BU03270009,BU03270300,BU03270309,BU03071202,BU03071201,BU03072502,BU03072503,BU03072504,BU03072505,BU03270400,BU03270109,BU03270200,BU03270201,BU03270008,BU03270007,BU03070105,BU03071400,BU03071402,BU03071401,BU03071403,BU03071501,BU03071503,BU03270209,BU03070502,BU03420706,BU03071705,BU03070501,BU03071707,BU03070205,BU03070204,BU03070206,BU03070202,BU03070200,BU03070107,BU03071601,BU03071700,BU03071701,BU03071704,BU03071603,BU03270501,BU03270500,BU03270100,BU03070306,BU03070401,BU03070603,BU03070600,BU03070402,BU03070800,BU03070900,BU03070307,BU03071801,BU03071800,BU03070302,BU03071702,BU03071706,BU03071703,BU03071804,BU03070403,BU03072709,BU03070404,BU03071904,BU03072700,BU03420702,BU03070500,BU03070503,BU03070304,BU03071803,BU03070303,BU03071802,BU03070300,BU03070305,BU03070301,BU03420704"
16,biomassaketel_deIsselt,138127.68,HTLP0016,152152,464604,"BU03080003,BU03080102,BU03080103,BU03080005,BU03080006,BU03080004,BU03080007,BU03080001,BU03080000,BU03080002,BU03080104,BU03080105,BU03080201,BU03080101,BU03170213,BU03130003,BU03130001,BU03130008,BU03080200,BU03130006,BU03072701,BU03130007,BU03080109,BU03170210,BU03420103,BU03420404,BU03420401,BU03071002,BU03071000,BU03070803,BU03070801,BU03070902,BU03070903,BU03070905,BU03072500,BU03072501,BU03072001,BU03072404,BU03072403,BU03072402,BU03072405,BU03072400,BU03072407,BU03072102,BU03071901,BU03071902,BU03071906,BU03071905,BU03072300,BU03071900,BU03072100,BU03072301,BU03072101,BU03071903,BU03072103,BU03072104,BU03072108,BU03072201,BU03072106,BU03072806,BU03073000,BU03072900,BU03073102,BU03072805,BU03072107,BU03072800,BU03072801,BU03073103,BU03072803,BU03072802,BU03073001,BU03073104,BU03073108,BU03072601,BU03072600,BU03072602,BU03072603,BU03072506,BU03072804,BU03072901,BU03072902,BU03073100,BU03073101,BU03072002,BU03072000,BU03072105,BU03072508,BU03072004,BU03072003,BU03072507,BU03072005,BU03072006,BU03071003,BU03071300,BU03071004,BU03071302,BU03071301,BU03071101,BU03071100,BU03070103,BU03070102,BU03070106,BU03070100,BU03070101,BU03071500,BU03071502,BU03071600,BU03071602,BU03070108,BU03070601,BU03070104,BU03070700,BU03070701,BU03070702,BU03071001,BU03420701,BU03420604,BU03420605,BU03420606,BU03550405,BU03420804,BU03420802,BU03420801,BU03420705,BU03420703,BU03420303,BU03420102,BU03420201,BU03420402,BU03420403,BU03420405,BU03420501,BU03420304,BU03080400,BU03420301,BU03420302,BU03420601,BU03420101,BU03270000,BU03270108,BU03270107,BU03270101,BU03270103,BU03270102,BU03270004,BU03270001,BU03270106,BU03270009,BU03270309,BU03071202,BU03071201,BU03072502,BU03072503,BU03072504,BU03072505,BU03270400,BU03270109,BU03270200,BU03270201,BU03270008,BU03270007,BU03070105,BU03071400,BU03071402,BU03071401,BU03071403,BU03071501,BU03071503,BU03270209,BU03070502,BU03420803,BU03420706,BU03071705,BU03070501,BU03071707,BU03070205,BU03070204,BU03070206,BU03070202,BU03070200,BU03070107,BU03071601,BU03071700,BU03071701,BU03071704,BU03071603,BU03270501,BU03270500,BU03270100,BU03070306,BU03070401,BU03070603,BU03070600,BU03070402,BU03070800,BU03070900,BU03070307,BU03071801,BU03071800,BU03070302,BU03071702,BU03071706,BU03071703,BU03071804,BU03070403,BU03072709,BU03070404,BU03071904,BU03072700,BU03420702,BU03070500,BU03070503,BU03070304,BU03071803,BU03070303,BU03071802,BU03070300,BU03070305,BU03070301,BU03420704,BU03420602,BU03550505,BU03550506,BU03550507,BU03550504"
17,Biowarmtecentrale de Beemster  BWC 2  te realiseren,151372.8,HTLP0017,129483,503691,
18,Vijfwal,47304,HTLP0018,140073,447609,"BU03211123,BU03211127,BU03211126,BU03212063,BU03211344,BU03211345,BU03211343,BU03211341,BU03211340,BU03211353,BU03211237,BU03211230,BU03211342,BU03211238,BU03211233,BU03211232,BU03211231,BU03211235,BU03211236,BU03211234,BU03211252,BU03211019,BU03211017,BU03211018,BU03211016,BU03211010,BU03211015,BU03212054,BU03212056,BU03211013,BU03211011,BU03211014,BU03211012,BU03211120,BU03212058,BU03212061,BU03211050,BU03212057,BU03212064,BU03212059,BU03212065,BU03120209,BU03213172,BU03215193,BU03215192,BU03214182,BU03215090,BU03214080,BU03211122,BU03211151,BU03211125,BU03211129,BU03211121,BU03211124,BU03211128,BU03212062"
19,Oostpolder,47304,HTLP0019,109293,427494,"BU19782001,BU05059800,BU19780202,BU06100401,BU06100402,BU06100403,BU05059801,BU19781604,BU06100109,BU06100108,BU06100107,BU06100106,BU06100101,BU06100104,BU06100105,BU06100103,BU19782004,BU05900006,BU05050608,BU05050605,BU05050606,BU05900007,BU05900008,BU06100102,BU05051103,BU05050604,BU05051102,BU05900004,BU05900003,BU05900005,BU05900001,BU05900002,BU05050607,BU05050600,BU05050601"
20,Orgaworld,52034.4,HTLP0020,115771,490430,
21,Essent Stadsverwarming Breda,56764.8,HTLP0021,111892,403316,
22,WOS_rijksstraatweg,56764.8,HTLP0022,133403,454864,"BU03440821,BU03440212,BU03440211,BU03440621,BU03440223,BU03440121,BU03440224,BU03440231,BU03440132,BU03440232,BU03440131,BU03440114,BU03440124,BU03440122,BU03440123,BU03440112,BU03440811,BU03440613,BU03440628,BU03440133,BU03440913,BU03440912,BU03440911,BU03441014,BU03440933,BU03440934,BU03440932,BU03440922,BU03440921,BU03440931,BU03440941,BU03440942,BU03440943,BU03441031,BU03440113,BU03440111,BU03440832,BU03440812,BU03440831,BU03440822,BU03440823,BU03560800,BU03441032,BU03441041,BU03441033,BU03440952,BU03440951,BU03440953"
23,WOS_merkesstraat,56764.8,HTLP0023,138429,456352,"BU03440526,BU03440524,BU03440522,BU03440523,BU03440521,BU03440531,BU03120008,BU03440533,BU03440721,BU03440731,BU03440525,BU03440711,BU03440212,BU03440221,BU03440211,BU03440412,BU03440321,BU03440621,BU03440223,BU03440121,BU03440222,BU03100402,BU03100401,BU03440312,BU03440343,BU03440322,BU03100902,BU03440311,BU03100901,BU03101002,BU03101001,BU03440132,BU03440131,BU03440122,BU03440532,BU03440535,BU03440423,BU03440534,BU03100903,BU03440413,BU03440411,BU03440414,BU03440415,BU03440421,BU03440422,BU03440433,BU03440432,BU03440431,BU03440622,BU03440623,BU03440626,BU03440511,BU03440512,BU03440811,BU03440613,BU03440628,BU03440612,BU03440627,BU03440624,BU03440611,BU03440625,BU03440812,BU03440722"
24,Eneco HWC Nicolaas Beetsstraat,181079.712,HTLP0024,136344,455260,"BU03550405,BU15810102,BU03211123,BU03211127,BU03211126,BU03212063,BU03211344,BU03211345,BU03211343,BU03211341,BU03211340,BU03211353,BU03211237,BU03211230,BU03211342,BU03211238,BU03211233,BU03211232,BU03211231,BU03211235,BU03211236,BU03211234,BU03211252,BU03561300,BU03562200,BU03561800,BU19610208,BU03562100,BU03562000,BU03560600,BU03440821,BU03440733,BU03440723,BU03562500,BU03211019,BU03211017,BU03211018,BU03211016,BU03211010,BU03211015,BU03212054,BU03212056,BU03211013,BU03211011,BU03211014,BU03211012,BU03211120,BU03212058,BU03212061,BU03211050,BU03212057,BU03212060,BU19610100,BU19610102,BU19610201,BU03212064,BU03212059,BU03212065,BU03212055,BU03550102,BU03550101,BU03550103,BU03550401,BU03550104,BU03550403,BU03550203,BU03550404,BU03550206,BU03550204,BU03550205,BU03550201,BU03550301,BU03550307,BU03550309,BU03550105,BU03550308,BU03440526,BU03440524,BU03440522,BU03440523,BU03440521,BU03440531,BU03120009,BU03120001,BU03120000,BU03120008,BU03440533,BU03440732,BU03440721,BU03440731,BU03440525,BU03440711,BU03440712,BU03120209,BU03120100,BU03120109,BU03215192,BU03214182,BU03214080,BU03211122,BU03211151,BU03211125,BU03211129,BU03211121,BU03211124,BU03211128,BU03212062,BU03440212,BU03440221,BU03440211,BU03440412,BU03440321,BU03440621,BU03440223,BU03440121,BU03440222,BU03440331,BU03440342,BU03100102,BU03100101,BU03100303,BU03100302,BU03100301,BU03100603,BU19040703,BU03100602,BU03100601,BU03100701,BU03100402,BU03100401,BU03440312,BU03440343,BU03440322,BU03100902,BU03440311,BU03100901,BU03440341,BU03550302,BU03100703,BU03101002,BU03550503,BU03550501,BU03550202,BU03100505,BU03100801,BU03100702,BU03100803,BU03100802,BU03101001,BU03440224,BU03440231,BU03440132,BU03440232,BU03440131,BU03440114,BU03440124,BU03440122,BU03440123,BU03440112,BU03440532,BU03440535,BU03440423,BU03440534,BU03100903,BU03440413,BU03440411,BU03440414,BU03440415,BU03440421,BU03440422,BU03440433,BU03440432,BU03440431,BU03440622,BU03440623,BU03440626,BU03440511,BU03440512,BU03440811,BU03440613,BU03440628,BU03440612,BU03440627,BU03440624,BU03440611,BU03440625,BU03550305,BU03550303,BU03550304,BU03550306,BU19040108,BU19040105,BU19040111,BU19040114,BU19040110,BU19040116,BU19041213,BU19041203,BU19041205,BU19041207,BU19041211,BU19041215,BU19041209,BU19041208,BU19041212,BU19041214,BU03440243,BU03440233,BU03440242,BU03440333,BU03440241,BU03440332,BU19040101,BU19040701,BU19041101,BU03440133,BU03440913,BU03440912,BU03440911,BU03440244,BU19040104,BU19040117,BU19041201,BU19041202,BU03441023,BU03441014,BU03441022,BU03441012,BU03441021,BU03441013,BU03441011,BU19041204,BU03440933,BU03440934,BU03440932,BU03440922,BU03440921,BU03440931,BU03440941,BU03440942,BU03440943,BU03441031,BU06320604,BU19040112,BU19040115,BU19040106,BU19040102,BU19040702,BU19040119,BU19040107,BU19040109,BU19040113,BU19040118,BU19041210,BU19040103,BU19041206,BU03561400,BU03560300,BU03562400,BU03560100,BU03440113,BU03440111,BU03440832,BU03440812,BU03440831,BU03440722,BU03440822,BU03440823,BU03560200,BU03560400,BU03560700,BU03560800,BU03530029,BU03441032,BU03441024,BU03441041,BU03441033,BU03440952,BU03440951,BU03440953,BU03530003,BU03530001,BU03530002,BU03530023,BU03530024,BU03530025,BU03530027,BU03530010,BU03530012,BU03530011,BU03530014,BU03530005,BU03561200,BU03561100,BU03561600,BU03562300,BU03561500,BU03561000,BU03560500,BU03530016,BU03530017,BU03530015,BU03530019,BU03530018,BU03530013,BU03530030,BU03350109,BU03350103,BU06320605,BU03530004,BU03530028,BU03530006,BU03530007,BU03530008,BU03530009,BU03530022,BU03530026,BU03530021,BU03310019"
