neighbourhood_code,space_heating_demand_per_house,hot_water_demand_per_house,space_heating_demand_per_m2_utility,hot_water_demand_per_m2_utility,electricity_demand_per_house,electricity_demand_per_m2_utility,share_of_houses_demolished,number_of_new_apartments,number_of_new_terraced_houses,number_of_new_detached_houses,number_of_new_semi_detached_houses,number_of_new_houses_unknown_type,epi_of_new_houses,size_of_new_houses,existing_heat_network_share,trace_length
BU06270405,26,1,0.2,0.007692308,629,4.838461538,0,0,0,0,0,0,0.9,100,0,12017.13464
BU06270406,41,10,0.315384615,0.076923077,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1431.083506
BU06270407,44,9,0.338461538,0.069230769,113,0.869230769,0,0,0,0,0,0,0.9,100,0,11776.79493
BU06270408,43,7,0.330769231,0.053846154,116,0.892307692,0,0,0,0,0,0,0.9,100,0,3618.645584
BU06320101,35,6,0.269230769,0.046153846,322,2.476923077,0,0,0,0,0,0,0.9,100,0,10923.59379
BU06320102,31,7,0.238461538,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,19939.48923
BU06320103,33,4,0.253846154,0.030769231,541,4.161538462,0,0,0,0,0,0,0.9,100,0,4324.933227
BU06320104,32,7,0.246153846,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,22056.31129
BU06320105,34,6,0.261538462,0.046153846,213,1.638461538,0,0,0,0,0,0,0.9,100,0,8288.251499
BU06320106,31,7,0.238461538,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,27308.1472
BU06320201,33,4,0.253846154,0.030769231,539,4.146153846,0,0,0,0,0,0,0.9,100,0,8457.248583
BU06320202,26,8,0.2,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,17782.07746
BU06320203,29,7,0.223076923,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,11888.87552
BU06320204,30,1,0.230769231,0.007692308,1155,8.884615385,0,0,0,0,0,0,0.9,100,0,3376.631022
BU06320301,35,2,0.269230769,0.015384615,1049,8.069230769,0,0,0,0,0,0,0.9,100,0,6840.320241
BU06320302,40,1,0.307692308,0.007692308,1258,9.676923077,0,0,0,0,0,0,0.9,100,0,5192.62145
BU06320303,27,6,0.207692308,0.046153846,117,0.9,0,0,0,0,0,0,0.9,100,0,22979.40508
BU06320304,32,2,0.246153846,0.015384615,858,6.6,0,0,0,0,0,0,0.9,100,0,7869.596662
BU06320305,25,7,0.192307692,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,9998.923158
BU06320401,47,8,0.361538462,0.061538462,114,0.876923077,0,0,0,0,0,0,0.9,100,0,6732.714792
BU06320402,48,6,0.369230769,0.046153846,428,3.292307692,0,0,0,0,0,0,0.9,100,0,3140.082899
BU06320501,51,9,0.392307692,0.069230769,111,0.853846154,0,0,0,0,0,0,0.9,100,0,6187.297147
BU06320502,57,9,0.438461538,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2969.656814
BU06320503,52,9,0.4,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1969.168058
BU06320601,34,8,0.261538462,0.061538462,12,0.092307692,0,0,0,0,0,0,0.9,100,0,14771.07657
BU06320602,35,8,0.269230769,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,24085.41807
BU06320603,41,5,0.315384615,0.038461538,429,3.3,0,0,0,0,0,0,0.9,100,0,6706.493779
BU06320604,52,8,0.4,0.061538462,215,1.653846154,0,0,0,0,0,0,0.9,100,0,19162.62003
BU06320605,57,9,0.438461538,0.069230769,11,0.084615385,0,0,0,0,0,0,0.9,100,0,4211.499056
BU06320606,55,9,0.423076923,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,7100.471192
BU06320701,35,7,0.269230769,0.053846154,114,0.876923077,0,0,0,0,0,0,0.9,100,0,15846.92633
BU06320702,37,8,0.284615385,0.061538462,115,0.884615385,0,0,0,0,0,0,0.9,100,0,2785.491149
BU06320703,54,8,0.415384615,0.061538462,212,1.630769231,0,0,0,0,0,0,0.9,100,0,27209.83505
BU06320801,35,8,0.269230769,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,10572.84549
BU06320802,55,8,0.423076923,0.061538462,215,1.653846154,0,0,0,0,0,0,0.9,100,0,14668.06497
BU06370001,34,6,0.261538462,0.046153846,316,2.430769231,0,0,0,0,0,0,0.9,100,0,23374.21608
BU06370002,23,4,0.176923077,0.030769231,427,3.284615385,0,0,0,0,0,0,0.9,100,0,10073.09006
BU06370003,25,5,0.192307692,0.038461538,113,0.869230769,0,0,0,0,0,0,0.9,100,0,15098.32768
BU06370004,34,5,0.261538462,0.038461538,318,2.446153846,0,0,0,0,0,0,0.9,100,0,19637.2748
BU06370100,31,6,0.238461538,0.046153846,114,0.876923077,0,0,0,0,0,0,0.9,100,0,29427.65665
BU06370101,31,5,0.238461538,0.038461538,215,1.653846154,0,0,0,0,0,0,0.9,100,0,12290.19934
BU06370200,27,6,0.207692308,0.046153846,218,1.676923077,0,0,0,0,0,0,0.9,100,0,35687.61371
BU06370201,29,7,0.223076923,0.053846154,215,1.653846154,0,0,0,0,0,0,0.9,100,0,36419.86339
BU06370300,25,7,0.192307692,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,26626.54913
BU06370301,27,8,0.207692308,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,30475.96551
BU06370400,27,7,0.207692308,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,11031.99573
BU06370401,25,7,0.192307692,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,19860.54818
BU06370500,28,6,0.215384615,0.046153846,320,2.461538462,0,0,0,0,0,0,0.9,100,0,32184.81543
BU06370501,28,7,0.215384615,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,47712.67688
BU06370600,23,6,0.176923077,0.046153846,115,0.884615385,0,0,0,0,0,0,0.9,100,0,19494.13688
BU06370601,23,7,0.176923077,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,42,27128.73317
BU06370800,31,1,0.238461538,0.007692308,744,5.723076923,0,0,0,0,0,0,0.9,100,0,6298.015509
BU06370801,28,1,0.215384615,0.007692308,955,7.346153846,0,0,0,0,0,0,0.9,100,0,15668.51505
BU06370802,22,1,0.169230769,0.007692308,748,5.753846154,0,0,0,0,0,0,0.9,100,0,10813.87197
BU06370803,29,2,0.223076923,0.015384615,432,3.323076923,0,0,0,0,0,0,0.9,100,0,5883.280309
BU06370902,38,7,0.292307692,0.053846154,411,3.161538462,0,0,0,0,0,0,0.9,100,0,350.2800049
BU06370903,45,6,0.346153846,0.046153846,1121,8.623076923,0,0,0,0,0,0,0.9,100,0,2746.889332
BU06370904,32,2,0.246153846,0.015384615,934,7.184615385,0,0,0,0,0,0,0.9,100,0,5983.995837
BU06370905,51,8,0.392307692,0.061538462,115,0.884615385,0,0,0,0,0,0,0.9,100,0,2187.449785
BU06370906,50,4,0.384615385,0.030769231,1033,7.946153846,0,0,0,0,0,0,0.9,100,0,501.8480712
BU06370907,41,1,0.315384615,0.007692308,1140,8.769230769,0,0,0,0,0,0,0.9,100,0,2923.091963
BU06420101,30,7,0.230769231,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,3207.45291
BU06420102,34,7,0.261538462,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,824.9645944
BU06420103,9,0,0.069230769,0,1259,9.684615385,0,0,0,0,0,0,0.9,100,0,139.4096711
BU06420104,37,8,0.284615385,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,1544.548503
BU06420105,47,4,0.361538462,0.030769231,2517,19.36153846,0,0,0,0,0,0,0.9,100,0,672.0610747
BU06420106,27,1,0.207692308,0.007692308,1155,8.884615385,0,0,0,0,0,0,0.9,100,0,640.3057154
BU06420107,35,8,0.269230769,0.061538462,12,0.092307692,0,0,0,0,0,0,0.9,100,0,6610.687591
BU06420108,32,7,0.246153846,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,4472.445556
BU06420109,32,6,0.246153846,0.046153846,112,0.861538462,0,0,0,0,0,0,0.9,100,0,3030.270014
BU06420110,29,5,0.223076923,0.038461538,8,0.061538462,0,0,0,0,0,0,0.9,100,0,348.600492
BU06420111,31,4,0.238461538,0.030769231,331,2.546153846,0,0,0,0,0,0,0.9,100,0,3981.160549
BU06420112,31,6,0.238461538,0.046153846,210,1.615384615,0,0,0,0,0,0,0.9,100,0,7034.588545
BU06420113,39,7,0.3,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,1459.012068
BU06420114,26,5,0.2,0.038461538,111,0.853846154,0,0,0,0,0,0,0.9,100,0,603.1302118
BU06420115,29,6,0.223076923,0.046153846,216,1.661538462,0,0,0,0,0,0,0.9,100,0,2752.549398
BU06420201,27,6,0.207692308,0.046153846,113,0.869230769,0,0,0,0,0,0,0.9,100,0,692.7834811
BU06420202,16,8,0.123076923,0.061538462,8,0.061538462,0,0,0,0,0,0,0.9,100,0,283.5890768
BU06420203,26,5,0.2,0.038461538,321,2.469230769,0,0,0,0,0,0,0.9,100,0,1582.873385
BU06420204,0,0,0,0,0,0,0,0,0,0,0,0,0.9,100,0,0
BU06420205,33,6,0.253846154,0.046153846,322,2.476923077,0,0,0,0,0,0,0.9,100,0,1707.077167
BU06420206,25,5,0.192307692,0.038461538,215,1.653846154,0,0,0,0,0,0,0.9,100,0,3439.950362
BU06420207,36,7,0.276923077,0.053846154,115,0.884615385,0,0,0,0,0,0,0.9,100,0,2565.848248
BU06420208,37,7,0.284615385,0.053846154,217,1.669230769,0,0,0,0,0,0,0.9,100,0,3671.944191
BU06420209,35,7,0.269230769,0.053846154,215,1.653846154,0,0,0,0,0,0,0.9,100,0,6049.756255
BU06420301,56,2,0.430769231,0.015384615,1347,10.36153846,0,0,0,0,0,0,0.9,100,0,2033.900299
BU06420302,32,7,0.246153846,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,1805.102384
BU06420303,30,7,0.230769231,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,5641.192641
BU06420304,26,7,0.2,0.053846154,110,0.846153846,0,0,0,0,0,0,0.9,100,0,3333.48356
BU06420305,21,6,0.161538462,0.046153846,110,0.846153846,0,0,0,0,0,0,0.9,100,0,2451.508369
BU06420306,92,5,0.707692308,0.038461538,1915,14.73076923,0,0,0,0,0,0,0.9,100,0,475.6466292
BU06420307,39,8,0.3,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2189.213852
BU06420308,40,8,0.307692308,0.061538462,114,0.876923077,0,0,0,0,0,0,0.9,100,0,1269.861853
BU06420309,35,3,0.269230769,0.023076923,535,4.115384615,0,0,0,0,0,0,0.9,100,0,1782.758703
BU06420310,31,7,0.238461538,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,3126.502472
BU06420311,24,7,0.184615385,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,862.159909
BU06420312,38,6,0.292307692,0.046153846,221,1.7,0,0,0,0,0,0,0.9,100,0,2091.777323
BU06420313,30,6,0.230769231,0.046153846,114,0.876923077,0,0,0,0,0,0,0.9,100,0,3848.772566
BU06420401,46,3,0.353846154,0.023076923,2130,16.38461538,0,0,0,0,0,0,0.9,100,0,628.2330443
BU06420402,28,8,0.215384615,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5026.913558
BU06420403,28,8,0.215384615,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5248.33464
BU06420404,30,8,0.230769231,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5184.251736
BU06420405,26,6,0.2,0.046153846,119,0.915384615,0,0,0,0,0,0,0.9,100,0,1756.166175
BU06420406,31,8,0.238461538,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4008.016028
BU06420407,31,8,0.238461538,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1371.19437
BU06420408,30,8,0.230769231,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4221.274956
BU06420409,78,4,0.6,0.030769231,2517,19.36153846,0,0,0,0,0,0,0.9,100,0,372.3391087
BU06420410,56,1,0.430769231,0.007692308,1152,8.861538462,0,0,0,0,0,0,0.9,100,0,1354.32528
BU06420501,41,6,0.315384615,0.046153846,1127,8.669230769,0,0,0,0,0,0,0.9,100,0,1064.479364
BU06420502,22,1,0.169230769,0.007692308,519,3.992307692,0,0,0,0,0,0,0.9,100,0,770.4495273
BU06420503,18,5,0.138461538,0.038461538,320,2.461538462,0,0,0,0,0,0,0.9,100,0,1649.186874
BU06420504,33,7,0.253846154,0.053846154,117,0.9,0,0,0,0,0,0,0.9,100,0,2425.09736
BU06420505,28,8,0.215384615,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2247.897957
BU06420506,24,7,0.184615385,0.053846154,12,0.092307692,0,0,0,0,0,0,0.9,100,0,1269.284277
BU06420507,29,6,0.223076923,0.046153846,215,1.653846154,0,0,0,0,0,0,0.9,100,0,2436.75593
BU06420508,32,7,0.246153846,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,4622.328392
BU06420509,24,7,0.184615385,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,974.3337981
BU06420510,32,7,0.246153846,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,2185.571485
BU06420511,27,6,0.207692308,0.046153846,112,0.861538462,0,0,0,0,0,0,0.9,100,0,2119.508847
BU06420512,30,7,0.230769231,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,2626.677357
BU06420513,27,6,0.207692308,0.046153846,117,0.9,0,0,0,0,0,0,0.9,100,0,850.3142046
BU06420514,35,7,0.269230769,0.053846154,215,1.653846154,0,0,0,0,0,0,0.9,100,0,2850.929051
BU06420515,63,7,0.484615385,0.053846154,614,4.723076923,0,0,0,0,0,0,0.9,100,0,1547.666977
BU06420601,22,5,0.169230769,0.038461538,9,0.069230769,0,0,0,0,0,0,0.9,100,0,705.4563838
BU06420602,34,8,0.261538462,0.061538462,113,0.869230769,0,0,0,0,0,0,0.9,100,0,3483.9374
BU06420603,23,5,0.176923077,0.038461538,110,0.846153846,0,0,0,0,0,0,0.9,100,0,1029.38508
BU06420604,29,8,0.223076923,0.061538462,12,0.092307692,0,0,0,0,0,0,0.9,100,0,3962.792375
BU06420605,22,5,0.169230769,0.038461538,9,0.069230769,0,0,0,0,0,0,0.9,100,0,1256.714475
BU06420606,30,8,0.230769231,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,2908.359436
BU06420607,31,8,0.238461538,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,2017.412389
BU06420608,30,8,0.230769231,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3180.019616
BU06420609,31,8,0.238461538,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4421.405884
BU06420610,46,8,0.353846154,0.061538462,211,1.623076923,0,0,0,0,0,0,0.9,100,0,2332.032651
BU06420701,47,1,0.361538462,0.007692308,1049,8.069230769,0,0,0,0,0,0,0.9,100,0,8528.508748
BU06420702,27,2,0.207692308,0.015384615,1040,8,0,0,0,0,0,0,0.9,100,0,3177.051492
BU06420703,30,2,0.230769231,0.015384615,1129,8.684615385,0,0,0,0,0,0,0.9,100,0,3040.029811
BU06420704,25,2,0.192307692,0.015384615,111,0.853846154,0,0,0,0,0,0,0.9,100,0,807.274624
BU06420705,48,4,0.369230769,0.030769231,1529,11.76153846,0,0,0,0,0,0,0.9,100,0,6156.621235
BU06420706,0,0,0,0,0,0,0,0,0,0,0,0,0.9,100,0,29.50180052
BU06420707,54,9,0.415384615,0.069230769,9,0.069230769,0,0,0,0,0,0,0.9,100,0,368.5228068
BU06420708,34,1,0.261538462,0.007692308,1143,8.792307692,0,0,0,0,0,0,0.9,100,0,4448.585055
BU06420801,38,7,0.292307692,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,1596.3707
BU06420802,31,8,0.238461538,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5485.849551
BU06420803,33,7,0.253846154,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,4963.481761
BU06420804,28,8,0.215384615,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3579.646192
BU06420805,29,8,0.223076923,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,938.3906043
BU06420901,47,8,0.361538462,0.061538462,115,0.884615385,0,0,0,0,0,0,0.9,100,0,671.0441812
BU06420902,45,4,0.346153846,0.030769231,1533,11.79230769,0,0,0,0,0,0,0.9,100,0,631.7773386
BU06420903,52,9,0.4,0.069230769,110,0.846153846,0,0,0,0,0,0,0.9,100,0,2009.214511
BU06420904,49,9,0.376923077,0.069230769,11,0.084615385,0,0,0,0,0,0,0.9,100,0,3247.405266
BU06420905,45,8,0.346153846,0.061538462,113,0.869230769,0,0,0,0,0,0,0.9,100,0,584.7726884
BU06420906,51,10,0.392307692,0.076923077,9,0.069230769,0,0,0,0,0,0,0.9,100,0,505.5784154
BU06420907,21,0,0.161538462,0,527,4.053846154,0,0,0,0,0,0,0.9,100,0,1171.22999
BU06540101,43,8,0.330769231,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,2832.674805
BU06540102,60,7,0.461538462,0.053846154,1017,7.823076923,0,0,0,0,0,0,0.9,100,0,9353.932551
BU06540201,39,8,0.3,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,6727.599821
BU06540202,35,5,0.269230769,0.038461538,420,3.230769231,0,0,0,0,0,0,0.9,100,0,16731.49255
BU06540301,46,8,0.353846154,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,2745.930849
BU06540302,57,9,0.438461538,0.069230769,110,0.846153846,0,0,0,0,0,0,0.9,100,0,8618.264728
BU06540401,41,9,0.315384615,0.069230769,112,0.861538462,0,0,0,0,0,0,0.9,100,0,2027.927883
BU06540402,55,6,0.423076923,0.046153846,1019,7.838461538,0,0,0,0,0,0,0.9,100,0,5526.794698
BU06540501,33,7,0.253846154,0.053846154,218,1.676923077,0,0,0,0,0,0,0.9,100,0,30941.37406
BU06540502,46,7,0.353846154,0.053846154,1212,9.323076923,0,0,0,0,0,0,0.9,100,0,21736.95563
BU06540601,42,8,0.323076923,0.061538462,211,1.623076923,0,0,0,0,0,0,0.9,100,0,3330.299206
BU06540602,47,8,0.361538462,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,4106.756522
BU06540701,41,8,0.315384615,0.061538462,211,1.623076923,0,0,0,0,0,0,0.9,100,0,3706.781022
BU06540702,50,9,0.384615385,0.069230769,111,0.853846154,0,0,0,0,0,0,0.9,100,0,14198.73792
BU06540801,38,8,0.292307692,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,7122.62206
BU06540802,48,9,0.369230769,0.069230769,110,0.846153846,0,0,0,0,0,0,0.9,100,0,21348.06696
BU06540901,37,8,0.284615385,0.061538462,113,0.869230769,0,0,0,0,0,0,0.9,100,0,5523.876779
BU06540902,45,8,0.346153846,0.061538462,113,0.869230769,0,0,0,0,0,0,0.9,100,0,11525.52891
BU06540903,27,1,0.207692308,0.007692308,1145,8.807692308,0,0,0,0,0,0,0.9,100,0,1117.084804
BU06541001,43,8,0.330769231,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,3612.544242
BU06541002,51,7,0.392307692,0.053846154,312,2.4,0,0,0,0,0,0,0.9,100,0,12462.37455
BU06541101,44,8,0.338461538,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,3176.583486
BU06541102,41,6,0.315384615,0.046153846,317,2.438461538,0,0,0,0,0,0,0.9,100,0,11538.69848
BU06541201,40,8,0.307692308,0.061538462,213,1.638461538,0,0,0,0,0,0,0.9,100,0,6029.616817
BU06541202,56,9,0.430769231,0.069230769,110,0.846153846,0,0,0,0,0,0,0.9,100,0,18933.24657
BU06541301,35,8,0.269230769,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,19966.40873
BU06541302,25,3,0.192307692,0.023076923,326,2.507692308,0,0,0,0,0,0,0.9,100,0,15469.35505
BU06541401,44,9,0.338461538,0.069230769,110,0.846153846,0,0,0,0,0,0,0.9,100,0,3836.355734
BU06541402,47,8,0.361538462,0.061538462,110,0.846153846,0,0,0,0,0,0,0.9,100,0,10390.61648
BU06541501,37,8,0.284615385,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,9687.261785
BU06541502,51,8,0.392307692,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,13720.86074
BU06640101,0,0,0,0,0,0,0,0,0,0,0,0,0.9,100,0,12397.21034
BU06640102,33,6,0.253846154,0.046153846,216,1.661538462,0,0,0,0,0,0,0.9,100,0,29933.62994
BU06640103,0,0,0,0,0,0,0,0,0,0,0,0,0.9,100,0,18857.52396
BU06640104,29,5,0.223076923,0.038461538,428,3.292307692,0,0,0,0,0,0,0.9,100,0,16599.39686
BU06640105,28,7,0.215384615,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,25020.94477
BU06640106,35,7,0.269230769,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,7901.279372
BU06640107,0,0,0,0,0,0,0,0,0,0,0,0,0.9,100,0,22756.37516
BU06640108,22,5,0.169230769,0.038461538,223,1.715384615,0,0,0,0,0,0,0.9,100,0,3912.093048
BU06640109,46,10,0.353846154,0.076923077,110,0.846153846,0,0,0,0,0,0,0.9,100,0,7943.995306
BU06640110,31,7,0.238461538,0.053846154,217,1.669230769,0,0,0,0,0,0,0.9,100,0,8326.125103
BU06640111,0,0,0,0,0,0,0,0,0,0,0,0,0.9,100,0,31.08507374
BU06640220,38,8,0.292307692,0.061538462,113,0.869230769,0,0,0,0,0,0,0.9,100,0,5040.91162
BU06640229,38,6,0.292307692,0.046153846,1516,11.66153846,0,0,0,0,0,0,0.9,100,0,3462.779056
BU06640330,40,8,0.307692308,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,10159.26383
BU06640331,30,7,0.230769231,0.053846154,216,1.661538462,0,0,0,0,0,0,0.9,100,0,8700.547123
BU06640338,38,9,0.292307692,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5743.538878
BU06640339,55,9,0.423076923,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1501.00354
BU06640440,38,9,0.292307692,0.069230769,111,0.853846154,0,0,0,0,0,0,0.9,100,0,2628.141896
BU06640449,50,9,0.384615385,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,7704.012663
BU06640550,39,8,0.3,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,7063.070038
BU06640551,43,5,0.330769231,0.038461538,215,1.653846154,0,0,0,0,0,0,0.9,100,0,6573.91506
BU06640559,49,9,0.376923077,0.069230769,113,0.869230769,0,0,0,0,0,0,0.9,100,0,6044.173108
BU06640660,40,6,0.307692308,0.046153846,215,1.653846154,0,0,0,0,0,0,0.9,100,0,3935.353648
BU06640770,41,8,0.315384615,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,9306.043556
BU06640778,52,9,0.4,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4847.277444
BU06640779,29,6,0.223076923,0.046153846,1912,14.70769231,0,0,0,0,0,0,0.9,100,0,4613.471747
BU06640880,37,8,0.284615385,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,9607.965369
BU06640889,44,7,0.338461538,0.053846154,516,3.969230769,0,0,0,0,0,0,0.9,100,0,35812.01408
BU06640990,43,9,0.330769231,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1552.771533
BU06770101,38,6,0.292307692,0.046153846,322,2.476923077,0,0,0,0,0,0,0.9,100,0,7140.295272
BU06770102,36,7,0.276923077,0.053846154,13,0.1,0,0,0,0,0,0,0.9,100,0,7953.083795
BU06770103,33,8,0.253846154,0.061538462,110,0.846153846,0,0,0,0,0,0,0.9,100,0,8746.55311
BU06770104,34,8,0.261538462,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,6769.348476
BU06770105,46,8,0.353846154,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,8039.372647
BU06770106,49,7,0.376923077,0.053846154,316,2.430769231,0,0,0,0,0,0,0.9,100,0,6693.365813
BU06770107,36,9,0.276923077,0.069230769,11,0.084615385,0,0,0,0,0,0,0.9,100,0,6970.165039
BU06770108,31,8,0.238461538,0.061538462,113,0.869230769,0,0,0,0,0,0,0.9,100,0,7749.617229
BU06770109,35,3,0.269230769,0.023076923,649,4.992307692,0,0,0,0,0,0,0.9,100,0,3059.485305
BU06770110,30,1,0.230769231,0.007692308,526,4.046153846,0,0,0,0,0,0,0.9,100,0,6767.315195
BU06770111,53,7,0.407692308,0.053846154,422,3.246153846,0,0,0,0,0,0,0.9,100,0,23418.91492
BU06770201,38,9,0.292307692,0.069230769,11,0.084615385,0,0,0,0,0,0,0.9,100,0,8392.649342
BU06770202,36,8,0.276923077,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,7116.295241
BU06770203,50,8,0.384615385,0.061538462,114,0.876923077,0,0,0,0,0,0,0.9,100,0,3936.639784
BU06770204,41,10,0.315384615,0.076923077,9,0.069230769,0,0,0,0,0,0,0.9,100,0,1219.596567
BU06770301,44,9,0.338461538,0.069230769,111,0.853846154,0,0,0,0,0,0,0.9,100,0,9907.458768
BU06770302,48,9,0.369230769,0.069230769,211,1.623076923,0,0,0,0,0,0,0.9,100,0,4470.217577
BU06770303,55,8,0.423076923,0.061538462,613,4.715384615,0,0,0,0,0,0,0.9,100,0,2693.724027
BU06770401,45,8,0.346153846,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,4566.078163
BU06770402,49,8,0.376923077,0.061538462,411,3.161538462,0,0,0,0,0,0,0.9,100,0,1227.950442
BU06770403,54,9,0.415384615,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,17075.49102
BU06770501,50,8,0.384615385,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,8329.553576
BU06770502,57,9,0.438461538,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3926.856589
BU06770601,45,8,0.346153846,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,5683.878706
BU06770602,57,8,0.438461538,0.061538462,415,3.192307692,0,0,0,0,0,0,0.9,100,0,5039.003685
BU06770701,48,8,0.369230769,0.061538462,119,0.915384615,0,0,0,0,0,0,0.9,100,0,4614.578752
BU06770702,31,3,0.238461538,0.023076923,1245,9.576923077,0,0,0,0,0,0,0.9,100,0,534.1816565
BU06770801,36,8,0.276923077,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3944.353034
BU06770802,36,8,0.276923077,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,7021.334533
BU06770803,43,7,0.330769231,0.053846154,215,1.653846154,0,0,0,0,0,0,0.9,100,0,7584.800486
BU06770804,40,5,0.307692308,0.038461538,321,2.469230769,0,0,0,0,0,0,0.9,100,0,1989.570201
BU06770805,53,9,0.407692308,0.069230769,11,0.084615385,0,0,0,0,0,0,0.9,100,0,13121.25141
BU06770901,47,9,0.361538462,0.069230769,111,0.853846154,0,0,0,0,0,0,0.9,100,0,2686.111831
BU06770902,53,9,0.407692308,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5355.067511
BU06771001,47,9,0.361538462,0.069230769,211,1.623076923,0,0,0,0,0,0,0.9,100,0,2336.256186
