neighbourhood_code,space_heating_demand_per_house,hot_water_demand_per_house,space_heating_demand_per_m2_utility,hot_water_demand_per_m2_utility,electricity_demand_per_house,electricity_demand_per_m2_utility,share_of_houses_demolished,number_of_new_apartments,number_of_new_terraced_houses,number_of_new_detached_houses,number_of_new_semi_detached_houses,number_of_new_houses_unknown_type,epi_of_new_houses,size_of_new_houses,existing_heat_network_share,trace_length
BU05050905,31,8,0.238461538,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,3525.130418
BU05050906,27,7,0.207692308,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,7135.78526
BU05050907,26,7,0.2,0.053846154,110,0.846153846,0,0,0,0,0,0,0.9,100,0,5159.841751
BU05050908,29,7,0.223076923,0.053846154,110,0.846153846,0,0,0,0,0,0,0.9,100,0,7274.907372
BU05050909,30,8,0.230769231,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,10316.49821
BU05050910,21,8,0.161538462,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2974.864558
BU05051000,50,9,0.384615385,0.069230769,114,0.876923077,0,0,0,0,0,0,0.9,100,0,402.0092743
BU05051001,33,3,0.253846154,0.023076923,743,5.715384615,0,0,0,0,0,0,0.9,100,0,2861.120157
BU05051002,37,8,0.284615385,0.061538462,211,1.623076923,0,0,0,0,0,0,0.9,100,0,2461.833128
BU05051003,28,2,0.215384615,0.015384615,1253,9.638461538,0,0,0,0,0,0,0.9,100,0,1684.263002
BU05051004,32,5,0.246153846,0.038461538,425,3.269230769,0,0,0,0,0,0,0.9,100,0,30.02322137
BU05051005,47,8,0.361538462,0.061538462,219,1.684615385,0,0,0,0,0,0,0.9,100,0,3.773359672
BU05051006,34,7,0.261538462,0.053846154,114,0.876923077,0,0,0,0,0,0,0.9,100,0,23008.48945
BU05051007,37,8,0.284615385,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,26691.3976
BU05051008,38,2,0.292307692,0.015384615,1550,11.92307692,0,0,0,0,0,0,0.9,100,0,418.3655706
BU05051009,34,1,0.261538462,0.007692308,1151,8.853846154,0,0,0,0,0,0,0.9,100,0,1758.292404
BU05051010,31,4,0.238461538,0.030769231,532,4.092307692,0,0,0,0,0,0,0.9,100,0,818.1347192
BU05051011,37,9,0.284615385,0.069230769,9,0.069230769,0,0,0,0,0,0,0.9,100,0,8165.554588
BU05051012,52,9,0.4,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2270.876513
BU05051013,52,4,0.4,0.030769231,1132,8.707692308,0,0,0,0,0,0,0.9,100,0,4441.475398
BU05051100,28,6,0.215384615,0.046153846,112,0.861538462,0,0,0,0,0,0,0.9,100,0,4552.115883
BU05051101,26,7,0.2,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,6211.906455
BU05051102,25,8,0.192307692,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4376.029654
BU05051103,31,8,0.238461538,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4271.208027
BU05051104,39,1,0.3,0.007692308,1154,8.876923077,0,0,0,0,0,0,0.9,100,0,857.072974
BU05051105,24,6,0.184615385,0.046153846,113,0.869230769,0,0,0,0,0,0,0.9,100,0,8238.708371
BU05051106,30,8,0.230769231,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,6493.718684
BU05051107,28,7,0.215384615,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2040.648677
BU05051108,29,7,0.223076923,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,2837.207182
BU05051109,25,7,0.192307692,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,9972.907565
BU05051110,29,8,0.223076923,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4944.961315
BU05051111,29,8,0.223076923,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5761.454308
BU05051112,6,0,0.046153846,0,1259,9.684615385,0,0,0,0,0,0,0.9,100,0,0
BU05051900,39,6,0.3,0.046153846,321,2.469230769,0,0,0,0,0,0,0.9,100,0,2406.611665
BU05051901,28,1,0.215384615,0.007692308,943,7.253846154,0,0,0,0,0,0,0.9,100,0,1340.070769
BU05051902,43,1,0.330769231,0.007692308,572,4.4,0,0,0,0,0,0,0.9,100,0,553.7596373
BU05051903,36,1,0.276923077,0.007692308,762,5.861538462,0,0,0,0,0,0,0.9,100,0,3193.335981
BU05051904,20,0,0.153846154,0,672,5.169230769,0,0,0,0,0,0,0.9,100,0,1974.095875
BU05051905,45,1,0.346153846,0.007692308,956,7.353846154,0,0,0,0,0,0,0.9,100,0,6256.853856
BU05051906,37,0,0.284615385,0,1259,9.684615385,0,0,0,0,0,0,0.9,100,0,763.4753795
BU05051907,32,0,0.246153846,0,947,7.284615385,0,0,0,0,0,0,0.9,100,0,5597.46494
BU05051909,43,9,0.330769231,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,995.0718548
BU05051910,27,1,0.207692308,0.007692308,318,2.446153846,0,0,0,0,0,0,0.9,100,0,10463.84683
BU05051911,29,1,0.223076923,0.007692308,1242,9.553846154,0,0,0,0,0,0,0.9,100,0,2609.519166
BU05051912,51,1,0.392307692,0.007692308,1153,8.869230769,0,0,0,0,0,0,0.9,100,0,656.0244317
BU05051913,81,4,0.623076923,0.030769231,2321,17.85384615,0,0,0,0,0,0,0.9,100,0,2021.68887
BU05051914,43,2,0.330769231,0.015384615,1638,12.6,0,0,0,0,0,0,0.9,100,0,2229.006217
BU05051915,39,9,0.3,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3078.330858
BU05051916,35,1,0.269230769,0.007692308,1156,8.892307692,0,0,0,0,0,0,0.9,100,0,4177.898981
BU05051917,21,1,0.161538462,0.007692308,536,4.123076923,0,0,0,0,0,0,0.9,100,0,11227.04107
BU05051918,40,6,0.307692308,0.046153846,113,0.869230769,0,0,0,0,0,0,0.9,100,0,744.1727957
BU05051919,48,10,0.369230769,0.076923077,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1996.553679
BU05059800,37,5,0.284615385,0.038461538,1326,10.2,0,0,0,0,0,0,0.9,100,0,1747.801212
BU05059801,28,1,0.215384615,0.007692308,1356,10.43076923,0,0,0,0,0,0,0.9,100,0,1930.427566
BU05059804,40,7,0.307692308,0.053846154,421,3.238461538,0,0,0,0,0,0,0.9,100,0,23622.1156
BU05059805,50,7,0.384615385,0.053846154,322,2.476923077,0,0,0,0,0,0,0.9,100,0,3996.402825
BU05120101,32,7,0.246153846,0.053846154,213,1.638461538,0,0,0,0,0,0,0.9,100,0,6370.075248
BU05120102,35,5,0.269230769,0.038461538,322,2.476923077,0,0,0,0,0,0,0.9,100,0,12081.94157
BU05120200,36,7,0.276923077,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,7539.71736
BU05120300,26,6,0.2,0.046153846,219,1.684615385,0,0,0,0,0,0,0.9,100,0,12912.38614
BU05120403,32,7,0.246153846,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,16791.26348
BU05120404,32,7,0.246153846,0.053846154,114,0.876923077,0,0,0,0,0,0,0.9,100,0,11506.11462
BU05120500,29,6,0.223076923,0.046153846,112,0.861538462,0,0,0,0,0,0,0.9,100,0,9852.261183
BU05120600,30,5,0.230769231,0.038461538,218,1.676923077,0,0,0,0,0,0,0.9,100,0,13504.07769
BU05120700,33,2,0.253846154,0.015384615,947,7.284615385,0,0,0,0,0,0,0.9,100,0,6743.078485
BU05120800,30,1,0.230769231,0.007692308,753,5.792307692,0,0,0,0,0,0,0.9,100,0,4915.594338
BU05120900,16,1,0.123076923,0.007692308,318,2.446153846,0,0,0,0,0,0,0.9,100,0,2930.105306
BU05121000,29,1,0.223076923,0.007692308,1354,10.41538462,0,0,0,0,0,0,0.9,100,0,2413.829009
BU05121105,29,8,0.223076923,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,9791.494696
BU05121106,28,7,0.215384615,0.053846154,115,0.884615385,0,0,0,0,0,0,0.9,100,0,11990.35102
BU05121107,26,7,0.2,0.053846154,117,0.9,0,0,0,0,0,0,0.9,100,0,11010.50367
BU05121108,36,7,0.276923077,0.053846154,13,0.1,0,0,0,0,0,0,0.9,100,0,5988.062703
BU05121200,45,7,0.346153846,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,6965.112811
BU05121300,20,7,0.153846154,0.053846154,14,0.107692308,0,0,0,0,0,0,0.9,100,0,6484.50414
BU05121409,32,2,0.246153846,0.015384615,852,6.553846154,0,0,0,0,0,0,0.9,100,0,2885.719229
BU05121410,28,1,0.215384615,0.007692308,640,4.923076923,0,0,0,0,0,0,0.9,100,0,3644.230438
BU05121411,49,2,0.376923077,0.015384615,1423,10.94615385,0,0,0,0,0,0,0.9,100,0,5067.673734
BU05121500,28,1,0.215384615,0.007692308,738,5.676923077,0,0,0,0,0,0,0.9,100,0,4363.234403
BU05121600,22,1,0.169230769,0.007692308,223,1.715384615,0,0,0,0,0,0,0.9,100,0,2365.360641
BU05121700,60,9,0.461538462,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1323.465217
BU05121800,49,9,0.376923077,0.069230769,114,0.876923077,0,0,0,0,0,0,0.9,100,0,881.9027523
BU05121900,18,2,0.138461538,0.015384615,949,7.3,0,0,0,0,0,0,0.9,100,0,363.9392131
BU05122000,80,4,0.615384615,0.030769231,738,5.676923077,0,0,0,0,0,0,0.9,100,0,711.4592262
BU05122100,50,8,0.384615385,0.061538462,9,0.069230769,0,0,0,0,0,0,0.9,100,0,65.8005987
BU05130100,34,5,0.261538462,0.038461538,328,2.523076923,0,0,0,0,0,0,0.9,100,0,4733.469011
BU05130101,42,6,0.323076923,0.046153846,317,2.438461538,0,0,0,0,0,0,0.9,100,0,5131.180311
BU05130102,42,6,0.323076923,0.046153846,318,2.446153846,0,0,0,0,0,0,0.9,100,0,4476.469225
BU05130103,29,6,0.223076923,0.046153846,316,2.430769231,0,0,0,0,0,0,0.9,100,0,6438.69879
BU05130104,34,5,0.261538462,0.038461538,321,2.469230769,0,0,0,0,0,0,0.9,100,0,7852.205578
BU05130105,31,1,0.238461538,0.007692308,944,7.261538462,0,0,0,0,0,0,0.9,100,0,4225.898216
BU05130200,29,7,0.223076923,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,19418.85734
BU05130201,29,7,0.223076923,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,11162.87808
BU05130202,35,2,0.269230769,0.015384615,436,3.353846154,0,0,0,0,0,0,0.9,100,0,4936.818309
BU05130203,66,3,0.507692308,0.023076923,739,5.684615385,0,0,0,0,0,0,0.9,100,0,2510.963734
BU05130204,29,7,0.223076923,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,2725.346857
BU05130300,35,4,0.269230769,0.030769231,322,2.476923077,0,0,0,0,0,0,0.9,100,0,6636.263162
BU05130301,35,7,0.269230769,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,14288.04898
BU05130302,30,8,0.230769231,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,9254.025591
BU05130303,58,6,0.446153846,0.046153846,823,6.330769231,0,0,0,0,0,0,0.9,100,0,1611.283946
BU05130304,34,1,0.261538462,0.007692308,844,6.492307692,0,0,0,0,0,0,0.9,100,0,12647.43033
BU05130305,35,8,0.269230769,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,2776.277241
BU05130400,22,5,0.169230769,0.038461538,115,0.884615385,0,0,0,0,0,0,0.9,100,0,7002.597253
BU05130401,30,8,0.230769231,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4535.890535
BU05130402,35,7,0.269230769,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5780.896357
BU05130403,33,8,0.253846154,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,13493.36468
BU05130404,34,8,0.261538462,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4480.30604
BU05130405,42,9,0.323076923,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1472.315463
BU05130406,31,4,0.238461538,0.030769231,218,1.676923077,0,0,0,0,0,0,0.9,100,0,5702.955139
BU05130407,28,8,0.215384615,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,4387.732689
BU05130500,31,6,0.238461538,0.046153846,114,0.876923077,0,0,0,0,0,0,0.9,100,0,20450.99252
BU05130501,30,7,0.230769231,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,1851.253142
BU05130502,38,8,0.292307692,0.061538462,12,0.092307692,0,0,0,0,0,0,0.9,100,0,1991.712974
BU05130503,24,7,0.184615385,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,3342.963644
BU05130504,28,8,0.215384615,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,6855.806975
BU05130505,24,7,0.184615385,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,3414.618588
BU05130509,34,2,0.261538462,0.015384615,1248,9.6,0,0,0,0,0,0,0.9,100,0,2095.347674
BU05130600,23,6,0.176923077,0.046153846,215,1.653846154,0,0,0,0,0,0,0.9,100,0,6732.441584
BU05130601,32,6,0.246153846,0.046153846,115,0.884615385,0,0,0,0,0,0,0.9,100,0,5574.833114
BU05130602,43,8,0.330769231,0.061538462,13,0.1,0,0,0,0,0,0,0.9,100,0,3107.177602
BU05130603,33,6,0.253846154,0.046153846,214,1.646153846,0,0,0,0,0,0,0.9,100,0,8613.121275
BU05130604,35,7,0.269230769,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,13381.10527
BU05130700,29,6,0.223076923,0.046153846,9,0.069230769,0,0,0,0,0,0,0.9,100,0,4136.055806
BU05130701,27,7,0.207692308,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,9362.164971
BU05130702,30,7,0.230769231,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,11469.37415
BU05130703,30,8,0.230769231,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3235.242255
BU05130704,25,7,0.192307692,0.053846154,12,0.092307692,0,0,0,0,0,0,0.9,100,0,4750.90261
BU05130705,25,6,0.192307692,0.046153846,112,0.861538462,0,0,0,0,0,0,0.9,100,0,2908.235645
BU05130800,33,5,0.253846154,0.038461538,215,1.653846154,0,0,0,0,0,0,0.9,100,0,3771.706811
BU05130809,56,6,0.430769231,0.046153846,518,3.984615385,0,0,0,0,0,0,0.9,100,0,1654.484418
BU05130900,31,1,0.238461538,0.007692308,846,6.507692308,0,0,0,0,0,0,0.9,100,0,4278.740605
BU05130901,49,5,0.376923077,0.038461538,532,4.092307692,0,0,0,0,0,0,0.9,100,0,733.2121112
BU05130902,40,6,0.307692308,0.046153846,1119,8.607692308,0,0,0,0,0,0,0.9,100,0,673.9390763
BU05130903,20,8,0.153846154,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4113.520446
BU05130904,16,7,0.123076923,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1930.429275
BU05130909,70,6,0.538461538,0.046153846,425,3.269230769,0,0,0,0,0,0,0.9,100,0,919.1300234
BU05180170,94,1,0.723076923,0.007692308,1357,10.43846154,0,0,0,0,0,0,0.9,100,100,2362.286683
BU05180271,40,5,0.307692308,0.038461538,420,3.230769231,0,0,0,0,0,0,0.9,100,0,24664.18369
BU05180373,38,6,0.292307692,0.046153846,217,1.669230769,0,0,0,0,0,0,0.9,100,0,5798.81129
BU05180374,36,3,0.276923077,0.023076923,940,7.230769231,0,0,0,0,0,0,0.9,100,0,14564.04833
BU05180448,53,4,0.407692308,0.030769231,635,4.884615385,0,0,0,0,0,0,0.9,100,0,5771.722091
BU05180475,32,7,0.246153846,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,7720.292
BU05180476,33,5,0.253846154,0.038461538,113,0.869230769,0,0,0,0,0,0,0.9,100,0,11100.43319
BU05180477,52,6,0.4,0.046153846,219,1.684615385,0,0,0,0,0,0,0.9,100,0,12510.23526
BU05180478,54,4,0.415384615,0.030769231,632,4.861538462,0,0,0,0,0,0,0.9,100,0,8737.270274
BU05180479,45,6,0.346153846,0.046153846,218,1.676923077,0,0,0,0,0,0,0.9,100,0,7116.113806
BU05180546,45,5,0.346153846,0.038461538,321,2.469230769,0,0,0,0,0,0,0.9,100,0,19616.23807
BU05180605,48,4,0.369230769,0.030769231,624,4.8,0,0,0,0,0,0,0.9,100,0,7975.437636
BU05180701,31,6,0.238461538,0.046153846,114,0.876923077,0,0,0,0,0,0,0.9,100,0,6928.37472
BU05180702,25,5,0.192307692,0.038461538,420,3.230769231,0,0,0,0,0,0,0.9,100,0,12817.12575
BU05180703,33,6,0.253846154,0.046153846,415,3.192307692,0,0,0,0,0,0,0.9,100,0,14327.64044
BU05180704,31,6,0.238461538,0.046153846,114,0.876923077,0,0,0,0,0,0,0.9,100,0,9242.795431
BU05180772,35,6,0.269230769,0.046153846,314,2.415384615,0,0,0,0,0,0,0.9,100,0,5826.904582
BU05180800,22,7,0.169230769,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,9829.82785
BU05180907,39,6,0.3,0.046153846,216,1.661538462,0,0,0,0,0,0,0.9,100,0,28305.14182
BU05180908,29,7,0.223076923,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,11146.20207
BU05181041,60,3,0.461538462,0.023076923,1439,11.06923077,0,0,0,0,0,0,0.9,100,0,11479.90721
BU05181142,30,5,0.230769231,0.038461538,216,1.661538462,0,0,0,0,0,0,0.9,100,0,5630.418493
BU05181143,37,7,0.284615385,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,11781.0575
BU05181250,33,6,0.253846154,0.046153846,112,0.861538462,0,0,0,0,0,0,0.9,100,0,7190.908748
BU05181251,30,7,0.230769231,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,15874.38275
BU05181252,32,6,0.246153846,0.046153846,114,0.876923077,0,0,0,0,0,0,0.9,100,0,15583.32183
BU05181309,47,7,0.361538462,0.053846154,314,2.415384615,0,0,0,0,0,0,0.9,100,0,29754.62219
BU05181481,38,7,0.292307692,0.053846154,413,3.176923077,0,0,0,0,0,0,0.9,100,0,4173.837107
BU05181492,27,7,0.207692308,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,14638.23636
BU05181590,36,5,0.276923077,0.038461538,718,5.523076923,0,0,0,0,0,0,0.9,100,0,8869.837178
BU05181591,31,6,0.238461538,0.046153846,313,2.407692308,0,0,0,0,0,0,0.9,100,0,7480.417092
BU05181697,27,7,0.207692308,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,32714.14146
BU05181785,29,1,0.223076923,0.007692308,1151,8.853846154,0,0,0,0,0,0,0.9,100,0,13373.98615
BU05181786,24,7,0.184615385,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,6,38716.27728
BU05181795,24,6,0.184615385,0.046153846,112,0.861538462,0,0,0,0,0,0,0.9,100,0,14055.53264
BU05181806,25,5,0.192307692,0.038461538,110,0.846153846,0,0,0,0,0,0,0.9,100,0,5591.15077
BU05181840,22,7,0.169230769,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,20253.32286
BU05181882,32,5,0.246153846,0.038461538,219,1.684615385,0,0,0,0,0,0,0.9,100,0,5613.800027
BU05181893,30,7,0.230769231,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3983.449438
BU05181894,25,5,0.192307692,0.038461538,113,0.869230769,0,0,0,0,0,0,0.9,100,0,6919.060798
BU05181953,34,7,0.261538462,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,13857.04331
BU05181983,31,7,0.238461538,0.053846154,110,0.846153846,0,0,0,0,0,0,0.9,100,0,8037.744407
BU05182054,28,7,0.215384615,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,12610.75009
BU05182055,29,7,0.223076923,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,22790.5262
BU05182110,24,6,0.184615385,0.046153846,213,1.638461538,0,0,0,0,0,0,0.9,100,0,15118.02079
BU05182144,30,7,0.230769231,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,13083.7997
BU05182245,33,6,0.253846154,0.046153846,217,1.669230769,0,0,0,0,0,0,0.9,100,0,22133.92121
BU05182347,54,4,0.415384615,0.030769231,729,5.607692308,0,0,0,0,0,0,0.9,100,0,8596.959378
BU05182449,40,3,0.307692308,0.023076923,736,5.661538462,0,0,0,0,0,0,0.9,100,0,3835.156834
BU05182561,23,6,0.176923077,0.046153846,114,0.876923077,0,0,0,0,0,0,0.9,100,0,11059.81173
BU05182567,27,6,0.207692308,0.046153846,113,0.869230769,0,0,0,0,0,0,0.9,100,0,8655.179531
BU05182568,50,7,0.384615385,0.053846154,713,5.484615385,0,0,0,0,0,0,0.9,100,0,6156.647643
BU05182569,28,6,0.215384615,0.046153846,215,1.653846154,0,0,0,0,0,0,0.9,100,0,18495.93332
BU05182664,37,2,0.284615385,0.015384615,841,6.469230769,0,0,0,0,0,0,0.9,100,50,7078.697868
BU05182665,39,3,0.3,0.023076923,735,5.653846154,0,0,0,0,0,0,0.9,100,13,12350.76987
BU05182666,29,6,0.223076923,0.046153846,114,0.876923077,0,0,0,0,0,0,0.9,100,0,19115.90939
BU05182718,24,6,0.184615385,0.046153846,216,1.661538462,0,0,0,0,0,0,0.9,100,0,10576.80305
BU05182762,41,5,0.315384615,0.038461538,421,3.238461538,0,0,0,0,0,0,0.9,100,0,1880.608345
BU05182763,28,4,0.215384615,0.030769231,631,4.853846154,0,0,0,0,0,0,0.9,100,21,9570.719397
BU05182811,32,5,0.246153846,0.038461538,421,3.238461538,0,0,0,0,0,0,0.9,100,20,14095.89491
BU05182812,68,3,0.523076923,0.023076923,1040,8,0,0,0,0,0,0,0.9,100,-99999999,14741.50548
BU05182813,37,3,0.284615385,0.023076923,838,6.446153846,0,0,0,0,0,0,0.9,100,59,8032.302014
BU05182814,29,5,0.223076923,0.038461538,427,3.284615385,0,0,0,0,0,0,0.9,100,0,17737.48975
BU05182915,21,6,0.161538462,0.046153846,113,0.869230769,0,0,0,0,0,0,0.9,100,0,24925.2856
BU05182916,20,6,0.153846154,0.046153846,112,0.861538462,0,0,0,0,0,0,0.9,100,0,16520.04643
BU05182917,20,7,0.153846154,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,12800.00433
BU05183032,22,7,0.169230769,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,6239.810335
BU05183033,22,6,0.169230769,0.046153846,115,0.884615385,0,0,0,0,0,0,0.9,100,0,8989.468788
BU05183034,25,6,0.192307692,0.046153846,113,0.869230769,0,0,0,0,0,0,0.9,100,0,12073.62969
BU05183130,25,7,0.192307692,0.053846154,110,0.846153846,0,0,0,0,0,0,0.9,100,0,10357.94584
BU05183131,30,7,0.230769231,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,6500.030864
BU05183135,28,7,0.215384615,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,12563.83057
BU05183284,34,6,0.261538462,0.046153846,113,0.869230769,0,0,0,0,0,0,0.9,100,20,28727.78974
BU05183387,23,7,0.176923077,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,18469.06304
BU05183396,23,6,0.176923077,0.046153846,113,0.869230769,0,0,0,0,0,0,0.9,100,0,18966.44606
BU05183398,23,7,0.176923077,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,23676.65042
BU05183399,28,5,0.215384615,0.038461538,216,1.661538462,0,0,0,0,0,0,0.9,100,0,7017.192921
BU05183480,22,6,0.169230769,0.046153846,113,0.869230769,0,0,0,0,0,0,0.9,100,0,11366.88723
BU05183488,23,6,0.176923077,0.046153846,113,0.869230769,0,0,0,0,0,0,0.9,100,15,16420.86415
BU05183489,21,6,0.161538462,0.046153846,116,0.892307692,0,0,0,0,0,0,0.9,100,0,15660.98004
BU05183536,36,3,0.276923077,0.023076923,1242,9.553846154,0,0,0,0,0,0,0.9,100,0,3698.356446
BU05183620,21,6,0.161538462,0.046153846,112,0.861538462,0,0,0,0,0,0,0.9,100,0,7668.841743
BU05183637,22,6,0.169230769,0.046153846,111,0.853846154,0,0,0,0,0,0,0.9,100,0,12798.6045
BU05183638,26,7,0.2,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,12168.90094
BU05183639,18,7,0.138461538,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,9893.250331
BU05183721,28,6,0.215384615,0.046153846,216,1.661538462,0,0,0,0,0,0,0.9,100,0,12742.11446
BU05183819,19,4,0.146153846,0.030769231,323,2.484615385,0,0,0,0,0,0,0.9,100,49,6717.029604
BU05183822,19,4,0.146153846,0.030769231,327,2.515384615,0,0,0,0,0,0,0.9,100,0,13536.77079
BU05183823,23,7,0.176923077,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,8483.253298
BU05183824,28,7,0.215384615,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,14417.97225
BU05183825,27,7,0.207692308,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,17839.73974
BU05183826,24,7,0.184615385,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,15591.62176
BU05183960,35,1,0.269230769,0.007692308,943,7.253846154,0,0,0,0,0,0,0.9,100,63,18115.45531
BU05184001,25,6,0.192307692,0.046153846,217,1.669230769,0,0,0,0,0,0,0.9,100,0,6360.563816
BU05184002,21,6,0.161538462,0.046153846,113,0.869230769,0,0,0,0,0,0,0.9,100,82,11467.17051
BU05184003,29,7,0.223076923,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,16585.80035
BU05184004,21,7,0.161538462,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,10662.40193
BU05184005,24,7,0.184615385,0.053846154,114,0.876923077,0,0,0,0,0,0,0.9,100,0,11795.3297
BU05184106,37,3,0.284615385,0.023076923,1047,8.053846154,0,0,0,0,0,0,0.9,100,0,11883.54608
BU05184107,32,1,0.246153846,0.007692308,1142,8.784615385,0,0,0,0,0,0,0.9,100,0,5191.413195
BU05184110,28,2,0.215384615,0.015384615,1050,8.076923077,0,0,0,0,0,0,0.9,100,0,2441.083189
BU05184208,36,7,0.276923077,0.053846154,116,0.892307692,0,0,0,0,0,0,0.9,100,98,850.3569832
BU05184209,9,0,0.069230769,0,1259,9.684615385,0,0,0,0,0,0,0.9,100,0,90.88545938
BU05184211,20,4,0.153846154,0.030769231,427,3.284615385,0,0,0,0,0,0,0.9,100,0,1344.685357
BU05184212,21,6,0.161538462,0.046153846,113,0.869230769,0,0,0,0,0,0,0.9,100,98,23.16866852
BU05184213,23,7,0.176923077,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,48,8738.638725
BU05184214,23,7,0.176923077,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,94,7358.656351
BU05184215,28,8,0.215384615,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,95,3938.615817
BU05184316,27,2,0.207692308,0.015384615,946,7.276923077,0,0,0,0,0,0,0.9,100,0,5736.534424
BU05184317,33,1,0.253846154,0.007692308,1354,10.41538462,0,0,0,0,0,0,0.9,100,0,18973.71167
BU05184418,23,7,0.176923077,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,13509.87892
BU05184419,23,5,0.176923077,0.038461538,321,2.469230769,0,0,0,0,0,0,0.9,100,0,13832.82126
