fid,neighbourhood_code,neighbourhood_name,adjacent_neighbourhoods,geo_coordinate_x,geo_coordinate_y,municipality_code,municipality_name
"125",BU00590109,Verspreide huizen Augustinusga,"BU00590009,BU00590202,BU00590103,BU00590208,BU00590107,BU00590005,BU00590108,BU00590007,BU00590207",206805.448539539,581746.378925547,GM0059,Achtkarspelen
"126",BU00590200,Surhuisterveen,"BU00590208,BU00590206",207168.999219361,577308.784698108,GM0059,Achtkarspelen
"127",BU00590201,Harkema,"BU00590208,BU00590108,BU00590207",204772.470959291,577899.22685432,GM0059,Achtkarspelen
"128",BU00590202,Surhuizum,"BU00590208,BU00590109",207856.868825753,580109.424704579,GM0059,Achtkarspelen
"129",BU00590203,Boelenslaan,BU00590209,205626.608383197,575196.510334766,GM0059,Achtkarspelen
"130",BU00590206,Verspreide huizen Surhuisterveen,"BU00590208,BU00590200,BU00590207,BU00590209",206306.322528583,576210.238711565,GM0059,Achtkarspelen
"131",BU00590207,Verspreide huizen Harkema,"BU00590208,BU00590109,BU00590108,BU00590206,BU00590201,BU00590209,BU07370708",204550.145672218,577969.811935113,GM0059,Achtkarspelen
"132",BU00590208,Verspreide huizen Surhuizum,"BU00590202,BU00590109,BU00590107,BU00590206,BU00590200,BU00590201,BU00590207",208695.852312129,580264.713364947,GM0059,Achtkarspelen
"133",BU00590209,Verspreide huizen Boelenslaan,"BU00590203,BU00590206,BU00590207,BU07370708",204881.547876034,575005.325759469,GM0059,Achtkarspelen
"134",BU00600000,Nes,BU00600008,180586.54959432,606600.533862099,GM0060,Ameland
"135",BU00600001,Buren,BU00600008,186647.962753718,607866.135172164,GM0060,Ameland
"136",BU00600002,Ballum,BU00600007,175112.825972067,606464.777050626,GM0060,Ameland
"137",BU00600003,Hollum,BU00600009,171891.71697626,605997.901219209,GM0060,Ameland
"138",BU00600007,Verspreide huizen Ballum,"BU00600002,BU00600008,BU00600009",175284.826155189,606640.329848985,GM0060,Ameland
"139",BU00600008,Verspreide huizen Nes,"BU00600000,BU00600001,BU00600007",179769.66401066,607206.361392271,GM0060,Ameland
"140",BU00600009,Verspreide huizen Hollum,"BU00600003,BU00600007",172045.672319154,606809.786394164,GM0060,Ameland
"141",BU00790000,Kollum,BU00790009,205883.045750836,588404.706952793,GM1970,Noardeast-Fryslân
"142",BU00790009,Verspreide huizen Kollum,"BU00790208,BU00580209,BU00580202,BU00790200,BU00790104,BU00790000,BU00790107,BU00790109,BU00790302,BU00590005",206144.012741473,589218.451029825,GM1970,Noardeast-Fryslân
"143",BU00790100,Burum,BU00790106,211147.372554155,587898.481475959,GM1970,Noardeast-Fryslân
"144",BU00790101,Kollumerpomp,BU00790107,208988.270734887,590980.079254907,GM1970,Noardeast-Fryslân
"145",BU00790102,Warfstermolen,"BU00790108,BU00790109",211344.473850138,590340.097007585,GM1970,Noardeast-Fryslân
"146",BU00790103,Munnekezijl,BU00790109,213999.612019264,591051.072347486,GM1970,Noardeast-Fryslân
"147",BU00790104,Augsbuurt,"BU00790106,BU00790009,BU00790107,BU00590005",208402.302166292,587683.777675325,GM1970,Noardeast-Fryslân
"148",BU00790106,Verspreide huizen Burum,"BU00790104,BU00790100,BU00790107,BU00790108,BU00590009,BU00590005",211118.328785541,587914.525519158,GM1970,Noardeast-Fryslân
"149",BU00790107,Verspreide huizen Kollumerpomp,"BU00790106,BU00790104,BU00790009,BU00790108,BU00790109,BU00790101",208671.748734872,591392.866051046,GM1970,Noardeast-Fryslân
"150",BU00790108,Verspreide huizen Warfstermolen,"BU00790106,BU00790107,BU00790109,BU00790102",210982.451879291,591786.24422008,GM1970,Noardeast-Fryslân
"151",BU00790109,Verspreide huizen Munnekezijl,"BU00790009,BU00790107,BU00790108,BU00790102,BU00790103",211916.196851774,593730.686428565,GM1970,Noardeast-Fryslân
"152",BU00790200,Oudwoude,"BU00790208,BU00790009",203903.534040824,588738.282749235,GM1970,Noardeast-Fryslân
"153",BU00790201,Triemen,"BU00790208,BU00790209,BU00790309,BU00790300,BU00790302",201837.812450166,587936.708703937,GM1970,Noardeast-Fryslân
"154",BU00790202,Westergeest,BU00790209,201386.651054541,589567.585306286,GM1970,Noardeast-Fryslân
"155",BU00790208,Verspreide huizen Oudwoude,"BU00580201,BU00790209,BU00580209,BU00580208,BU00790200,BU00790201,BU00790009,BU00790302",203549.324784405,590304.391210544,GM1970,Noardeast-Fryslân
"156",BU00790209,Verspreide huizen Westergeest,"BU18910108,BU00790208,BU00580208,BU00790202,BU00790201,BU00790309",201830.770079221,591187.156655398,GM1970,Noardeast-Fryslân
"157",BU00790300,Kollumerzwaag,"BU00790201,BU00790309,BU00790302,BU18910200,BU00590005,BU00590006,BU00590008",201339.450165182,586364.221135541,GM1970,Noardeast-Fryslân
"158",BU00790301,Zwagerbosch,"BU00790309,BU18910200,BU00590003",199094.392114761,584753.284560262,GM1970,Noardeast-Fryslân
"159",BU00790302,Veenklooster,"BU00790208,BU00790201,BU00790009,BU00790300,BU00590005",203483.772644922,586842.031916945,GM1970,Noardeast-Fryslân
"160",BU00790309,Verspreide huizen Kollumerzwaag,"BU18910108,BU00790209,BU00790201,BU00790300,BU18910200,BU18910208,BU00590006,BU00590008,BU00590003,BU00790301",200052.1950883,587092.586256833,GM1970,Noardeast-Fryslân
"161",BU00803702,De Groene Ster,"BU00803701,BU07370309,BU07370408,BU07370400,BU00803601",187706.237420477,580704.801256541,GM0080,Leeuwarden
"162",BU00880000,Schiermonnikoog,BU00880009,206422.690226181,610695.188149879,GM0088,Schiermonnikoog
"163",BU00880009,Verspreide huizen Schiermonnikoog,"BU00880000,BU00580508",210808.970329372,612060.172231367,GM0088,Schiermonnikoog
"164",BU02790000,Scherpenzeel,"BU02790008,BU03390009,BU02790009,BU03510011",161669.613231853,454744.160507838,GM0279,Scherpenzeel
"165",BU02790008,Verspreide huizen ten zuiden van Scherpenzeel,"BU03510012,BU02790000,BU03390009,BU03510011",161529.097704165,454097.811590639,GM0279,Scherpenzeel
"166",BU02790009,Verspreide huizen ten noorden van Scherpenzeel,"BU02790000,BU03390009,BU03510011",163230.82916686,456158.838037514,GM0279,Scherpenzeel
"167",BU03070100,Hof,"BU03070105,BU03070102,BU03070101,BU03070103,BU03070104,BU03070107",155162.505359064,463220.829948164,GM0307,Amersfoort
"168",BU03070101,Nieuwstraat,"BU03070105,BU03070102,BU03070100,BU03070103,BU03070106,BU03070104",155311.649221539,463063.282633598,GM0307,Amersfoort
"169",BU03070102,Mooierstraat,"BU03070105,BU03070101,BU03070100,BU03070103,BU03070106,BU03070107",155169.03374161,462912.72338952,GM0307,Amersfoort
"170",BU03070103,Lieve Vrouwekerkhof,"BU03070102,BU03070101,BU03070100,BU03070106,BU03070104,BU03070107",155004.513001889,463095.520965229,GM0307,Amersfoort
"171",BU03070104,Coninckstraat,"BU03070702,BU03070105,BU03070101,BU03070100,BU03070103,BU03070108,BU03070701,BU03070107",155306.934763838,463425.311336991,GM0307,Amersfoort
"172",BU03070105,Beestenmarkt,"BU03070702,BU03071400,BU03070102,BU03070101,BU03070100,BU03071500,BU03070106,BU03070104,BU03070701",155537.824489739,463114.726827176,GM0307,Amersfoort
"173",BU03070106,Gote Haag,"BU03070105,BU03070102,BU03070101,BU03070103,BU03071500,BU03070204,BU03070202,BU03070107",155087.011002816,462793.353819553,GM0307,Amersfoort
"174",BU03070107,Stadhuisplein,"BU03070102,BU03070100,BU03070103,BU03070106,BU03070401,BU03070603,BU03070108,BU03070104,BU03070202,BU03070200,BU03070307",154832.760147121,463146.423716822,GM0307,Amersfoort
"175",BU03070108,Schimmelpenninckstraat,"BU03070401,BU03070603,BU03070601,BU03070104,BU03070700,BU03070701,BU03070107",155001.045404569,463570.566039523,GM0307,Amersfoort
"176",BU03070200,Smallepad,"BU03070401,BU03070206,BU03070202,BU03070107,BU03070307,BU03071801,BU03070500",154531.123765765,463000.186925812,GM0307,Amersfoort
"177",BU03070202,Snouckaertlaan,"BU03070106,BU03070205,BU03070204,BU03070206,BU03070200,BU03070107",154643.968849903,462851.941495964,GM0307,Amersfoort
"178",BU03070204,Zonnehof,"BU03071500,BU03070106,BU03070205,BU03071502,BU03070206,BU03070202",154797.815034814,462648.003491836,GM0307,Amersfoort
