code,name,geo_coordinate,number_of_house_equivalents_residences,number_of_house_equivalents_utility,m2_of_utility,total_heat_demand_of_residences,total_heat_demand_of_utility,total_electricity_demand_of_residences,total_electricity_demand_of_utility,geothermal_available,teo_available,ht_sources_available,lt_sources_available,preference_W_MTHT,preference_H,preference_E,elegible_W_LT,force_heat_network
BU00590109,Verspreide huizen Augustinusga,"[206805.448298274, 581746.3785189621]",70.0,4.133900000000001,617.0,4830.0,327.48461552699996,7700.0,522.076922982,True,True,['HTHP0099'],[],0.0,0.8908353548234796,0.10916464517652028,False,False
BU00590200,Surhuisterveen,"[207168.99896105603, 577308.784190727]",2677,573.3726,85578.0,131173,32256.323083506002,315886,77678.492334024,True,False,['HTHP0099'],[],0.22196791292829116,0.6233957065142142,0.15463638055749465,False,False
BU00590201,Harkema,"[204772.470702889, 577899.226414025]",1677.0,127.501,19030.0,90558.0,7904.769242479999,189501.0,16541.46153407,True,False,['HTHP0099'],[],0.13419927041226878,0.7244368327315687,0.14136389685616263,False,False
BU00590202,Surhuizum,"[207856.868562072, 580109.424201921]",362.0,19.3831,2893.0,20996.0,1290.723079371,3982.0,244.792308805,True,False,['HTHP0099'],[],0.12197762250045009,0.801972566363054,0.0760498111364959,False,False
BU00590203,Boelenslaan,"[205626.60811946398, 575196.509839554]",318.0,12.8439,1917.0,17172.0,796.2923088719999,3498.0,162.207693045,False,False,['HTHP0099'],[],0.12474842767295598,0.7241194968553459,0.15113207547169813,False,False
BU00590206,Verspreide huizen Surhuisterveen,"[206306.322317475, 576210.23824508]",161.0,19.182100000000002,2863.0,7567.0,1035.084613843,18676.0,2554.6769221960003,True,False,['HTHP0099'],[],0.0,0.5162736940361204,0.48372630596387967,False,False
BU00590207,Verspreide huizen Harkema,"[204550.14539918103, 577969.811504854]",102.0,6.2243,929.0,6324.0,443.061538533,1326.0,92.9,True,False,['HTHP0099'],[],0.0,0.7876594544986947,0.2123405455013054,False,False
BU00590208,Verspreide huizen Surhuizum,"[208695.85193269898, 580264.712692127]",148.0,1.1859,177.0,10656.0,98.030769258,1480.0,13.615384629000001,True,False,['HTHP0099'],[],0.009054054054054055,0.8873648648648649,0.10358108108108109,False,False
BU00590209,Verspreide huizen Boelenslaan,"[204881.54770467101, 575005.325253361]",186.0,4.5962000000000005,686.0,13020.0,369.384615068,2046.0,58.04615411,True,False,['HTHP0099'],[],0.0,0.8567953737421226,0.14320462625787736,False,False
BU00600000,Nes,"[180586.549341977, 606600.533364568]",563.0,207.6129,30987.0,29839.0,12633.161547996002,179034.0,75798.96922600201,False,True,[],[],0.15121275648969962,0.696204866734064,0.15258237677623634,False,False
BU00600001,Buren,"[186350.014587337, 607853.57773907]",308.0,539.8793000000001,80579.0,16940.0,34091.115378417,312312.0,628516.2,False,True,[],[],0.09663724878804585,0.5823574724984878,0.32100527871346635,False,False
BU00600002,Ballum,"[175112.82575391402, 606464.776580138]",173.0,73.9747,11041.0,10899.0,5350.638465785,72141.0,35416.130772628,False,False,[],[],0.1467919215727518,0.6555321070863939,0.19767597134085424,False,False
BU00600003,Hollum,"[171891.716741204, 605997.900715893]",603.0,176.0693,26279.0,33165.0,11118.038459517,190548.0,63878.18462144899,False,False,[],[],0.15190893650512496,0.7549350432141669,0.09315602028070816,False,False
BU00600007,Verspreide huizen Ballum,"[175287.25874670802, 606877.544614137]",28.0,204.752,30560.0,1736.0,14574.769233120001,36960.0,310301.538344,False,True,[],[],0.11476867167892427,0.689866332496266,0.19536499582480965,False,False
BU00600008,Verspreide huizen Nes,"[179731.658969007, 607261.279907236]",29.0,292.2205,43615.0,1595.0,18452.499996645,41035.0,474732.4997987,False,True,[],[],0.31797324193057214,0.49051118315876957,0.19151557491065824,False,False
BU00600009,Verspreide huizen Hollum,"[171981.276230918, 606821.510846443]",27.0,337.5661,50383.0,1404.0,20153.2,40851.0,586380.60776982,False,True,[],[],0.09381941996177609,0.5450740458975295,0.3611065341406944,False,False
BU00880000,Schiermonnikoog,"[206422.689898488, 610695.187654481]",550.0,240.1347,35841.0,30800.0,15439.200008271002,282700.0,141709.800005514,False,True,[],[],0.1446933979496173,0.6973546877434358,0.15795191430694694,False,False
BU00880009,Verspreide huizen Schiermonnikoog,"[210915.908870349, 612123.841875658]",35.0,271.0954,40462.0,2345.0,20853.49229213,45955.0,408666.2,True,True,[],[],0.10001142552569879,0.608319495760063,0.29166907871423825,False,False
BU02790000,Scherpenzeel,"[161669.612980469, 454744.16004700004]",3685,550.5323,82169.0,147400,25282.769256052,427460,73320.03074394801,False,True,['HTHP0102'],[],0.19201584450064865,0.5698048966255422,0.238179258873809,False,False
BU02790008,Verspreide huizen ten zuiden van Scherpenzeel,"[161529.097613547, 454097.811101775]",89.0,16.6294,2482.0,3560.0,763.692308456,10057.0,2157.430768658,False,True,['HTHP0102'],[],0.012660391417378297,0.3619549217908675,0.6253846867917541,False,False
BU02790009,Verspreide huizen ten noorden van Scherpenzeel,"[163230.829027736, 456158.837567815]",228,103.113,15390.0,10944,5682.4615349099995,139536,72451.38462012,False,True,['HTHP0102'],['LTHP0329'],0.0,0.39047853966355095,0.609521460336449,False,False
BU03070100,Hof,"[155162.505136913, 463220.82957819]",388.0,347.2007,51821.0,27160.0,27903.615412518997,245216.0,251929.78463930197,False,True,"['HTHP0007', 'HTHP0008']",[],0.8445155431818963,0.14380097377372347,0.011683483044380305,False,False
BU03070101,Nieuwstraat,"[155311.64900027, 463063.28227586]",253.0,94.2154,14062.0,11891.0,5083.953838582001,56925.0,24338.076926322,False,True,"['HTHP0007', 'HTHP0008']",[],0.5464786703040887,0.35552093437187904,0.09800039532403221,False,False
BU03070102,Mooierstraat,"[155169.033485417, 462912.723021534]",100.0,77.2778,11534.0,4800.0,4258.707689645999,43800.0,38860.707689646,False,True,"['HTHP0007', 'HTHP0008']",[],0.495645,0.5012199999999998,0.0031349999999999993,False,False
BU03070103,Lieve Vrouwekerkhof,"[155004.512807314, 463095.520631676]",290.0,108.7812,16236.0,12470.0,5370.369234516,121800.0,52454.769234516,False,True,"['HTHP0007', 'HTHP0008']",[],0.5306705940098412,0.45383672602848624,0.015492679961672522,False,False
BU03070104,Coninckstraat,"[155306.934545433, 463425.310969038]",757.0,177.2887,26461.0,32551.0,8752.484621491,239969.0,64524.13075701801,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.6035873767712543,0.36082019480722227,0.03559242842152346,False,False
BU03070105,Beestenmarkt,"[155537.824287917, 463114.72649598797]",642.0,71.36840000000001,10652.0,19260.0,2458.15383796,141240.0,18026.461535184,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.4302549198597192,0.49313388190637264,0.0766111982339082,False,False
BU03070106,Grote Haag,"[155087.010769016, 462793.353450832]",306.0,222.6611,33233.0,12240.0,10225.538471764,133110.0,111202.73076411801,False,True,"['HTHP0007', 'HTHP0008']",[],0.39791284545349903,0.36878332804151404,0.23330382650498693,False,False
BU03070107,Stadhuisplein,"[154832.759959391, 463146.423386281]",310.0,605.3048,90344.0,16430.0,36832.553873952,230330.0,516350.70765755995,False,True,"['HTHP0007', 'HTHP0008']",[],0.6886337870044549,0.17949459546547358,0.1318716175300715,False,False
BU03070108,Schimmelpenninckstraat,"[155001.045193599, 463570.565674941]",181.0,28.2807,4221.0,7783.0,1396.1769240509998,21539.0,3863.838459915,False,True,"['HTHP0007', 'HTHP0008']",[],0.6399972375690608,0.3600027624309392,0.0,False,False
BU03070200,Smallepad,"[154531.123561986, 463000.186566229]",305.0,703.8953,105059.0,9150.0,24244.384639629003,258640.0,685307.938453457,False,True,"['HTHP0007', 'HTHP0008']",[],0.2925660670531029,0.3043222051622853,0.40311172778461174,False,False
BU03070202,Snouckaertlaan,"[154643.96864926402, 462851.94116967]",285.0,220.61090000000002,32927.0,12540.0,11144.523094653001,179550.0,159569.307687242,False,True,"['HTHP0007', 'HTHP0008']",[],0.3846190986792085,0.4180733154647828,0.19730758585600858,False,False
BU03070204,Zonnehof,"[154797.814804104, 462648.003104935]",148.0,175.84820000000002,26246.0,8584.0,11709.753842116,94128.0,128403.507684232,False,True,"['HTHP0007', 'HTHP0008']",[],0.6061692858177008,0.3703415238638239,0.02348919031847533,False,False
BU03070205,Weltevreden,"[154696.337242515, 462482.32875712204]",173.0,20.079900000000002,2997.0,5536.0,737.723076462,19895.0,2651.1923088450003,False,False,"['HTHP0007', 'HTHP0008']",[],0.11489994028895022,0.3573514787765485,0.5277485809345012,False,False
BU03070206,Bloemweg,"[154489.61619143302, 462685.83779042796]",178.0,57.553000000000004,8590.0,8900.0,3303.84614856,57494.0,21342.84615715,False,False,"['HTHP0007', 'HTHP0008']",[],0.39663733760808845,0.2697928749598638,0.3335697874320477,False,False
BU03070300,Rivierenbuurt-Oost,"[153762.325727645, 463650.081290758]",811.0,62.7053,9359.0,34062.0,3023.676922357,90832.0,8063.138465858001,False,True,"['HTHP0007', 'HTHP0008']",[],0.5838340734160786,0.4153605914864104,0.000805335097510982,False,False
BU03070301,Rivierenbuurt-West,"[153210.838110102, 463830.92677122797]",543.0,35.7378,5334.0,22263.0,1682.2615417439997,6516.0,492.369229128,False,False,"['HTHP0007', 'HTHP0008']",[],0.5390739494838046,0.45257127953947823,0.008354770976717127,False,False
BU03070302,G. van Stellingwerfstraat,"[154093.66970551902, 463203.612541241]",762,24.2138,3614.0,28194,1028.60000139,84582,3085.800000556,False,True,"['HTHP0007', 'HTHP0008']",[],0.5213568382006588,0.3658102781244532,0.11283288367488788,False,False
BU03070303,Bloemenbuurt-Oost,"[153540.487437315, 463338.60909526295]",1073.0,31.0344,4632.0,42920.0,1425.230770656,11803.0,391.93846332,False,False,"['HTHP0007', 'HTHP0008']",[],0.6094430888371112,0.35098133790801445,0.03957557325487443,False,False
BU03070304,Bloemenbuurt-West,"[152874.374026028, 463470.46171609]",729.0,35.5569,5307.0,29889.0,1673.746157112,81648.0,4572.184617834,False,False,"['HTHP0007', 'HTHP0008']",[],0.638933530457556,0.3541659622446209,0.006900507297823222,False,False
BU03070305,Bomenbuurt,"[152668.59097320001, 463792.590340826]",695.0,7.8792,1176.0,25020.0,325.661538552,7645.0,99.50769276,False,False,"['HTHP0007', 'HTHP0008']",['LTHP0250'],0.42332371895916904,0.576676281040831,0.0,False,False
BU03070306,Puntenburg,"[154306.31238396198, 463381.442861936]",938.0,181.704,27120.0,21574.0,4798.1538211199995,305788.0,68008.61539296001,False,True,"['HTHP0007', 'HTHP0008']",[],0.09281108030348015,0.16378961119214214,0.7433993085043777,True,False
BU03070307,Piet Mondriaanlaan,"[154184.399942839, 463050.34410481795]",151.0,176.42440000000002,26332.0,4228.0,5671.507682179999,111891.0,150092.4,False,True,"['HTHP0007', 'HTHP0008']",[],0.05,0.02837474438306038,0.9216252556169395,True,False
BU03070401,Eemplein,"[154570.105907206, 463513.965296156]",73.0,448.9938,67014.0,2701.0,19073.215343376,61101.0,431467.06150753197,False,True,"['HTHP0007', 'HTHP0008']",[],0.05,0.003930952131002349,0.9460690478689977,True,False
BU03070402,Geldersestraat,"[154163.79654685198, 463858.28508135397]",5.0,343.9713,51339.0,175.0,13822.038501029998,2770.0,218783.123100618,False,True,"['HTHP0007', 'HTHP0008']",[],0.45596814322280876,0.20079066471309578,0.3432411920640955,False,False
BU03070403,Chromiumweg,"[153513.534873816, 464279.873776813]",16.0,856.0322,127766.0,800.0,49140.769279910004,10464.0,642761.2615679459,False,True,"['HTHP0007', 'HTHP0008']",[],0.44973491115252023,0.3313615908089086,0.2189034980385713,False,False
BU03070404,Uraniumweg,"[152628.21723962802, 464520.22931122]",10.0,585.8614,87442.0,390.0,26232.600000000002,5440.0,365911.13849517,False,True,"['HTHP0007', 'HTHP0008']","['LTHP0133', 'LTHP0250']",0.1768339681323387,0.41074283879110224,0.41242319307655906,False,False
BU03070500,Birkhoven/Bokkeduinen,"[152131.407214487, 462851.444965405]",88.0,265.2262,39586.0,4224.0,14616.369221633999,81224.0,281060.6,False,False,"['HTHP0007', 'HTHP0008']",['LTHP0250'],0.39707985306158755,0.2631307817195561,0.33978936521885633,False,False
BU03070501,Vlasakkers,"[152024.230828539, 461533.75292551797]",142.0,1049.6555,156665.0,11218.0,95204.11543281999,132060.0,1120757.30771641,False,False,"['HTHP0007', 'HTHP0008']",[],0.8100770918198511,0.029344945394643662,0.16057796278550512,False,False
BU03070502,Zon en Schild,"[151583.620458581, 459884.645554634]",114.0,415.668,62040.0,4218.0,17657.538423359998,84018.0,351719.07690875995,False,False,"['HTHP0007', 'HTHP0008']",[],0.7533307720192347,0.0930230506843002,0.15364617729646504,False,False
BU03070503,Wagenwerkplaats,"[153235.43591171, 463025.523788035]",0.0,214.5541,32023.0,0.0,8621.57694771,0.0,258647.307694771,False,False,"['HTHP0007', 'HTHP0008']",['LTHP0250'],0.9281826163301142,0.0,0.07181738366988585,False,False
BU03070600,Jericho en Jeruzalem,"[154566.952526703, 463937.769590209]",337.0,22.0028,3284.0,12469.0,934.6769243400001,4044.0,303.138460528,False,True,"['HTHP0007', 'HTHP0008']",[],0.35167757425998947,0.6474069903692767,0.0009154353707338303,False,False
BU03070601,Meridiaan,"[155044.281318789, 464136.59685259295]",725.0,231.0361,34483.0,23200.0,8488.123071618,82650.0,30238.938464191,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.4962436572453327,0.21445948859999595,0.2892968541546713,False,False
BU03070603,Gildekwartier,"[154743.108042968, 463690.316360124]",446.0,21.2725,3175.0,12488.0,683.846152625,95890.0,5250.96153895,False,True,"['HTHP0007', 'HTHP0008']",[],0.0780614564359146,0.32894474044376903,0.5929938031203164,True,False
BU03070700,Evertsenstraat,"[155422.36237522902, 463953.29639117204]",1029.0,69.9547,10441.0,37044.0,2891.3538469570003,115248.0,8995.323081742,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.42011150807600084,0.35574869115786506,0.22413980076613407,False,False
BU03070701,Neptunusplein,"[155733.653481438, 463779.946311455]",921.0,88.1318,13154.0,30393.0,3339.0923097160003,106836.0,11737.415380568,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.3297743918071804,0.44356126781841,0.22666434037440966,False,False
BU03070702,Columbusweg,"[155999.15302867698, 463498.349711216]",978.0,146.26770000000002,21831.0,35208.0,6045.5076939870005,110514.0,18976.176918039,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.5176084945068711,0.363229434791904,0.119162070701225,False,False
BU03070800,Vuurtoren,"[154466.03260747, 464427.53849275794]",858.0,21.4333,3199.0,30888.0,885.8769233230001,96096.0,2756.0615399380004,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.41469062453035466,0.5372809647064506,0.04802841076319476,False,False
BU03070801,De Plaatsen,"[154974.420371327, 464641.191385529]",821.0,156.25740000000002,23322.0,25451.0,5561.399989236001,9852.0,2152.799992824,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.5694027429628183,0.4161169864788284,0.01448027055835322,False,False
BU03070803,Koperhorst,"[155439.108958516, 464692.872940819]",509.0,74.8859,11177.0,18833.0,3181.146146968,57517.0,9715.392305113,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.39936369567387453,0.6006363043261254,0.0,False,False
BU03070900,Elly Takmastraat,"[154565.488213841, 464933.47642404295]",908.0,9.6882,1446.0,32688.0,400.43076934199996,9080.0,111.230769342,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.32846954906724046,0.6654433838302669,0.0060870671024927814,False,False
BU03070902,Camera Obscurastraat,"[155031.987713329, 465234.63973581704]",764.0,54.826100000000004,8183.0,25976.0,2140.169234546,85568.0,7049.969234546001,False,False,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.3314613931390024,0.6685386068609975,0.0,False,False
BU03070903,Queekhoven,"[155566.651657081, 465151.134465579]",1029.0,26.3444,3932.0,34986.0,1028.3692325840002,10290.0,302.461538764,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.33122929105074284,0.6655090411071458,0.0032616678421115135,False,False
BU03070905,Het Gein,"[155958.587808441, 465298.871165399]",562.0,24.4081,3643.0,17422.0,868.715386577,121954.0,6081.007691467001,False,False,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.33243951790973403,0.667560482090266,0.0,False,False
BU03071000,Liendertsedreef,"[155857.845113852, 464514.886279697]",405.0,48.246700000000004,7201.0,16605.0,2271.084612615,45765.0,6259.330767569,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.4266160619451396,0.46391392012473726,0.10947001793012327,False,False
BU03071001,Vinkenbaan,"[156148.727051031, 464231.26626271795]",765.0,143.8021,21463.0,26775.0,5778.499995047001,86445.0,18656.299995047,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.5154568790301115,0.35948830278232646,0.125054818187562,False,False
BU03071002,De Horsten,"[156383.538959137, 464490.735782123]",797.0,32.6223,4869.0,26301.0,1235.976923826,90061.0,4232.284614261001,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.5334984088821839,0.39009187456014005,0.07640971655767595,False,False
BU03071003,Albatrosstraat,"[156465.711719457, 463898.481164931]",851.0,141.3767,21101.0,30636.0,5843.353826676,97014.0,18503.953847777,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.6028259478473633,0.37829671278137794,0.01887733937125878,False,False
BU03071004,Zwaluwenstraat,"[156546.210551063, 463537.73888695706]",622.0,97.8602,14606.0,17416.0,3145.9076866899995,199662.0,36065.584612014005,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.33180780068500526,0.36969728690763975,0.298494912407355,False,False
BU03071100,Rustenburg-Noord,"[156814.448334049, 464625.619589166]",603.0,28.7698,4294.0,22311.0,1222.13846319,7236.0,396.369229448,False,False,"['HTHP0007', 'HTHP0008', 'HTHP0080']",['LTHP0164'],0.31796019900497513,0.6820398009950249,0.0,False,False
BU03071101,Rustenburg-Zuid,"[157050.063303082, 464045.060758558]",740.0,0.1005,15.0,27380.0,4.2692307750000005,8140.0,1.269230775,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",['LTHP0164'],0.3940087780339078,0.5871213885418812,0.018869833424211054,False,False
BU03071201,Bloeidaal,"[158210.401117061, 463811.166507478]",63.0,3.8726000000000003,578.0,3087.0,217.86153850600002,7119.0,502.41538448200004,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.0,0.4790488138621683,0.5209511861378316,False,False
BU03071202,Stoutenburgerlaan,"[160356.271072929, 463494.053193144]",49.0,5.460500000000001,815.0,2989.0,382.423076735,5880.0,752.307692245,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.18259980401393155,0.764281624133867,0.05311857185220156,False,False
BU03071300,Romeostraat,"[156603.187675794, 463039.37943261897]",673.0,23.0882,3446.0,26247.0,1033.8,74703.0,2942.3538466840005,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.37443673757736157,0.5911316594709176,0.03443160295172081,False,False
BU03071301,Ariaweg,"[156874.943223837, 463282.67210396205]",480.0,43.4562,6486.0,14400.0,1496.76922578,54720.0,5687.723077422001,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.5622061571213471,0.30806521891276073,0.12972862396589213,False,False
BU03071302,Verdiweg,"[156781.680537039, 462602.874314855]",642.0,7.9931,1193.0,25038.0,357.9,71262.0,1018.6384617220001,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.5860892567503426,0.4139107432496573,0.0,False,False
BU03071400,Willem III,"[155801.592390521, 462951.612610535]",835.0,144.184,21520.0,29225.0,5793.846148879999,181195.0,35921.84614888,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.38497219473456856,0.6127640650603673,0.002263740205064216,False,False
BU03071401,Randenbroekerweg,"[156108.894703408, 462859.927121791]",924.0,78.12870000000001,11661.0,35112.0,3408.599996412,103488.0,10046.400005382,False,True,"['HTHP0007', 'HTHP0008', 'HTHP0080']",[],0.4027851150648264,0.5414356852916454,0.0557791996435283,False,False
BU03071402,Bachweg-Zuid,"[155964.035407095, 462425.241090022]",666.0,32.3342,4826.0,20646.0,1150.815382388,74592.0,4157.784617612,False,True,"['HTHP0007', 'HTHP0008']",[],0.48097738065584383,0.479247480258921,0.039775139085235195,False,False
BU03071403,Weberstraat,"[156315.60546432802, 461993.015790093]",1055,88.8219,13257.0,35870,3467.215377477,117105,11319.438463578,False,True,"['HTHP0007', 'HTHP0008']",[],0.36516818024617637,0.3300455628005972,0.30478625695322636,False,False
BU03071500,Bekenstein en De Luiaard,"[155196.46730776402, 462603.06583283795]",754.0,148.1035,22105.0,31668.0,7141.615382915,165880.0,37408.46153166,False,True,"['HTHP0007', 'HTHP0008']",[],0.4325263302559132,0.40863445305070895,0.1588392166933778,False,False
BU03071501,Rubensstraat,"[155535.662793744, 462038.66426974296]",752.0,241.3608,36024.0,33840.0,12469.846148304,84976.0,31313.169222456003,False,True,"['HTHP0007', 'HTHP0008']",[],0.5929101118355578,0.33575846425516687,0.07133142390927538,False,False
BU03071502,Albert Cuypstraat,"[155124.95261575302, 462232.739792765]",818.0,57.0572,8516.0,34356.0,2751.323076268,8998.0,720.58461866,False,True,"['HTHP0007', 'HTHP0008']",[],0.5790327182893817,0.39858783062815917,0.02237945108245905,False,False
BU03071503,Dorrestein,"[155886.605197784, 461388.135330714]",498.0,37.258700000000005,5561.0,18426.0,1582.746150424,55278.0,4748.238462394001,False,True,"['HTHP0007', 'HTHP0008']",[],0.38960323406770564,0.6041555459507423,0.006241219981552077,False,False
BU03071600,De Driehoek,"[154885.634844585, 461957.682626603]",665.0,109.3842,16326.0,28595.0,5400.138465306001,75810.0,14316.646155102,False,False,"['HTHP0007', 'HTHP0008']",[],0.5746141518669716,0.40584493766803026,0.01954091046499811,False,False
BU03071601,Voltastraat,"[154556.907212613, 461337.43091196206]",826.0,96.7748,14444.0,40474.0,5444.2769241880005,94990.0,12777.38462094,False,False,"['HTHP0007', 'HTHP0008']",[],0.407705774883145,0.5314592463922545,0.060834978724600475,False,False
BU03071602,Bosweg,"[155130.583550545, 461506.140456627]",1055.0,60.0521,8963.0,44310.0,2895.7384608489997,118160.0,7721.969234906001,False,True,"['HTHP0007', 'HTHP0008']",[],0.4844734277289838,0.48968594062813714,0.025840631642878982,False,False
BU03071603,Nimmerdor,"[154975.456214748, 460813.68870937]",11.0,16.0532,2396.0,792.0,1327.015384984,5984.0,10026.33846246,False,True,"['HTHP0007', 'HTHP0008']",[],0.0,0.97,0.030000000000000002,False,False
BU03071700,Westerstraat,"[154577.238494332, 462385.96472295205]",227.0,23.2691,3473.0,10215.0,1202.1923071580002,25878.0,3045.5538464210003,False,False,"['HTHP0007', 'HTHP0008']",['LTHP0251'],0.602171806167401,0.30148898678414093,0.09633920704845815,False,False
BU03071701,Juliana van Stolberg,"[154512.576396646, 462107.269990026]",789.0,35.5167,5301.0,24459.0,1264.084618239,8679.0,448.546155885,False,False,"['HTHP0007', 'HTHP0008']",['LTHP0251'],0.4101997349976715,0.5843771035500078,0.005423161452320646,False,False
BU03071702,Huygenslaan,"[154102.93121478302, 462125.52911415603]",199.0,49.8145,7435.0,12139.0,3488.7307675150005,23084.0,6634.30769002,False,False,"['HTHP0007', 'HTHP0008']",['LTHP0251'],0.2323626928567173,0.7378137991692019,0.02982350797408077,False,False
BU03071703,De Lichtenberg,"[154002.117076888, 461717.58071307896]",302.0,47.4092,7076.0,17214.0,3102.5538499640006,33824.0,6096.246157112,False,False,"['HTHP0007', 'HTHP0008']",['LTHP0251'],0.3429731695934392,0.6493801145481828,0.007646715858378055,False,False
