code,name,geo_coordinate,available_heat,neighbourhoods_in_range,used_heat
LTHP0247,Hak BV,"[130316.0, 422933]",24.0,nan,0
LTHP0248,O  Bouman BV,"[131898.0, 422214]",24.0,nan,0
LTHP0249,Orffa Additives BV,"[120296.0, 423593]",24.0,nan,0
LTHP0250,First Master Food Manufactory BV,"[152270.0, 464005]",24.0,"BU03070404,BU03420702,BU03070500,BU03070503,BU03070305",0
LTHP0251,Nutreco Nederland BV,"[154009.0, 462258]",24.0,"BU03071700,BU03071701,BU03071704,BU03071801,BU03071800,BU03071702,BU03071703,BU03071804,BU03071803,BU03071802",0
LTHP0252,Martinez Chocolade BV,"[117602.0, 477108]",24.0,"BU03621301,BU03621004,BU03621001,BU03621106,BU03621104,BU03621203",0
LTHP0253,Brouwerij  t IJ BV,"[123620.0, 486635]",24.0,nan,0
LTHP0254,Cargill BV,"[112982.0, 491643]",24.0,nan,0
LTHP0255,Dutch Cocoa BV,"[112310.0, 491482]",24.0,nan,0
LTHP0256,Expalkan V  BV,"[123079.0, 487818]",24.0,nan,0
LTHP0257,Heartland Sweeteners Europe BV,"[111926.0, 490829]",24.0,nan,0
LTHP0258,Udkvm BV,"[113684.0, 489356]",24.0,nan,0
LTHP0259,Co1peratieve Zuivelonderneming Cono BA,"[120220.0, 507799]",24.0,nan,0
LTHP0260,Cargill BV,"[76861.0, 391557]",24.0,nan,0
LTHP0261,Lamb Weston Meijer VOF,"[77592.0, 390990]",24.0,nan,0
LTHP0262,Van der Kroon Food Products BV,"[76430.0, 391130]",24.0,nan,0
LTHP0263,Refresco Benelux BV,"[110933.0, 453774]",24.0,"BU19010309,BU19010310,BU19010308,BU19010620",0
LTHP0264,Vrumona BV,"[142529.0, 452749]",24.0,"BU03120009,BU03120000",0
LTHP0265,Banketbakkerij Wouter de Graaf BV,"[154859.0, 473584]",24.0,"BU03130008,BU03139997,BU03130002,BU03130009,BU03130011",0
LTHP0266,De Banketgroep BV,"[153647.0, 471381]",24.0,"BU03130001,BU03130006,BU03130007",0
LTHP0267,Haringfileerderij     De Maatjes     BV,"[153980.0, 473439]",24.0,"BU03130001,BU03130004,BU03130002,BU03130009,BU03130005",0
LTHP0268,Mayonna BV,"[154738.0, 473517]",24.0,"BU03130008,BU03139997,BU03130002,BU03130009,BU03130011",0
LTHP0269,Handelsmij  Procema BV,"[142634.0, 439042]",24.0,nan,0
LTHP0270,Kroon Vleeswarenfabriek Zwaagwesteinde BV,"[198235.0, 585109]",24.0,BU18910200,0
LTHP0271,Teeling Petfood Veenwouden BV,"[195059.0, 583212]",24.0,"BU07370809,BU18910201,BU07370909",0
LTHP0272,Smit   Dorlas Koffiebranders BV,"[119807.0, 468713]",24.0,"BU07360103,BU07360101,BU07360104,BU07360107,BU07360108",0
LTHP0273,Zandvliet Vleeswaren II BV,"[85103.0, 444623]",24.0,"BU05032302,BU05032300,BU05032703,BU05032900,BU05032901,BU05032305,BU05032304,BU05032600",0
LTHP0274,A F  Stam BV,"[125619.0, 483752]",24.0,BU04370001,0
LTHP0275,De Heus Voeders BV,"[173273.0, 447549]",24.0,nan,0
LTHP0276,E J  Bos Mengvoeders BV,"[168196.0, 453052]",24.0,nan,0
LTHP0277,Frieslandcampina Riedel BV,"[172818.0, 449328]",24.0,nan,0
LTHP0278,P  Bos Mengvoeder  en Kunstmesthandel BV,"[168062.0, 452528]",24.0,nan,0
LTHP0279,Poeliersbedrijf Brinkhorst BV,"[167759.0, 450803]",24.0,BU03450405,0
LTHP0280,McCain Foods Holland BV,"[41230.0, 391554]",24.0,"BU06640551,BU06540802,BU06540801",0
LTHP0281,Holland Paling BV,"[106996.0, 491976]",24.0,nan,0
LTHP0282,Otelli BV,"[105754.0, 490364]",24.0,nan,0
LTHP0283,A L  Hoogesteger Fresh Specialist BV,"[110824.0, 488202]",24.0,nan,0
LTHP0284,Cargill Meats Holland BV,"[111478.0, 479695]",24.0,nan,0
LTHP0285,Gepo Vleeswaren BV,"[103620.0, 474262]",24.0,nan,0
LTHP0286,Kaaskeuken BV,"[103066.0, 474335]",24.0,nan,0
LTHP0287,Mccain Foods Holland BV,"[108921.0, 478405]",24.0,nan,0
LTHP0288,Solina Netherlands BV,"[104470.0, 475911]",24.0,nan,0
LTHP0289,Van Maanen Verkoop BV,"[102789.0, 485387]",24.0,"BU03970003,BU03970000,BU03970008,BU03970007,BU03970002",0
LTHP0290,Louw Spijkerman Zeevis BV,"[209298.0, 602652]",24.0,nan,0
LTHP0291,Jan Veerman Vis BV,"[145283.0, 479802]",24.0,nan,0
LTHP0292,THE Swaen BV,"[59592.0, 375707]",24.0,"BU06770803,BU06770804,BU06770805,BU06770802,BU06771202",0
LTHP0293,Banketbakkerij R  de Cock BV,"[59930.0, 365608]",24.0,"BU06770111,BU06770110",0
LTHP0294,Confiserie     De Grens     BV,"[64552.0, 365424]",24.0,"BU06770303,BU06770302,BU06770301",0
LTHP0295,Chocolade  en Suikerwerkenfabriek Eljo BV,"[131973.0, 447302]",24.0,"BU03530002,BU03530023,BU03530012,BU03530014,BU03530017,BU03530015,BU03530018,BU03530013",0
LTHP0296,Coroos Conserven BV,"[56472.0, 388074]",24.0,"BU06780009,BU06780000",0
LTHP0297,Ok Nutripet BV,"[57385.0, 387834]",24.0,"BU06780009,BU06780000,BU06780209",0
LTHP0298,Koopmans Koninklijke Meelfabrieken BV,"[183987.0, 579338]",24.0,nan,0
LTHP0299,Nielsen Massey Vanillas International BV,"[186014.0, 579239]",24.0,BU07370408,0
LTHP0300,QLIP BV,"[157327.0, 461157]",24.0,"BU03270107,BU03270102,BU03270109,BU03270500,BU03270100",0
LTHP0301,Lebo Kaas BV,"[126390.0, 443893]",24.0,"BU03310001,BU03310009",0
LTHP0302,Unirice BV,"[100674.0, 410650]",24.0,nan,0
LTHP0303,Interbanket BV,"[123776.0, 449416]",24.0,"BU03350202,BU05890401,BU03350200,BU03350209",0
LTHP0304,Fruity Company BV,"[167361.0, 436517]",24.0,nan,0
LTHP0305,Go Tan BV,"[168585.0, 438300]",24.0,nan,0
LTHP0306,Grootendorst Banket BV,"[166249.0, 435869]",24.0,nan,0
LTHP0307,P C  van Tuijl Kesteren BV,"[170281.0, 438650]",24.0,nan,0
LTHP0308,Van Woerkom s Confituren BV,"[135522.0, 448143]",24.0,"BU03562200,BU03562100,BU03561000",0
LTHP0309,Cooperatie Arkervaart  Bramecozon UA,"[161174.0, 470918]",24.0,nan,0
LTHP0310,Cooperatie Arkervaart  Bramecozon UA,"[161420.0, 470929]",24.0,nan,0
LTHP0311,De Heus Voeders BV,"[160981.0, 471930]",24.0,nan,0
LTHP0312,ISPN BV,"[161085.0, 471830]",24.0,nan,0
LTHP0313,Suikerwerkfabriek Van Wandelen BV,"[160996.0, 471173]",24.0,nan,0
LTHP0314,Fortuin Dockum BV,"[194462.0, 593769]",24.0,"BU19700006,BU19700001,BU19700004,BU19700604",0
LTHP0315,Friesland Beef BV,"[195985.0, 594016]",24.0,"BU19700003,BU19700008,BU19700001,BU19700000",0
LTHP0316,Hellema Hallum BV,"[180578.0, 591271]",24.0,"BU19700900,BU19700909",0
LTHP0317,Helwa Wafelbakkerij BV,"[180961.0, 591307]",24.0,"BU19700900,BU19700909",0
LTHP0318,Van der Meulen Hallum BV,"[180874.0, 591306]",24.0,"BU19700900,BU19700909",0
LTHP0319,Van der Meulen Hallum BV,"[181227.0, 591097]",24.0,"BU19700900,BU19700909",0
LTHP0320,Weidenaar Worst BV,"[196819.0, 593199]",24.0,"BU19700002,BU19700003,BU19700011,BU19700010",0
LTHP0321,Bierbrouwerij Emelisse BV,"[38662.0, 399837]",24.0,"BU16950300,BU16950309",0
LTHP0322,J G  Timmerman Groenvoederdrogerij BV,"[45235.0, 399434]",24.0,BU16950009,0
LTHP0323,Van der Zee Vlees BV,"[123683.0, 482348]",24.0,"BU04370007,BU04370002,BU04370001",0
LTHP0324,J  Barbu BV,"[62596.0, 389138]",24.0,"BU07030006,BU07039998",0
LTHP0325,Jan Prins Zeeuwsche Banier BV,"[61524.0, 389214]",24.0,"BU07030001,BU07030009",0
LTHP0326,Lamb Weston Meijer VOF,"[61075.0, 387063]",24.0,"BU07030109,BU07030106",0
LTHP0327,Lenger Seafoods Yerseke BV,"[62112.0, 391094]",24.0,"BU07030002,BU07030000,BU07039998,BU07030009",0
LTHP0328,Roem van Yerseke BV,"[61934.0, 390975]",24.0,"BU07030002,BU07030000,BU07039998,BU07030009",0
LTHP0329,Scholtus Special Products BV,"[165030.0, 454468]",24.0,"BU02790009,BU03390000,BU03390009",0
LTHP0330,Coca Cola Enterprises Nederland BV,"[98137.0, 440563]",24.0,"BU05020770,BU05020881,BU05991467,BU05991463",0
LTHP0331,Jadico Specerijen BV,"[88295.0, 438103]",24.0,"BU06060105,BU05991853,BU06060801",0
LTHP0332,Solina Netherlands BV,"[88316.0, 438170]",24.0,"BU05991853,BU06060801",0
LTHP0333,Wilmar Edible Oils BV,"[92091.0, 437765]",24.0,"BU05990516,BU05990515,BU05990110,BU05990112,BU05990111,BU05990113",0
LTHP0334,Dossche Mills Nederland BV,"[42573.0, 416709]",24.0,"BU16761303,BU16761309,BU16761302,BU16761300",0
LTHP0335,Palsgaard Netherlands BV,"[53589.0, 406849]",24.0,"BU16760008,BU16760003",0
LTHP0336,Zeelandia H J  Doeleman BV,"[53370.0, 407799]",24.0,"BU16760007,BU16760002,BU16760003,BU16769998,BU16760000,BU16760001,BU16760004",0
LTHP0337,Zeelandia H J  Doeleman BV,"[52740.0, 406810]",24.0,"BU16760008,BU16760007,BU16760002,BU16760003,BU16769998",0
LTHP0338,Zeelandia H J  Doeleman BV,"[53810.0, 407223]",24.0,"BU16760008,BU16760003,BU16769998,BU16760000,BU16760001",0
LTHP0339,Menken Van den Assem Fresh Food BV,"[86455.0, 452927]",24.0,"BU05184211,BU05184110,BU05184317,BU05184418",0
LTHP0340,Confiserie Napoleon BV,"[28725.0, 379497]",24.0,"BU17149998,BU17141000,BU17141009",0
LTHP0341,Torquis Chocolatiers BV,"[17489.0, 376995]",24.0,"BU17140700,BU17140709",0
LTHP0342,Katjang Pedis P C I  BV,"[65120.0, 396137]",24.0,"BU07160209,BU07160200,BU07160300,BU07160309",0
LTHP0343,Lion Foods BV,"[64886.0, 396241]",24.0,"BU07160209,BU07160300,BU07160309",0
LTHP0344,Bel Leerdammer BV,"[136424.0, 437103]",24.0,"BU19610005,BU19610007",0
LTHP0345,Choco Support BV,"[135224.0, 434549]",24.0,"BU19610004,BU19610005,BU19610003",0
LTHP0346,Ranks Meel BV,"[132825.0, 443371]",24.0,BU19610107,0
LTHP0347,Bel Leerdammer BV,"[172624.0, 440949]",24.0,nan,0
LTHP0348,Frieslandcampina Consumer Products Europe BV,"[172922.0, 442909]",24.0,nan,0
LTHP0349,Ocean Fish BV,"[173666.0, 441699]",24.0,nan,0
LTHP0350,Bakels senior NV,"[130443.0, 480810]",24.0,nan,0
LTHP0351,Bracamonte Daily Foods BV,"[130103.0, 480723]",24.0,nan,0
LTHP0352,Gruma Netherlands BV,"[130172.0, 481112]",24.0,nan,0
LTHP0353,Gelato Jeroen,"[141513.0, 432859]",24.0,nan,0
LTHP0354,Rousant Zoutkamp BV,"[215583.0, 594557]",24.0,nan,0
LTHP0355,Landa Conserven BV,"[82493.0, 382472]",24.0,nan,0
LTHP0356,Mattheeussens Wido BV,"[80424.0, 378808]",24.0,nan,0
LTHP0357,Arie Blok BV,"[119465.0, 455097]",24.0,"BU06320203,BU06320106,BU06320102,BU06320202,BU06320201",0
LTHP0358,De Truffel BV,"[118483.0, 455204]",24.0,"BU06320401,BU06320402,BU06320202,BU06320201",0
LTHP0359,Koninklijke Eru Kaasfabriek BV,"[121999.0, 454123]",24.0,"BU06320204,BU06320303,BU06320304,BU06320503,BU03350101,BU03350108",0
LTHP0360,Adm Cocoa BV,"[115558.0, 500245]",24.0,nan,0
LTHP0361,Cargill BV,"[114819.0, 501153]",24.0,nan,0
LTHP0362,Aak Netherlands BV,"[115597.0, 498999]",24.0,nan,0
LTHP0363,Bonbonatelier N  Limmen BV,"[115150.0, 493684]",24.0,nan,0
LTHP0364,Ioi Loders Croklaan Oils BV,"[115744.0, 499765]",24.0,nan,0
LTHP0365,Loders Croklaan BV,"[115744.0, 499765]",24.0,nan,0
LTHP0366,Meneba Wormerveer BV,"[114655.0, 501766]",24.0,nan,0
LTHP0367,H J  Heinz BV,"[146293.0, 453542]",24.0,"BU03550405,BU15810101,BU03550401,BU03550403,BU03550402,BU03550404,BU15810104",0
LTHP0368,H J  Heinz Supply Chain Europe BV,"[146293.0, 453542]",24.0,"BU03550405,BU15810101,BU03550401,BU03550403,BU03550402,BU03550404,BU15810104",0
LTHP0369,Remia BV,"[144686.0, 461256]",24.0,"BU03550505,BU03550506,BU03550503",0
LTHP0370,Remia CV,"[144686.0, 461256]",24.0,"BU03550505,BU03550506,BU03550503",0
LTHP0371,Apex International B V,"[98665.0, 478667]",24.0,nan,0
LTHP0372,Atelier Jera,"[94890.8, 463530]",24.0,nan,0
LTHP0373,Dimarco,"[92977.4, 462178]",24.0,nan,0
LTHP0374,Schulpen Schuim Leiden BV,"[94537.5, 462072]",24.0,nan,0
LTHP0375,Kleiwarenfabriek Gebr  Ginjaar,"[96444.0, 462002]",24.0,nan,0
LTHP0376,Grofsmederij Nieuwkoop BV,"[113480.0, 464458]",24.0,nan,0
LTHP0377,Omefa BV,"[113480.0, 464458]",24.0,nan,0
LTHP0378,TN Plastics B V,"[108972.0, 465673]",24.0,nan,0
LTHP0379,TuGeo BV,"[113654.0, 463631]",24.0,nan,0
LTHP0380,Desch Epla b v   Emperor Plastics BV,"[109910.0, 465818]",24.0,nan,0
LTHP0381,Muovitech Benelux B V,"[96483.7, 477767]",24.0,nan,0
LTHP0382,NP Plastics,"[96369.0, 478188]",24.0,nan,0
LTHP0383,Agulon Kunststoftechniek,"[91828.6, 461224]",24.0,nan,0
LTHP0384,Mobrero b v,"[90249.3, 459379]",24.0,nan,0
LTHP0385,Potterij Zaalberg,"[95855.3, 462330]",24.0,nan,0
LTHP0386,Forbo Flooring BV,"[112868.0, 500232]",24.0,nan,0
LTHP0387,Phillips Medisize BV,"[100331.0, 478129]",24.0,nan,0
LTHP0388,Plasthill B V,"[100555.0, 479627]",24.0,nan,0
LTHP0389,Voges Verpakking,"[100449.0, 478233]",24.0,nan,0
LTHP0390,Edel Natuurvoeding,"[99812.0, 479266]",24.0,nan,0
LTHP0391,N W  van Ruiten B V,"[102958.0, 468722]",24.0,nan,0
LTHP0392,Bakker van Maanen,"[93821.5, 463622]",24.0,nan,0
LTHP0393,Bakkerij Tersteeg,"[119535.0, 463254]",24.0,BU06320703,0
LTHP0394,Menken De Vlag B V,"[100331.0, 478129]",24.0,nan,0
LTHP0395,Interxion AMS 10,"[110803.0, 476467]",26.0,nan,0
LTHP0396,RWZI Overvecht,"[135871.0, 457999]",50.9,"BU03440221,BU03440321,BU03440222,BU03440331,BU03440311,BU03440241",0
LTHP0397,RWZI   Amsterdam West,"[114645.0, 490219]",34.70561111,nan,0
LTHP0398,Digital Realty Trust   De President Business Park  Jan Wijsmullerdreef,"[106537.0, 478288]",36.0,nan,0
LTHP0399,Call 2 BV,"[92485.0, 451168]",37.46,"BU06370500,BU06370501,BU06370100,BU06370101,BU06370004",0
LTHP0400,e Shelter  Aviolanda,"[108508.0, 477454]",40.0,nan,0
LTHP0401,RWZI   Dokhaven,"[91523.0, 434521]",52.83055556,"BU05991571,BU05991574,BU05991085,BU05990329,BU05992194",0
LTHP0402,RWZI   Harnaschpolder,"[81577.0, 447703]",63.57083333,"BU05031406,BU06031064,BU18420009,BU18420001",0
LTHP0403,CyrusOne  Polanerpark,"[108265.0, 488486]",72.0,nan,0
LTHP0404,K_Gemaal_580,"[150164.1863, 468312]",3.33,"BU03080105,BU03072701,BU03080109,BU03420404",0
