BU_CODE,GM_CODE,InStudieGebied?,Aantal_woningen [Aansluiting],Aantal_utiliteit [Aansluiting],nrWEQ_woningen [WEQ],nrWEQ_utiliteit [WEQ),,nrWEQ_totaal [WEQ],Vraag_perWEQ_Totaal [ giga J per WEQ*yr],Vraag_perWEQ_RV [ giga J per WEQ*yr],Vraag_perWEQ_TW [ giga J per WEQ*yr],Vraag_perWEQ_Vent [ giga J per WEQ*yr],Vraag_perWEQ_K [ giga J per WEQ*yr],Vraag_perWEQ_App [ giga J per WEQ*yr],,Vraag_Totaal [ giga J per yr],Vraag_RV [ giga J per yr],Vraag_TW [ giga J per yr],Vraag_Vent [ giga J per yr],Vraag_K [ giga J per yr],Vraag_App [ giga J per yr],,Studiegebied variabelen,nrWEQ_woningen [WEQ],nrWEQ_utiliteit [WEQ),nrWEQ_totaal [WEQ],Vraag_Totaal [ giga J per yr],Vraag_RV [ giga J per yr],Vraag_TW [ giga J per yr],Vraag_Vent [ giga J per yr],Vraag_K [ giga J per yr],Vraag_App [ giga J per yr],,,,,
BU16761100,GM1676,1,143,214,143,309,,452,75,40,6,0,17,13,,33916,18088,2713,0,7688,5879,,,,,,,,,,,,,,,,
BU16761109,GM1676,1,42,28,42,15,,57,72,47,8,0,6,10,,4096,2674,455,0,341,569,,,,,,,,,,,,,,,,
BU16761200,GM1676,1,961,96,961,191,,1152,56,33,7,0,2,13,,64498,38008,8062,0,2304,14973,,,,,,,,,,,,,,,,
BU16761201,GM1676,1,390,35,390,62,,452,67,41,8,0,2,17,,30313,18550,3620,0,905,7691,,,,,,,,,,,,,,,,
BU16761202,GM1676,1,77,1026,77,592,,669,79,39,5,0,22,13,,52833,26082,3344,0,14713,8694,,,,,,,,,,,,,,,,
BU16761203,GM1676,1,189,147,189,109,,298,74,47,7,0,9,11,,22026,13990,2084,0,2679,3274,,,,,,,,,,,,,,,,
BU16761204,GM1676,1,335,13,335,8,,343,66,47,9,0,0,10,,22644,16125,3088,0,0,3431,,,,,,,,,,,,,,,,
BU16761205,GM1676,1,485,12,485,32,,517,65,44,9,0,1,10,,33635,22769,4657,0,517,5175,,,,,,,,,,,,,,,,
BU16761208,GM1676,1,117,33,117,28,,145,73,47,8,0,4,14,,10568,6804,1158,0,579,2027,,,,,,,,,,,,,,,,
BU16761209,GM1676,1,39,70,39,58,,97,79,39,6,0,13,21,,7663,3783,582,0,1261,2037,,,,,,,,,,,,,,,,
BU16761300,GM1676,1,586,142,586,200,,786,67,38,7,0,4,19,,52634,29852,5499,0,3142,14926,,,,,,,,,,,,,,,,
BU16761301,GM1676,1,371,203,371,165,,536,73,44,7,0,7,14,,39094,23564,3749,0,3749,7498,,,,,,,,,,,,,,,,
BU16761302,GM1676,1,19,563,19,291,,310,87,45,5,0,23,13,,26935,13932,1548,0,7121,4025,,,,,,,,,,,,,,,,
BU16761303,GM1676,1,101,37,101,19,,120,63,40,9,0,4,10,,7563,4802,1080,0,480,1201,,,,,,,,,,,,,,,,
BU16761309,GM1676,1,13,3,13,6,,19,80,51,8,0,9,12,,1553,990,155,0,175,233,,,,,,,,,,,,,,,,
BU16761400,GM1676,1,103,4,103,8,,111,59,39,8,0,1,11,,6530,4316,885,0,111,1217,,,,,,,,,,,,,,,,
BU16761409,GM1676,1,128,259,128,230,,358,73,35,5,0,13,20,,26112,12520,1789,0,4650,7154,,,,,,,,,,,,,,,,
BU16761500,GM1676,1,116,4,116,5,,121,58,39,8,0,1,10,,6992,4701,964,0,121,1205,,,,,,,,,,,,,,,,
BU16761509,GM1676,1,26,3,26,4,,30,79,56,8,0,4,12,,2400,1701,243,0,122,365,,,,,,,,,,,,,,,,
BU16800000,GM1680,0,1559,91,1559,142,,1701,66,45,8,0,0,12,,112235,76524,13604,0,0,20406,,,,,,,,,,,,,,,,
BU16800009,GM1680,0,55,8,55,64,,119,85,41,5,0,4,35,,10129,4886,596,0,477,4171,,,,,,,,,,,,,,,,
BU16800100,GM1680,0,528,15,528,37,,565,74,54,8,0,1,11,,41795,30499,4518,0,565,6213,,,,,,,,,,,,,,,,
BU16800109,GM1680,0,46,72,46,68,,114,90,59,6,0,9,16,,10265,6729,684,0,1026,1825,,,,,,,,,,,,,,,,
BU16800200,GM1680,0,143,33,143,33,,176,79,54,8,0,2,16,,13893,9497,1407,0,352,2814,,,,,,,,,,,,,,,,
BU16800209,GM1680,0,22,232,22,66,,88,68,40,6,0,10,12,,5954,3502,525,0,876,1051,,,,,,,,,,,,,,,,
BU16800300,GM1680,0,167,3,167,4,,171,74,55,9,0,0,10,,12629,9386,1536,0,0,1707,,,,,,,,,,,,,,,,
BU16800309,GM1680,0,4,2,4,1,,5,92,71,8,0,3,10,,478,369,42,0,16,52,,,,,,,,,,,,,,,,
BU16800400,GM1680,0,98,3,98,11,,109,77,54,8,0,1,14,,8365,5866,869,0,109,1521,,,,,,,,,,,,,,,,
BU16800409,GM1680,0,6,2,6,1,,7,74,50,9,0,1,14,,490,331,60,0,7,93,,,,,,,,,,,,,,,,
BU16800500,GM1680,0,210,89,210,38,,248,77,57,9,0,2,10,,19111,14147,2234,0,496,2482,,,,,,,,,,,,,,,,
BU16800509,GM1680,0,30,2,30,1,,31,74,54,9,0,0,10,,2268,1655,276,0,0,307,,,,,,,,,,,,,,,,
BU16800600,GM1680,0,174,8,174,13,,187,75,55,8,0,0,11,,14018,10280,1495,0,0,2056,,,,,,,,,,,,,,,,
BU16800609,GM1680,0,5,0,5,0,,5,84,66,9,0,0,10,,420,330,45,0,0,50,,,,,,,,,,,,,,,,
BU16800700,GM1680,0,64,1,64,0,,64,72,53,9,0,0,10,,4610,3394,576,0,0,640,,,,,,,,,,,,,,,,
BU16800709,GM1680,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
BU16800800,GM1680,0,37,3,37,6,,43,81,58,8,0,1,14,,3464,2480,342,0,43,599,,,,,,,,,,,,,,,,
BU16800809,GM1680,0,3,2,3,2,,5,62,42,5,0,1,13,,339,229,27,0,5,71,,,,,,,,,,,,,,,,
BU16800900,GM1680,0,45,0,45,0,,45,79,61,9,0,0,10,,3555,2745,405,0,0,450,,,,,,,,,,,,,,,,
BU16800909,GM1680,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
BU16801100,GM1680,0,185,8,185,23,,208,74,53,8,0,1,11,,15423,11046,1667,0,208,2293,,,,,,,,,,,,,,,,
BU16801109,GM1680,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
BU16801200,GM1680,0,106,39,106,26,,132,72,51,8,0,3,10,,9513,6739,1057,0,396,1321,,,,,,,,,,,,,,,,
BU16801209,GM1680,0,0,119,0,74,,74,68,37,5,0,14,12,,5020,2732,369,0,1034,886,,,,,,,,,,,,,,,,
BU16801300,GM1680,0,45,3,45,2,,47,77,57,9,0,1,10,,3634,2690,425,0,47,472,,,,,,,,,,,,,,,,
BU16801309,GM1680,0,13,0,13,0,,13,83,64,9,0,0,10,,1079,832,117,0,0,130,,,,,,,,,,,,,,,,
BU16801400,GM1680,0,679,78,679,89,,768,69,48,8,0,1,12,,53019,36883,6147,0,768,9221,,,,,,,,,,,,,,,,
BU16801401,GM1680,0,58,2,58,2,,60,87,67,9,0,1,10,,5237,4033,542,0,60,602,,,,,,,,,,,,,,,,
BU16801409,GM1680,0,35,269,35,163,,198,88,56,5,0,11,17,,17385,11063,988,0,2173,3359,,,,,,,,,,,,,,,,
BU16801500,GM1680,0,779,67,779,130,,909,68,46,8,0,1,14,,61785,41796,7269,0,909,12721,,,,,,,,,,,,,,,,
BU16801501,GM1680,0,14,0,14,0,,14,83,65,9,0,0,10,,1162,910,126,0,0,140,,,,,,,,,,,,,,,,
BU16801509,GM1680,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
BU16801600,GM1680,0,275,7,275,12,,287,71,52,9,0,0,10,,20376,14923,2583,0,0,2870,,,,,,,,,,,,,,,,
BU16801601,GM1680,0,10,1,10,0,,10,89,70,8,0,0,11,,917,722,82,0,0,113,,,,,,,,,,,,,,,,
BU16801609,GM1680,0,1,2,1,1,,2,89,52,5,0,3,28,,144,84,8,0,5,45,,,,,,,,,,,,,,,,
BU16801700,GM1680,0,2260,184,2260,457,,2717,67,43,7,0,1,16,,182043,116833,19019,0,2717,43473,,,,,,,,,,,,,,,,
BU16801709,GM1680,0,63,19,63,9,,72,86,65,8,0,1,11,,6150,4648,572,0,72,787,,,,,,,,,,,,,,,,
BU16801800,GM1680,0,288,9,288,16,,304,67,48,8,0,0,10,,20393,14610,2435,0,0,3044,,,,,,,,,,,,,,,,
BU16801801,GM1680,0,42,1,42,2,,44,81,63,8,0,0,10,,3550,2761,351,0,0,438,,,,,,,,,,,,,,,,
BU16801802,GM1680,0,95,7,95,5,,100,82,62,9,0,1,11,,8187,6190,899,0,100,1098,,,,,,,,,,,,,,,,
BU16801809,GM1680,0,84,7,84,6,,90,84,64,9,0,1,11,,7551,5753,809,0,90,989,,,,,,,,,,,,,,,,
BU16801900,GM1680,0,1850,157,1850,238,,2088,67,45,8,0,1,13,,139868,93941,16701,0,2088,27139,,,,,,,,,,,,,,,,
BU16801901,GM1680,0,54,4,54,5,,59,84,64,8,0,1,11,,4935,3760,470,0,59,646,,,,,,,,,,,,,,,,
BU16801902,GM1680,0,26,1,26,0,,26,81,61,9,0,0,10,,2131,1605,237,0,0,263,,,,,,,,,,,,,,,,
BU16801903,GM1680,0,29,2,29,1,,30,81,62,9,0,0,11,,2393,1831,266,0,0,325,,,,,,,,,,,,,,,,
BU16801908,GM1680,0,165,695,165,636,,801,73,37,5,0,9,21,,58442,29621,4003,0,7205,16812,,,,,,,,,,,,,,,,
BU16801909,GM1680,0,51,5,51,29,,80,78,53,6,0,1,19,,6256,4251,481,0,80,1524,,,,,,,,,,,,,,,,
BU16802000,GM1680,0,272,22,272,18,,290,72,53,8,0,1,10,,20887,15375,2321,0,290,2901,,,,,,,,,,,,,,,,
BU16802001,GM1680,0,80,4,80,22,,102,89,67,8,0,2,13,,9101,6852,818,0,205,1329,,,,,,,,,,,,,,,,
BU16802008,GM1680,0,17,35,17,19,,36,75,49,7,0,8,11,,2710,1771,253,0,289,398,,,,,,,,,,,,,,,,
BU16802009,GM1680,0,59,192,59,93,,152,82,53,6,0,9,14,,12461,8054,912,0,1368,2128,,,,,,,,,,,,,,,,
BU16802100,GM1680,0,107,5,107,16,,123,73,54,8,0,1,11,,9014,6668,988,0,123,1358,,,,,,,,,,,,,,,,
BU16802101,GM1680,0,30,2,30,1,,31,80,61,9,0,0,11,,2449,1868,276,0,0,337,,,,,,,,,,,,,,,,
BU16802109,GM1680,0,35,7,35,7,,42,91,69,8,0,2,12,,3822,2898,336,0,84,504,,,,,,,,,,,,,,,,
BU16810000,GM1681,0,2185,221,2185,455,,2640,67,43,7,0,1,16,,176872,113515,18479,0,2640,42238,,,,,,,,,,,,,,,,
BU16810001,GM1681,0,33,2,33,2,,35,86,66,9,0,1,10,,3018,2316,316,0,35,351,,,,,,,,,,,,,,,,
BU16810007,GM1681,0,11,1,11,7,,18,89,65,8,0,6,10,,1570,1146,141,0,106,176,,,,,,,,,,,,,,,,
BU16810008,GM1681,0,20,1,20,2,,22,81,62,8,0,0,10,,1768,1354,175,0,0,218,,,,,,,,,,,,,,,,
BU16810009,GM1681,0,36,117,36,95,,131,82,54,6,0,11,12,,10780,7099,789,0,1446,1578,,,,,,,,,,,,,,,,
BU16810100,GM1681,0,305,5,305,13,,318,77,57,9,0,0,11,,24481,18122,2861,0,0,3497,,,,,,,,,,,,,,,,
BU16810109,GM1681,0,32,0,32,0,,32,78,59,9,0,0,10,,2496,1888,288,0,0,320,,,,,,,,,,,,,,,,
BU16810200,GM1681,0,45,0,45,0,,45,85,66,9,0,0,10,,3825,2970,405,0,0,450,,,,,,,,,,,,,,,,
BU16810209,GM1681,0,1,0,1,0,,1,93,75,9,0,0,10,,93,75,9,0,0,10,,,,,,,,,,,,,,,,
BU16810300,GM1681,0,184,3,184,21,,205,76,55,8,0,1,12,,15557,11258,1638,0,205,2456,,,,,,,,,,,,,,,,
BU16810309,GM1681,0,188,7,188,33,,221,67,42,8,0,1,17,,14811,9284,1768,0,221,3758,,,,,,,,,,,,,,,,
BU16810409,GM1681,0,33,1,33,0,,33,86,68,9,0,0,10,,2871,2270,300,0,0,334,,,,,,,,,,,,,,,,
BU16810500,GM1681,0,97,3,97,6,,103,82,62,9,0,1,10,,8475,6408,930,0,103,1034,,,,,,,,,,,,,,,,
BU16810509,GM1681,0,8,0,8,0,,8,82,64,9,0,0,10,,656,512,72,0,0,80,,,,,,,,,,,,,,,,
BU16810600,GM1681,0,214,6,214,58,,272,70,51,7,0,1,10,,19014,13853,1901,0,272,2716,,,,,,,,,,,,,,,,
BU16810609,GM1681,0,12,0,12,0,,12,70,52,9,0,0,9,,840,624,108,0,0,108,,,,,,,,,,,,,,,,
BU16810700,GM1681,0,2089,81,2089,324,,2413,64,42,8,0,1,13,,154403,101327,19300,0,2413,31363,,,,,,,,,,,,,,,,
BU16810709,GM1681,0,34,1,34,0,,34,62,42,10,0,0,10,,2134,1446,344,0,0,344,,,,,,,,,,,,,,,,
BU16810800,GM1681,0,166,6,166,7,,173,82,62,9,0,1,10,,14195,10733,1558,0,173,1731,,,,,,,,,,,,,,,,
BU16810809,GM1681,0,1,0,1,0,,1,71,51,11,0,0,9,,71,51,11,0,0,9,,,,,,,,,,,,,,,,
BU16810900,GM1681,0,135,4,135,6,,141,77,58,8,0,0,10,,10871,8189,1129,0,0,1412,,,,,,,,,,,,,,,,
BU16810901,GM1681,0,35,2,35,3,,38,80,61,8,0,0,11,,3065,2337,307,0,0,421,,,,,,,,,,,,,,,,
BU16810907,GM1681,0,86,2,86,3,,89,81,61,9,0,0,11,,7193,5417,799,0,0,977,,,,,,,,,,,,,,,,
BU16810908,GM1681,0,25,2,25,2,,27,91,70,8,0,0,12,,2493,1918,219,0,0,329,,,,,,,,,,,,,,,,
BU16810909,GM1681,0,14,303,14,210,,224,75,40,5,0,13,18,,16822,8972,1121,0,2916,4037,,,,,,,,,,,,,,,,
BU16811000,GM1681,0,826,84,826,125,,951,69,48,8,0,1,12,,65631,45656,7609,0,951,11414,,,,,,,,,,,,,,,,
BU16811009,GM1681,0,13,0,13,0,,13,83,65,9,0,0,10,,1079,845,117,0,0,130,,,,,,,,,,,,,,,,
BU16811100,GM1681,0,700,72,700,138,,838,81,56,7,0,1,16,,67889,46936,5867,0,838,13410,,,,,,,,,,,,,,,,
BU16811109,GM1681,0,82,185,82,112,,194,71,44,7,0,9,11,,13794,8548,1360,0,1748,2137,,,,,,,,,,,,,,,,
BU16811200,GM1681,0,468,8,468,23,,491,70,50,8,0,0,11,,34359,24542,3927,0,0,5399,,,,,,,,,,,,,,,,
BU16811209,GM1681,0,69,1,69,1,,70,83,64,9,0,0,10,,5791,4466,628,0,0,698,,,,,,,,,,,,,,,,
BU16811300,GM1681,0,312,5,312,9,,321,69,50,9,0,0,10,,22159,16057,2890,0,0,3211,,,,,,,,,,,,,,,,
BU16811309,GM1681,0,25,0,25,0,,25,77,59,9,0,0,9,,1925,1475,225,0,0,225,,,,,,,,,,,,,,,,
BU16811400,GM1681,0,130,2,130,5,,135,81,61,9,0,0,11,,10898,8207,1211,0,0,1480,,,,,,,,,,,,,,,,
BU16811409,GM1681,0,27,2,27,25,,52,77,35,5,0,4,33,,4002,1819,260,0,208,1715,,,,,,,,,,,,,,,,
BU16811500,GM1681,0,1001,48,1001,92,,1093,69,48,8,0,1,12,,75383,52440,8740,0,1093,13110,,,,,,,,,,,,,,,,
BU16811501,GM1681,0,143,4,143,7,,150,76,57,9,0,0,10,,11425,8568,1353,0,0,1503,,,,,,,,,,,,,,,,
BU16811502,GM1681,0,24,0,24,0,,24,81,63,9,0,0,10,,1944,1512,216,0,0,240,,,,,,,,,,,,,,,,
BU16811509,GM1681,0,15,4,15,19,,34,64,42,4,0,2,17,,2169,1423,136,0,68,576,,,,,,,,,,,,,,,,
BU16811600,GM1681,0,1431,82,1431,151,,1582,73,51,8,0,1,13,,115470,80671,12654,0,1582,20563,,,,,,,,,,,,,,,,
BU16811601,GM1681,0,30,3,30,11,,41,75,53,7,0,2,12,,3075,2173,287,0,82,492,,,,,,,,,,,,,,,,
BU16811602,GM1681,0,22,1,22,0,,22,80,61,9,0,0,10,,1766,1347,199,0,0,221,,,,,,,,,,,,,,,,
BU16811609,GM1681,0,29,1,29,5,,34,82,56,8,0,1,17,,2794,1908,273,0,34,579,,,,,,,,,,,,,,,,
BU16840116,GM1684,0,10,12,10,15,,25,105,68,6,0,12,20,,2643,1712,151,0,302,503,,,,,,,,,,,,,,,,
BU16840118,GM1684,0,90,8,90,12,,102,81,59,9,0,2,11,,8288,6037,921,0,205,1126,,,,,,,,,,,,,,,,
BU16840207,GM1684,0,29,8,29,14,,43,74,49,7,0,3,16,,3163,2095,299,0,128,684,,,,,,,,,,,,,,,,
BU16840209,GM1684,0,125,8,125,14,,139,76,55,9,0,2,11,,10585,7660,1253,0,279,1532,,,,,,,,,,,,,,,,
BU16840217,GM1684,0,16,20,16,126,,142,129,80,3,0,12,34,,18368,11391,427,0,1709,4841,,,,,,,,,,,,,,,,
BU16840303,GM1684,0,391,14,391,29,,420,67,46,8,0,1,12,,28170,19341,3364,0,420,5045,,,,,,,,,,,,,,,,
BU16840315,GM1684,0,108,9,108,4,,112,80,59,9,0,0,11,,8954,6604,1007,0,0,1231,,,,,,,,,,,,,,,,
BU16840410,GM1684,0,553,23,553,53,,606,68,46,8,0,1,13,,41195,27867,4846,0,606,7876,,,,,,,,,,,,,,,,
BU16840419,GM1684,0,140,25,140,57,,197,72,51,7,0,2,12,,14201,10059,1381,0,394,2367,,,,,,,,,,,,,,,,
BU16840601,GM1684,0,1582,70,1582,54,,1636,53,34,8,0,0,11,,86732,55639,13092,0,0,18001,,,,,,,,,,,,,,,,
BU16840602,GM1684,0,2284,444,2284,813,,3097,62,32,6,0,2,22,,191995,99094,18580,0,6193,68127,,,,,,,,,,,,,,,,
BU16840611,GM1684,0,102,76,102,566,,668,87,37,2,0,6,41,,58103,24711,1336,0,4007,27382,,,,,,,,,,,,,,,,
BU16840612,GM1684,0,19,0,19,0,,19,82,64,9,0,0,10,,1558,1216,171,0,0,190,,,,,,,,,,,,,,,,
BU16840613,GM1684,0,2870,63,2870,152,,3022,46,27,7,0,0,11,,138994,81583,21151,0,0,33238,,,,,,,,,,,,,,,,
BU16840614,GM1684,0,20,4,20,10,,30,86,58,8,0,8,13,,2620,1767,244,0,244,396,,,,,,,,,,,,,,,,
BU16840620,GM1684,0,1408,173,1408,170,,1578,51,32,7,0,1,12,,80473,50493,11045,0,1578,18935,,,,,,,,,,,,,,,,
BU16841105,GM1684,0,931,53,931,89,,1020,66,45,8,0,1,12,,67295,45883,8157,0,1020,12235,,,,,,,,,,,,,,,,
BU16841106,GM1684,0,237,34,237,42,,279,79,56,8,0,1,14,,22025,15612,2230,0,279,3903,,,,,,,,,,,,,,,,
BU16841404,GM1684,0,138,10,138,46,,184,77,53,7,0,4,12,,14195,9771,1290,0,737,2212,,,,,,,,,,,,,,,,
BU16841408,GM1684,0,65,3,65,2,,67,79,58,9,0,0,11,,5313,3901,605,0,0,740,,,,,,,,,,,,,,,,
BU16850000,GM1685,0,2603,184,2603,541,,3144,65,40,7,0,2,16,,204367,125764,22009,0,6288,50306,,,,,,,,,,,,,,,,
BU16850007,GM1685,0,165,260,165,196,,361,81,53,7,0,9,12,,29275,19155,2530,0,3253,4337,,,,,,,,,,,,,,,,
BU16850008,GM1685,0,156,9,156,15,,171,79,56,8,0,1,13,,13492,9564,1366,0,171,2220,,,,,,,,,,,,,,,,
BU16850009,GM1685,0,13,1,13,0,,13,75,54,10,0,0,11,,1005,724,134,0,0,147,,,,,,,,,,,,,,,,
BU16850100,GM1685,0,618,26,618,85,,703,65,45,8,0,1,12,,45705,31642,5625,0,703,8438,,,,,,,,,,,,,,,,
BU16850109,GM1685,0,76,16,76,62,,138,61,42,5,0,1,12,,8427,5802,691,0,138,1658,,,,,,,,,,,,,,,,
BU16850200,GM1685,0,2118,108,2118,292,,2410,60,38,8,0,1,13,,144620,91593,19283,0,2410,31334,,,,,,,,,,,,,,,,
BU16850201,GM1685,0,85,13,85,80,,165,58,36,5,0,1,15,,9557,5932,824,0,165,2472,,,,,,,,,,,,,,,,
BU16850202,GM1685,0,176,13,176,24,,200,75,52,8,0,1,13,,15034,10424,1604,0,200,2606,,,,,,,,,,,,,,,,
BU16850207,GM1685,0,130,9,130,8,,138,77,56,9,0,1,11,,10588,7700,1238,0,138,1513,,,,,,,,,,,,,,,,
BU16850208,GM1685,0,77,5,77,24,,101,72,52,8,0,2,10,,7258,5242,806,0,202,1008,,,,,,,,,,,,,,,,
BU16850209,GM1685,0,95,3,95,21,,116,76,54,8,0,1,15,,8833,6276,930,0,116,1743,,,,,,,,,,,,,,,,
BU16850909,GM1685,0,52,4,52,4,,56,78,56,8,0,1,13,,4355,3127,447,0,56,726,,,,,,,,,,,,,,,,
BU16900000,GM1690,0,2465,199,2465,546,,3011,65,42,7,0,1,15,,195690,126446,21074,0,3011,45159,,,,,,,,,,,,,,,,
BU16900009,GM1690,0,306,128,306,110,,416,74,52,7,0,3,12,,30797,21641,2913,0,1249,4994,,,,,,,,,,,,,,,,
BU16900100,GM1690,0,220,8,220,22,,242,72,52,8,0,1,11,,17426,12586,1936,0,242,2662,,,,,,,,,,,,,,,,
BU16900109,GM1690,0,103,9,103,27,,130,84,53,7,0,1,22,,10878,6864,907,0,130,2849,,,,,,,,,,,,,,,,
BU16900200,GM1690,0,214,20,214,26,,240,64,44,8,0,1,12,,15342,10547,1918,0,240,2877,,,,,,,,,,,,,,,,
BU16900209,GM1690,0,123,9,123,2,,125,79,61,9,0,0,10,,9845,7602,1122,0,0,1246,,,,,,,,,,,,,,,,
BU16900300,GM1690,0,107,7,107,10,,117,76,57,8,0,1,10,,8924,6693,939,0,117,1174,,,,,,,,,,,,,,,,
BU16900309,GM1690,0,87,6,87,2,,89,86,67,9,0,0,10,,7667,5973,802,0,0,892,,,,,,,,,,,,,,,,
BU16900400,GM1690,0,48,2,48,7,,55,79,57,9,0,2,11,,4357,3143,496,0,110,607,,,,,,,,,,,,,,,,
BU16900409,GM1690,0,174,40,174,42,,216,82,61,8,0,2,11,,17703,13169,1727,0,432,2375,,,,,,,,,,,,,,,,
BU16900500,GM1690,0,104,3,104,9,,113,73,53,9,0,1,10,,8222,5969,1014,0,113,1126,,,,,,,,,,,,,,,,
BU16900509,GM1690,0,167,15,167,4,,171,82,63,9,0,0,10,,14062,10804,1543,0,0,1715,,,,,,,,,,,,,,,,
BU16900600,GM1690,0,136,5,136,16,,152,69,48,8,0,0,12,,10460,7276,1213,0,0,1819,,,,,,,,,,,,,,,,
BU16900609,GM1690,0,130,16,130,45,,175,89,61,7,0,3,18,,15595,10689,1227,0,526,3154,,,,,,,,,,,,,,,,
BU16900700,GM1690,0,86,12,86,35,,121,98,73,7,0,2,16,,11833,8814,845,0,241,1932,,,,,,,,,,,,,,,,
BU16900709,GM1690,0,58,209,58,128,,186,86,52,5,0,9,19,,16027,9691,932,0,1677,3541,,,,,,,,,,,,,,,,
BU16900800,GM1690,0,1294,100,1294,289,,1583,67,44,7,0,1,15,,106032,69633,11078,0,1583,23739,,,,,,,,,,,,,,,,
BU16900801,GM1690,0,28,1,28,0,,28,83,65,8,0,0,10,,2327,1822,224,0,0,280,,,,,,,,,,,,,,,,
BU16900802,GM1690,0,10,1,10,0,,10,90,71,9,0,0,10,,903,712,90,0,0,100,,,,,,,,,,,,,,,,
BU16900803,GM1690,0,31,5,31,13,,44,111,78,6,0,3,24,,4928,3463,266,0,133,1066,,,,,,,,,,,,,,,,
BU16900804,GM1690,0,22,4,22,2,,24,87,68,8,0,1,10,,2051,1603,189,0,24,236,,,,,,,,,,,,,,,,
BU16900809,GM1690,0,285,76,285,61,,346,79,59,8,0,2,10,,27361,20434,2771,0,693,3463,,,,,,,,,,,,,,,,
BU16900900,GM1690,0,21,1,21,0,,21,86,66,9,0,0,10,,1829,1404,191,0,0,213,,,,,,,,,,,,,,,,
BU16900909,GM1690,0,21,60,21,40,,61,72,44,6,0,10,12,,4358,2663,363,0,605,726,,,,,,,,,,,,,,,,
BU16901000,GM1690,0,126,10,126,11,,137,72,53,8,0,1,10,,9875,7269,1097,0,137,1372,,,,,,,,,,,,,,,,
BU16901009,GM1690,0,23,24,23,13,,36,86,62,7,0,5,12,,3115,2245,254,0,181,435,,,,,,,,,,,,,,,,
BU16901100,GM1690,0,1093,77,1093,319,,1412,63,42,7,0,1,13,,88974,59316,9886,0,1412,18360,,,,,,,,,,,,,,,,
BU16901101,GM1690,0,42,3,42,1,,43,82,63,9,0,0,10,,3511,2697,385,0,0,428,,,,,,,,,,,,,,,,
BU16901102,GM1690,0,112,13,112,8,,120,72,52,8,0,0,11,,8611,6219,957,0,0,1316,,,,,,,,,,,,,,,,
BU16901103,GM1690,0,60,4,60,10,,70,83,61,8,0,2,11,,5790,4255,558,0,140,767,,,,,,,,,,,,,,,,
BU16901104,GM1690,0,30,2,30,2,,32,78,60,8,0,0,10,,2495,1919,256,0,0,320,,,,,,,,,,,,,,,,
BU16901105,GM1690,0,188,22,188,8,,196,80,61,8,0,1,10,,15679,11956,1568,0,196,1960,,,,,,,,,,,,,,,,
BU16901109,GM1690,0,99,20,99,33,,132,82,51,7,0,2,22,,10850,6748,926,0,265,2911,,,,,,,,,,,,,,,,
BU16901200,GM1690,0,496,41,496,47,,543,63,42,8,0,1,12,,34208,22805,4344,0,543,6516,,,,,,,,,,,,,,,,
BU16901201,GM1690,0,106,10,106,38,,144,89,59,7,0,1,22,,12848,8517,1011,0,144,3176,,,,,,,,,,,,,,,,
BU16901202,GM1690,0,62,2,62,0,,62,82,63,8,0,0,10,,5101,3919,498,0,0,622,,,,,,,,,,,,,,,,
BU16901203,GM1690,0,67,3,67,2,,69,71,51,9,0,0,10,,4910,3527,622,0,0,692,,,,,,,,,,,,,,,,
BU16901209,GM1690,0,257,183,257,104,,361,78,54,7,0,4,12,,28165,19499,2528,0,1444,4333,,,,,,,,,,,,,,,,
BU16901300,GM1690,0,1224,86,1224,269,,1493,64,41,7,0,1,14,,95550,61212,10451,0,1493,20902,,,,,,,,,,,,,,,,
BU16901309,GM1690,0,107,12,107,59,,166,92,66,7,0,6,13,,15254,10943,1161,0,995,2155,,,,,,,,,,,,,,,,
BU16950000,GM1695,1,753,88,753,107,,860,60,37,8,0,2,14,,51617,31831,6882,0,1721,12044,,,,,,,,,,,,,,,,
BU16950001,GM1695,1,247,194,247,130,,377,76,47,8,0,8,13,,28667,17728,3018,0,3018,4904,,,,,,,,,,,,,,,,
BU16950009,GM1695,1,46,102,46,72,,118,74,41,6,0,15,12,,8756,4852,710,0,1775,1420,,,,,,,,,,,,,,,,
BU16950100,GM1695,1,904,108,904,123,,1027,53,32,7,0,1,12,,54455,32879,7192,0,1027,12329,,,,,,,,,,,,,,,,
BU16950109,GM1695,1,48,73,48,91,,139,66,36,5,0,10,15,,9199,5018,697,0,1394,2091,,,,,,,,,,,,,,,,
BU16950200,GM1695,1,203,7,203,9,,212,57,37,8,0,1,11,,12064,7831,1693,0,212,2328,,,,,,,,,,,,,,,,
BU16950209,GM1695,1,42,16,42,103,,145,53,29,3,0,3,17,,7686,4205,435,0,435,2465,,,,,,,,,,,,,,,,
