BU_CODE,GM_code,nrWEQ [WEQ],nrWEQwoning [WEQ],nrWEQutil [WEQ],,H01_Vraag_totaal [ giga J per WEQ*yr],H02_Vraag_RV [ giga J per WEQ*yr],H03_Vraag_TW [ giga J per WEQ*yr],H04_Vraag_Vent [ giga J per WEQ*yr],H05_Vraag_K [ giga J per WEQ*yr],H06_Vraag_App [ giga J per WEQ*yr],,H01_Vraag_totaal [ giga J per yr],H02_Vraag_RV [ giga J per yr],H03_Vraag_TW [ giga J per yr],H04_Vraag_Vent [ giga J per yr],H05_Vraag_K [ giga J per yr],H06_Vraag_App [ giga J per yr]
GM0599_3_144,GM0599,245,240,5,,29,13,6,0,0,10,,7105,3185,1470,0,0,2450
GM0599_3_146,GM0599,122.930769,91,31.9307692,,57,28,7,0,10,12,,7007.053833,3442.061532,860.515383,0,1229.30769,1475.169228
GM0599_3_148,GM0599,238.753846,224,14.7538462,,31,13,6,0,2,10,,7401.369226,3103.799998,1432.523076,0,477.507692,2387.53846
GM0599_3_134,GM0599,243.653846,179,64.6538462,,48,15,6,0,3,24,,11695.38461,3654.80769,1461.923076,0,730.961538,5847.692304
GM0599_3_135,GM0599,286.115385,282,4.11538462,,44,24,8,1,0,11,,12589.07694,6866.76924,2288.92308,286.115385,0,3147.269235
GM0599_3_138,GM0599,188.730769,188,0.730769231,,52,32,8,1,0,10,,9813.999988,6039.384608,1509.846152,188.730769,0,1887.30769
GM0599_3_27,GM0599,354.523077,285,69.5230769,,57,28,7,1,3,18,,20207.81539,9926.646156,2481.661539,354.523077,1063.569231,6381.415386
GM0599_3_18,GM0599,492.992308,492,0.992307692,,28,13,7,0,0,9,,13803.78462,6408.900004,3450.946156,0,0,4436.930772
GM0599_3_29,GM0599,271.2,258,13.2,,47,26,7,1,1,11,,12746.4,7051.2,1898.4,271.2,271.2,2983.2
GM0599_3_66,GM0599,285.246154,255,30.2461538,,35,13,6,0,2,14,,9983.61539,3708.200002,1711.476924,0,570.492308,3993.446156
GM0599_3_68,GM0599,243.246154,243,0.246153846,,49,29,8,1,0,10,,11919.06155,7054.138466,1945.969232,243.246154,0,2432.46154
GM0599_3_83,GM0599,167.330769,40,127.330769,,71,20,3,0,10,38,,11880.4846,3346.61538,501.992307,0,1673.30769,6358.569222
GM0599_3_94,GM0599,390.7,380,10.7,,39,21,7,1,1,10,,15237.3,8204.7,2734.9,390.7,390.7,3907
GM0599_3_124,GM0599,265.284615,236,29.2846154,,40,18,7,0,3,11,,10611.3846,4775.12307,1856.992305,0,795.853845,2918.130765
GM0599_3_119,GM0599,265.684615,229,36.6846154,,35,15,7,1,1,11,,9298.961525,3985.269225,1859.792305,265.684615,265.684615,2922.530765
GM0599_3_43,GM0599,166.646154,89,77.6461538,,55,28,5,1,3,18,,9165.53847,4666.092312,833.23077,166.646154,499.938462,2999.630772
GM0599_3_67,GM0599,437.215385,431,6.21538462,,35,17,8,0,1,10,,15302.53848,7432.661545,3497.72308,0,437.215385,4372.15385
GM0599_5_98,GM0599,245,245,0,,40,22,8,1,0,10,,9800,5390,1960,245,0,2450
GM0599_5_100,GM0599,255,255,0,,41,23,8,1,0,10,,10455,5865,2040,255,0,2550
GM0599_5_134,GM0599,301.415385,235,66.4153846,,51,20,6,0,4,20,,15372.18464,6028.3077,1808.49231,0,1205.66154,6028.3077
GM0599_5_39,GM0599,217.176923,211,6.17692308,,45,26,8,1,1,11,,9772.961535,5646.599998,1737.415384,217.176923,217.176923,2388.946153
GM0599_5_54,GM0599,370,370,0,,27,13,5,0,0,8,,9990,4810,1850,0,0,2960
GM0599_3_73,GM0599,240.846154,181,59.8461538,,46,18,6,0,6,16,,11078.92308,4335.230772,1445.076924,0,1445.076924,3853.538464
GM0599_3_72,GM0599,368.161538,344,24.1615385,,46,24,8,1,1,11,,16935.43075,8835.876912,2945.292304,368.161538,368.161538,4049.776918
GM1621_75,GM1621,117.446154,112,5.44615385,,46,25,9,1,1,11,,5402.523084,2936.15385,1057.015386,117.446154,117.446154,1291.907694
GM0599_3_100,GM0599,216,216,0,,45,26,8,1,0,10,,9720,5616,1728,216,0,2160
GM0599_3_120,GM0599,178.538462,168,10.5384615,,47,24,7,1,1,13,,8391.307714,4284.923088,1249.769234,178.538462,178.538462,2321.000006
GM0599_3_111,GM0599,148.623077,146,2.62307692,,51,31,8,1,0,11,,7579.776927,4607.315387,1188.984616,148.623077,0,1634.853847
GM0599_3_145,GM0599,136.146154,102,34.1461538,,56,22,6,1,3,25,,7624.184624,2995.215388,816.876924,136.146154,408.438462,3403.65385
GM0599_3_131,GM0599,400.115385,383,17.1153846,,30,13,6,0,1,10,,12003.46155,5201.500005,2400.69231,0,400.115385,4001.15385
GM0599_3_14,GM0599,266.692308,243,23.6923077,,46,25,7,1,1,13,,12267.84617,6667.3077,1866.846156,266.692308,266.692308,3467.000004
GM0599_3_41,GM0599,287.746154,287,0.746153846,,45,26,8,1,0,10,,12948.57693,7481.400004,2301.969232,287.746154,0,2877.46154
GM0599_3_46,GM0599,305.038462,269,36.0384615,,35,14,6,0,1,14,,10676.34617,4270.538468,1830.230772,0,305.038462,4270.538468
GM0599_3_106,GM0599,102.292308,101,1.29230769,,30,14,6,0,0,9,,3068.76924,1432.092312,613.753848,0,0,920.630772
GM0599_3_108,GM0599,363.423077,362,1.42307692,,29,14,7,0,0,9,,10539.26923,5087.923078,2543.961539,0,0,3270.807693
GM0599_3_123,GM0599,602.276923,537,65.2769231,,32,15,6,0,1,11,,19272.86154,9034.153845,3613.661538,0,602.276923,6625.046153
GM0599_3_122,GM0599,276.038462,265,11.0384615,,30,14,5,0,1,10,,8281.15386,3864.538468,1380.19231,0,276.038462,2760.38462
GM0599_3_118,GM0599,124.1,118,6.1,,32,13,7,0,1,11,,3971.2,1613.3,868.7,0,124.1,1365.1
GM0599_3_149,GM0599,309.184615,299,10.1846154,,30,12,7,0,0,10,,9275.53845,3710.21538,2164.292305,0,0,3091.84615
GM0599_3_137,GM0599,207.4,205,2.4,,30,13,7,0,0,9,,6222,2696.2,1451.8,0,0,1866.6
GM0599_3_9,GM0599,81,81,0,,29,15,5,0,0,8,,2349,1215,405,0,0,648
GM0599_3_25,GM0599,782.061538,774,8.06153846,,29,14,6,0,0,9,,22679.7846,10948.86153,4692.369228,0,0,7038.553842
GM0599_3_13,GM0599,136.892308,114,22.8923077,,37,12,5,0,3,17,,5065.015396,1642.707696,684.46154,0,410.676924,2327.169236
GM0599_3_12,GM0599,634.092308,589,45.0923077,,32,14,6,0,1,10,,20290.95386,8877.292312,3804.553848,0,634.092308,6340.92308
GM0599_3_47,GM0599,106.930769,76,30.9307692,,44,19,6,1,5,13,,4704.953836,2031.684611,641.584614,106.930769,534.653845,1390.099997
GM0599_3_49,GM0599,199.646154,193,6.64615385,,30,12,7,0,1,9,,5989.38462,2395.753848,1397.523078,0,199.646154,1796.815386
GM0599_3_31,GM0599,265.569231,230,35.5692308,,37,14,7,0,2,14,,9826.061547,3717.969234,1858.984617,0,531.138462,3717.969234
GM0599_3_54,GM0599,251.461538,164,87.4615385,,41,12,5,0,3,20,,10309.92306,3017.538456,1257.30769,0,754.384614,5029.23076
GM0599_3_71,GM0599,464.284615,462,2.28461538,,29,14,7,0,0,8,,13464.25384,6499.98461,3249.992305,0,0,3714.27692
GM0599_3_77,GM0599,266.853846,261,5.85384615,,28,12,6,0,1,9,,7471.907688,3202.246152,1601.123076,0,266.853846,2401.684614
GM0599_3_79,GM0599,44,44,0,,29,15,5,0,0,8,,1276,660,220,0,0,352
GM0599_3_78,GM0599,183.430769,177,6.43076923,,31,14,6,0,0,10,,5686.353839,2568.030766,1100.584614,0,0,1834.30769
GM0599_3_117,GM0599,310.969231,294,16.9692308,,30,14,6,0,0,9,,9329.07693,4353.569234,1865.815386,0,0,2798.723079
GM0599_3_114,GM0599,87.8461538,85,2.84615385,,35,17,7,1,1,10,,3074.615383,1493.384615,614.9230766,87.8461538,87.8461538,878.461538
GM0599_3_69,GM0599,72.0230769,63,9.02307692,,37,13,7,0,3,13,,2664.853845,936.2999997,504.1615383,0,216.0692307,936.2999997
GM0599_3_55,GM0599,492.830769,468,24.8307692,,32,14,6,0,1,10,,15770.58461,6899.630766,2956.984614,0,492.830769,4928.30769
GM0599_3_80,GM0599,633.830769,533,100.830769,,35,13,5,0,2,15,,22184.07692,8239.799997,3169.153845,0,1267.661538,9507.461535
GM0599_3_75,GM0599,414.561538,373,41.5615385,,30,14,6,0,1,9,,12436.84614,5803.861532,2487.369228,0,414.561538,3731.053842
GM0599_3_109,GM0599,220.184615,205,15.1846154,,30,13,7,0,1,9,,6605.53845,2862.399995,1541.292305,0,220.184615,1981.661535
GM0599_3_112,GM0599,242.369231,182,60.3692308,,40,17,6,0,2,15,,9694.76924,4120.276927,1454.215386,0,484.738462,3635.538465
GM0599_3_147,GM0599,238,238,0,,26,12,5,0,0,8,,6188,2856,1190,0,0,1904
GM0599_3_26,GM0599,345.715385,339,6.71538462,,29,14,6,0,0,9,,10025.74617,4840.01539,2074.29231,0,0,3111.438465
GM0599_3_48,GM0599,315.484615,247,68.4846154,,33,13,6,0,2,11,,10410.9923,4101.299995,1892.90769,0,630.96923,3470.330765
GM0599_3_50,GM0599,411.1,363,48.1,,33,15,7,1,1,11,,13566.3,6166.5,2877.7,411.1,411.1,4522.1
GM0599_3_53,GM0599,281,281,0,,29,14,6,0,0,8,,8149,3934,1686,0,0,2248
GM0599_3_70,GM0599,210.923077,209,1.92307692,,30,13,8,1,0,8,,6327.69231,2742.000001,1687.384616,210.923077,0,1687.384616
GM0599_3_95,GM0599,322.707692,291,31.7076923,,39,18,7,1,4,10,,12585.59999,5808.738456,2258.953844,322.707692,1290.830768,3227.07692
GM0599_3_105,GM0599,71.2692308,67,4.26923077,,31,13,6,0,1,12,,2209.346155,926.5000004,427.6153848,0,71.2692308,855.2307696
GM0599_3_104,GM0599,610.676923,603,7.67692308,,29,14,6,0,0,9,,17709.63077,8549.476922,3664.061538,0,0,5496.092307
GM0599_3_121,GM0599,53.1769231,45,8.17692308,,39,15,5,0,3,16,,2073.900001,797.6538465,265.8846155,0,159.5307693,850.8307696
GM0599_3_126,GM0599,321.746154,260,61.7461538,,52,25,6,1,4,16,,16730.80001,8043.65385,1930.476924,321.746154,1286.984616,5147.938464
GM0599_3_136,GM0599,330.315385,326,4.31538462,,30,14,7,0,0,9,,9909.46155,4624.41539,2312.207695,0,0,2972.838465
GM0599_3_7,GM0599,527.084615,490,37.0846154,,35,14,7,1,1,12,,18447.96153,7379.18461,3689.592305,527.084615,527.084615,6325.01538
GM0599_3_3,GM0599,584.423077,547,37.4230769,,37,18,7,1,1,11,,21623.65385,10519.61539,4090.961539,584.423077,584.423077,6428.653847
GM0599_3_20,GM0599,74.7923077,71,3.79230769,,30,11,7,0,0,12,,2243.769231,822.7153847,523.5461539,0,0,897.5076924
GM0599_3_23,GM0599,166.192308,164,2.19230769,,29,13,7,0,0,9,,4819.576932,2160.500004,1163.346156,0,0,1495.730772
GM0599_3_28,GM0599,318.746154,136,182.746154,,64,23,4,1,8,28,,20399.75386,7331.161542,1274.984616,318.746154,2549.969232,8924.892312
GM0599_3_11,GM0599,328.938462,321,7.93846154,,32,16,7,0,1,9,,10526.03078,5263.015392,2302.569234,0,328.938462,2960.446158
GM0599_3_40,GM0599,219.076923,208,11.0769231,,32,14,6,0,1,11,,7010.461536,3067.076922,1314.461538,0,219.076923,2409.846153
GM0599_3_42,GM0599,180.584615,150,30.5846154,,40,15,5,0,3,18,,7223.3846,2708.769225,902.923075,0,541.753845,3250.52307
GM0599_3_44,GM0599,211.007692,209,2.00769231,,29,13,7,0,0,9,,6119.223068,2743.099996,1477.053844,0,0,1899.069228
GM0599_3_45,GM0599,323.723077,317,6.72307692,,34,17,7,1,0,9,,11006.58462,5503.292309,2266.061539,323.723077,0,2913.507693
GM0599_3_33,GM0599,173.384615,167,6.38461538,,30,12,7,0,0,11,,5201.53845,2080.61538,1213.692305,0,0,1907.230765
GM0599_3_32,GM0599,327.938462,307,20.9384615,,32,11,7,0,1,12,,10494.03078,3607.323082,2295.569234,0,327.938462,3935.261544
GM0599_3_38,GM0599,244.330769,242,2.33076923,,29,12,8,0,0,9,,7085.592301,2931.969228,1954.646152,0,0,2198.976921
GM0599_3_64,GM0599,166.276923,149,17.2769231,,34,13,7,0,1,13,,5653.415382,2161.599999,1163.938461,0,166.276923,2161.599999
GM0599_3_52,GM0599,215.953846,203,12.9538462,,29,13,6,0,0,10,,6262.661534,2807.399998,1295.723076,0,0,2159.53846
GM0599_3_57,GM0599,403.776923,392,11.7769231,,34,16,7,1,1,9,,13728.41538,6460.430768,2826.438461,403.776923,403.776923,3633.992307
GM0599_3_59,GM0599,231.676923,207,24.6769231,,36,13,7,0,1,14,,8340.369228,3011.799999,1621.738461,0,231.676923,3243.476922
GM0599_3_58,GM0599,82.9230769,79,3.92307692,,34,14,7,1,1,11,,2819.384615,1160.923077,580.4615383,82.9230769,82.9230769,912.1538459
GM0599_3_82,GM0599,211.4,102,109.4,,61,15,3,0,11,31,,12895.4,3171,634.2,0,2325.4,6553.4
GM0599_3_81,GM0599,97.3615385,96,1.36153846,,30,14,6,0,0,9,,2920.846155,1363.061539,584.169231,0,0,876.2538465
GM0599_3_88,GM0599,337.561538,314,23.5615385,,36,15,7,1,1,12,,12152.21537,5063.42307,2362.930766,337.561538,337.561538,4050.738456
GM0599_3_74,GM0599,188.276923,137,51.2769231,,59,28,6,1,6,18,,11108.33846,5271.753844,1129.661538,188.276923,1129.661538,3388.984614
GM0599_3_76,GM0599,429.053846,400,29.0538462,,33,13,7,0,1,12,,14158.77692,5577.699998,3003.376922,0,429.053846,5148.646152
GM0599_3_90,GM0599,127.784615,127,0.784615385,,30,13,8,1,0,8,,3833.53845,1661.199995,1022.27692,127.784615,0,1022.27692
GM0599_3_96,GM0599,108.961538,98,10.9615385,,34,12,7,0,1,14,,3704.692292,1307.538456,762.730766,0,108.961538,1525.461532
GM0599_3_99,GM0599,831.415385,814,17.4153846,,28,13,5,0,0,9,,23279.63078,10808.40001,4157.076925,0,0,7482.738465
GM0599_3_107,GM0599,122.5,118,4.5,,32,15,5,0,1,10,,3920,1837.5,612.5,0,122.5,1225
GM0599_3_129,GM0599,65.9846154,64,1.98461538,,33,16,7,0,1,9,,2177.492308,1055.753846,461.8923078,0,65.9846154,593.8615386
GM0599_3_127,GM0599,126.407692,105,21.4076923,,35,15,5,0,1,14,,4424.26922,1896.11538,632.03846,0,126.407692,1769.707688
GM0599_3_110,GM0599,231.546154,211,20.5461538,,36,16,5,0,2,13,,8335.661544,3704.738464,1157.73077,0,463.092308,3010.100002
GM0599_3_113,GM0599,343.476923,129,214.476923,,69,15,2,0,12,39,,23699.90769,5152.153845,686.953846,0,4121.723076,13395.6
GM0599_3_143,GM0599,261.876923,224,37.8769231,,43,19,7,1,3,14,,11260.70769,4975.661537,1833.138461,261.876923,785.630769,3666.276922
GM0599_3_133,GM0599,481.869231,272,209.869231,,74,33,6,0,10,25,,35658.32309,15901.68462,2891.215386,0,4818.69231,12046.73078
GM0599_3_150,GM0599,252.830769,208,44.8307692,,39,15,6,0,5,13,,9860.399991,3792.461535,1516.984614,0,1264.153845,3286.799997
GM0599_3_0,GM0599,285.192308,272,13.1923077,,36,17,7,1,1,11,,10266.92309,4848.269236,1996.346156,285.192308,285.192308,3137.115388
GM0599_3_2,GM0599,80.0692308,71,9.06923077,,57,33,8,1,4,11,,4563.946156,2642.284616,640.5538464,80.0692308,320.2769232,880.7615388
GM0599_3_4,GM0599,420.453846,406,14.4538462,,34,15,7,1,1,10,,14295.43076,6306.80769,2943.176922,420.453846,420.453846,4204.53846
GM0599_3_6,GM0599,465.053846,463,2.05384615,,24,8,7,0,0,8,,11161.2923,3720.430768,3255.376922,0,0,3720.430768
GM0599_3_22,GM0599,746.669231,730,16.6692308,,29,13,6,0,1,9,,21653.4077,9706.700003,4480.015386,0,746.669231,6720.023079
GM0599_3_19,GM0599,292.776923,269,23.7769231,,38,17,7,1,1,12,,11125.52307,4977.207691,2049.438461,292.776923,292.776923,3513.323076
GM0599_3_17,GM0599,85.0692308,79,6.06923077,,36,18,6,0,2,10,,3062.492309,1531.246154,510.4153848,0,170.1384616,850.692308
GM0599_3_37,GM0599,232.323077,185,47.3230769,,55,31,7,1,3,14,,12777.76924,7202.015387,1626.261539,232.323077,696.969231,3252.523078
GM0599_3_39,GM0599,366.784615,365,1.78461538,,29,14,6,0,0,9,,10636.75384,5134.98461,2200.70769,0,0,3301.061535
GM0599_3_62,GM0599,262.323077,226,36.3230769,,58,33,8,1,4,11,,15214.73847,8656.661541,2098.584616,262.323077,1049.292308,2885.553847
GM0599_3_51,GM0599,237.430769,166,71.4307692,,57,29,6,1,6,15,,13533.55383,6885.492301,1424.584614,237.430769,1424.584614,3561.461535
GM0599_5_92,GM0599,96.0615385,77,19.0615385,,64,33,8,1,4,19,,6147.938464,3170.030771,768.492308,96.0615385,384.246154,1825.169232
GM0599_3_93,GM0599,138.7,133,5.7,,35,18,6,0,1,10,,4854.5,2496.6,832.2,0,138.7,1387
GM0599_3_98,GM0599,228.392308,208,20.3923077,,35,14,6,0,2,13,,7993.73078,3197.492312,1370.353848,0,456.784616,2969.100004
GM0599_5_9,GM0599,157.915385,125,32.9153846,,40,16,6,0,6,11,,6316.6154,2526.64616,947.49231,0,947.49231,1737.069235
GM0599_5_106,GM0599,541.669231,521,20.6692308,,31,14,5,0,1,10,,16791.74616,7583.369234,2708.346155,0,541.669231,5416.69231
GM0599_5_28,GM0599,708.330769,630,78.3307692,,42,19,7,0,2,14,,29749.8923,13458.28461,4958.315383,0,1416.661538,9916.630766
GM0599_5_86,GM0599,232.553846,209,23.5538462,,47,24,7,0,2,14,,10930.03076,5581.292304,1627.876922,0,465.107692,3255.753844
GM0599_6_32,GM0599,361.946154,202,159.946154,,60,18,3,0,8,31,,21716.76924,6515.030772,1085.838462,0,2895.569232,11220.33077
GM0599_6_59,GM0599,436.169231,421,15.1692308,,29,14,6,0,0,9,,12648.9077,6106.369234,2617.015386,0,0,3925.523079
GM0599_3_140,GM0599,441.446154,434,7.44615385,,29,15,6,0,0,9,,12801.93847,6621.69231,2648.676924,0,0,3973.015386
GM0599_3_65,GM0599,976.369231,965,11.3692308,,28,13,6,0,0,9,,27338.33847,12692.8,5858.215386,0,0,8787.323079
GM0599_6_6,GM0599,380.276923,331,49.2769231,,35,13,7,0,2,12,,13309.69231,4943.599999,2661.938461,0,760.553846,4563.323076
GM0599_3_85,GM0599,325,325,0,,29,16,5,0,0,8,,9425,5200,1625,0,0,2600
GM0599_3_97,GM0599,125.453846,104,21.4538462,,37,15,5,0,5,13,,4641.792302,1881.80769,627.26923,0,627.26923,1630.899998
GM0599_6_61,GM0599,107.253846,88,19.2538462,,41,15,6,0,4,17,,4397.407686,1608.80769,643.523076,0,429.015384,1823.315382
GM0599_6_81,GM0599,572.176923,572,0.176923077,,29,13,7,0,0,8,,16593.13077,7438.299999,4005.238461,0,0,4577.415384
GM0599_3_115,GM0599,140.630769,139,1.63076923,,31,15,7,1,0,9,,4359.553839,2109.461535,984.415383,140.630769,0,1265.676921
GM0599_3_130,GM0599,303.546154,295,8.54615385,,31,15,5,0,1,10,,9409.930774,4553.19231,1517.73077,0,303.546154,3035.46154
GM0599_6_9,GM0599,93.4692308,85,8.46923077,,38,17,7,1,3,10,,3551.83077,1588.976924,654.2846156,93.4692308,280.4076924,934.692308
GM0599_6_0,GM0599,663.661538,663,0.661538462,,28,14,6,0,0,8,,18582.52306,9291.261532,3981.969228,0,0,5309.292304
GM0599_3_89,GM0599,144,144,0,,28,15,5,0,0,8,,4032,2160,720,0,0,1152
GM0599_6_97,GM0599,203.315385,28,175.315385,,90,20,1,0,16,52,,18298.38465,4066.3077,203.315385,0,3253.04616,10572.40002
GM0599_4_149,GM0599,817.253846,810,7.25384615,,28,14,6,0,0,9,,22883.10769,11441.55384,4903.523076,0,0,7355.284614
GM0599_4_143,GM0599,4136.96154,0,4136.96154,,96,25,1,0,19,52,,397148.3078,103424.0385,4136.96154,0,78602.26926,215122.0001
GM0599_4_139,GM0599,674.438462,558,116.438462,,40,15,7,1,6,11,,26977.53848,10116.57693,4721.069234,674.438462,4046.630772,7418.823082
GM0599_4_74,GM0599,549.876923,378,171.876923,,46,14,5,0,7,20,,25294.33846,7698.276922,2749.384615,0,3849.138461,10997.53846
GM0599_4_76,GM0599,90.0538462,87,3.05384615,,39,21,8,1,1,9,,3512.100002,1891.13077,720.4307696,90.0538462,90.0538462,810.4846158
GM0599_4_96,GM0599,173.569231,172,1.56923077,,29,15,6,0,0,9,,5033.507699,2603.538465,1041.415386,0,0,1562.123079
GM0599_4_108,GM0599,584.207692,535,49.2076923,,35,16,5,0,2,12,,20447.26922,9347.323072,2921.03846,0,1168.415384,7010.492304
GM0599_4_119,GM0599,160.946154,153,7.94615385,,30,11,7,0,1,11,,4828.38462,1770.407694,1126.623078,0,160.946154,1770.407694
GM0599_4_2,GM0599,646.261538,633,13.2615385,,26,11,5,0,0,9,,16802.79999,7108.876918,3231.30769,0,0,5816.353842
GM0599_4_21,GM0599,380.938462,375,5.93846154,,27,13,5,0,0,8,,10285.33847,4952.200006,1904.69231,0,0,3047.507696
GM0599_4_130,GM0599,417.830769,412,5.83076923,,30,15,5,0,0,9,,12534.92307,6267.461535,2089.153845,0,0,3760.476921
GM0599_4_164,GM0599,225.030769,210,15.0307692,,38,18,7,1,2,10,,8551.169222,4050.553842,1575.215383,225.030769,450.061538,2250.30769
GM0599_4_163,GM0599,155.238462,152,3.23846154,,29,13,6,0,1,8,,4501.915398,2018.100006,931.430772,0,155.238462,1241.907696
GM0599_6_39,GM0599,548.053846,515,33.0538462,,32,13,7,1,1,10,,17537.72307,7124.699998,3836.376922,548.053846,548.053846,5480.53846
GM0599_6_21,GM0599,465.438462,442,23.4384615,,31,14,7,0,1,9,,14428.59232,6516.138468,3258.069234,0,465.438462,4188.946158
GM0599_4_50,GM0599,371.023077,348,23.0230769,,30,14,6,0,0,10,,11130.69231,5194.323078,2226.138462,0,0,3710.23077
GM0599_4_178,GM0599,206,206,0,,28,13,7,0,0,8,,5768,2678,1442,0,0,1648
GM0599_6_41,GM0599,84,84,0,,30,13,7,0,0,10,,2520,1092,588,0,0,840
GM0599_4_94,GM0599,475.269231,467,8.26923077,,28,13,6,0,0,9,,13307.53847,6178.500003,2851.615386,0,0,4277.423079
GM0599_4_206,GM0599,377.823077,320,57.8230769,,44,19,7,0,2,16,,16624.21539,7178.638463,2644.761539,0,755.646154,6045.169232
GM0599_4_80,GM0599,237.261538,237,0.261538462,,31,17,6,0,0,8,,7355.107678,4033.446146,1423.569228,0,0,1898.092304
GM0599_4_106,GM0599,183.915385,179,4.91538462,,31,15,6,0,0,10,,5701.376935,2758.730775,1103.49231,0,0,1839.15385
GM0599_4_123,GM0599,105,105,0,,27,11,7,0,0,8,,2835,1155,735,0,0,840
GM0599_4_118,GM0599,217,217,0,,28,15,5,0,0,8,,6076,3255,1085,0,0,1736
GM0599_4_110,GM0599,68.7384615,40,28.7384615,,63,20,5,0,6,32,,4330.523075,1374.76923,343.6923075,0,412.430769,2199.630768
GM0599_4_17,GM0599,506.615385,310,196.615385,,36,16,4,0,2,15,,18238.15386,8105.84616,2026.46154,0,1013.23077,7599.230775
GM0599_4_1,GM0599,145.6,142,3.6,,29,13,6,0,0,9,,4222.4,1892.8,873.6,0,0,1310.4
GM0599_4_4,GM0599,555.269231,408,147.269231,,44,16,5,0,6,17,,24431.84616,8884.307696,2776.346155,0,3331.615386,9439.576927
GM0599_4_140,GM0599,220.492308,11,209.492308,,37,13,1,0,3,19,,8158.215396,2866.400004,220.492308,0,661.476924,4189.353852
GM0599_4_141,GM0599,46.7923077,40,6.79230769,,46,18,7,0,2,18,,2152.446154,842.2615386,327.5461539,0,93.5846154,842.2615386
GM0599_4_144,GM0599,137.169231,136,1.16923077,,28,13,6,0,0,9,,3840.738468,1783.200003,823.015386,0,0,1234.523079
GM0599_4_146,GM0599,169.715385,152,17.7153846,,34,15,5,0,3,11,,5770.32309,2545.730775,848.576925,0,509.146155,1866.869235
GM0599_4_135,GM0599,215.484615,204,11.4846154,,33,13,7,0,1,11,,7110.992295,2801.299995,1508.392305,0,215.484615,2370.330765
GM0599_4_168,GM0599,382.361538,355,27.3615385,,38,18,7,0,0,12,,14529.73844,6882.507684,2676.530766,0,0,4588.338456
GM0599_4_167,GM0599,72.8615385,64,8.86153846,,37,13,7,0,1,16,,2695.876925,947.2000005,510.0307695,0,72.8615385,1165.784616
GM0599_4_155,GM0599,232.092308,216,16.0923077,,35,15,7,1,1,11,,8123.23078,3481.38462,1624.646156,232.092308,232.092308,2553.015388
GM0599_4_154,GM0599,393.653846,256,137.653846,,55,19,4,0,7,26,,21650.96153,7479.423074,1574.615384,0,2755.576922,10235
GM0599_4_159,GM0599,352.023077,122,230.023077,,72,21,3,0,12,36,,25345.66154,7392.484617,1056.069231,0,4224.276924,12672.83077
GM0599_4_158,GM0599,648.561538,2,646.561538,,65,15,2,0,15,33,,42156.49997,9728.42307,1297.123076,0,9728.42307,21402.53075
GM0599_4_180,GM0599,138.515385,101,37.5153846,,44,13,4,0,6,20,,6094.67694,1800.700005,554.06154,0,831.09231,2770.3077
GM0599_4_188,GM0599,213.853846,197,16.8538462,,34,14,7,1,2,11,,7271.030764,2993.953844,1496.976922,213.853846,427.707692,2352.392306
GM0599_4_175,GM0599,353.138462,353,0.138461538,,37,19,8,1,0,10,,13066.12309,6709.630778,2825.107696,353.138462,0,3531.38462
GM0599_4_174,GM0599,125,125,0,,36,18,8,0,0,10,,4500,2250,1000,0,0,1250
GM0599_4_177,GM0599,603.053846,514,89.0538462,,39,15,7,0,2,15,,23519.09999,9045.80769,4221.376922,0,1206.107692,9045.80769
GM0599_4_56,GM0599,83.8153846,82,1.81538462,,28,13,6,0,1,8,,2346.830769,1089.6,502.8923076,0,83.8153846,670.5230768
GM0599_4_59,GM0599,107,107,0,,35,17,8,0,0,10,,3745,1819,856,0,0,1070
GM0599_4_41,GM0599,162.361538,148,14.3615385,,46,24,7,0,3,12,,7468.630748,3896.676912,1136.530766,0,487.084614,1948.338456
GM0599_4_47,GM0599,290.723077,280,10.7230769,,32,13,7,0,1,10,,9303.138464,3779.400001,2035.061539,0,290.723077,2907.23077
GM0599_4_195,GM0599,619.023077,595,24.0230769,,41,21,7,1,1,11,,25379.94616,12999.48462,4333.161539,619.023077,619.023077,6809.253847
GM0599_4_198,GM0599,245.884615,237,8.88461538,,38,18,7,0,1,11,,9343.61537,4425.92307,1721.192305,0,245.884615,2704.730765
GM0599_4_72,GM0599,331.969231,253,78.9692308,,45,14,6,0,3,22,,14938.6154,4647.569234,1991.815386,0,995.907693,7303.323082
GM0599_4_71,GM0599,453.592308,414,39.5923077,,35,13,6,0,2,13,,15875.73078,5896.700004,2721.553848,0,907.184616,5896.700004
GM0599_4_75,GM0599,120,120,0,,36,18,8,1,0,10,,4320,2160,960,120,0,1200
GM0599_4_61,GM0599,404.061538,345,59.0615385,,40,19,7,1,1,12,,16162.46152,7677.169222,2828.430766,404.061538,404.061538,4848.738456
GM0599_4_63,GM0599,136.130769,126,10.1307692,,40,18,7,0,2,11,,5445.23076,2450.353842,952.915383,0,272.261538,1497.438459
GM0599_4_65,GM0599,151.592308,150,1.59230769,,36,18,8,1,0,11,,5457.323088,2728.661544,1212.738464,151.592308,0,1667.515388
GM0599_4_66,GM0599,1831.87692,167,1664.87692,,73,15,3,0,10,45,,133727.0152,27478.1538,5495.63076,0,18318.7692,82434.4614
