code,name,geo_coordinate,number_of_house_equivalents_residences,number_of_house_equivalents_utility,m2_of_utility,total_heat_demand_of_residences,total_heat_demand_of_utility,total_electricity_demand_of_residences,total_electricity_demand_of_utility,geothermal_available,ht_sources_available,lt_sources_available,preference_W,preference_H,preference_E
BU04847004,Laag Boskoop,"[104057.32722827699, 455122.895475838]",227.0,43.4897,6491.0,11785.3522905,1288.780228345,2909.232,2909.231998921,False,['HTHP0035'],[],0.18651553463401344,0.6800942129456773,0.1333902524203093
BU19040802,Polder Garsten Noord,"[130267.554329284, 474651.328431044]",28.0,0.8576,128.0,1104.07582936,0.0,319.536,319.536,False,"['HTHP0033', 'HTHP0034', 'HTHP0040']",[],0.07142857142857142,0.7857142857142857,0.14285714285714285
BU04847005,Draaistok,"[104736.67485427401, 454712.169375537]",880,114.39580000000001,17074.0,32791.88783199999,6166.096437664,9061.7400016,9061.740005646,False,['HTHP0035'],[],0.1453890869822242,0.4298049087916801,0.4248060042260957
BU19040803,Kanaalzone sector Nigtevecht,"[129904.119640776, 476047.10753632]",0.0,0.0,0,0.0,0.0,0.0,0.0,False,"['HTHP0033', 'HTHP0034', 'HTHP0040']",[],0.0,0.0,0.0
BU04847006,Biezen-West,"[105871.626632331, 454863.909793376]",948.0,51.6101,7703.0,48015.698261519996,3393.115067822,11000.8080018,11000.807997959002,False,['HTHP0035'],[],0.2190482128909645,0.7627985980872287,0.018153189021806803
BU19040804,Nigtevecht Dorp,"[130493.215626804, 476340.451891984]",532.0,14.4318,2154.0,26264.09004492,869.37810477,6274.47600024,6274.475999616,False,"['HTHP0033', 'HTHP0034', 'HTHP0040']",[],0.23266917293233078,0.6817293233082707,0.08560150375939847
BU04847007,Biezen-Oost,"[106799.540172166, 454773.591405996]",266.0,28.2874,4222.0,11887.216429619999,1986.3918497799998,2604.672,2604.6720003399996,False,['HTHP0035'],[],0.37609036866243345,0.5981003755793345,0.025809255758232064
BU19040805,Nigtevecht Garsten,"[130102.89053711199, 476019.375992]",40.0,6.2243,929.0,2595.6635072,343.541355402,539.136,539.136000279,False,"['HTHP0033', 'HTHP0034', 'HTHP0040']",[],0.16575,0.826,0.00825
BU04847008,Zonnedauw,"[103553.048170124, 454300.876399495]",477.0,71.23440000000001,10632.0,27378.87993855,3860.181089352,5123.66399892,5123.664004824001,False,['HTHP0035'],[],0.28643286756979036,0.5516131002535718,0.16195403217663784
BU04847009,Snijdelwijk,"[103872.770407896, 453801.35989708203]",693.0,41.138,6140.0,28202.993681940003,2077.36952586,8071.48799919,8071.4880010199995,False,['HTHP0035'],[],0.3602303101264074,0.5880169260024981,0.05175276387109456
BU04847010,Vogelbuurt,"[103905.961061868, 453347.15436039]",478.0,24.4081,3643.0,21556.323854740003,1683.343454523,5759.49599918,5759.496001517,False,['HTHP0035'],[],0.3445890483685515,0.642294095976839,0.013116855654609556
BU04020905,Landelijk Gebied 95,"[139095.17225719, 467132.792621278]",134.0,341.5392,50976.0,8652.597156380001,28083.080090879997,1774.08000066,1774.0800057600002,False,"['HTHP0028', 'HTHP0033', 'HTHP0034', 'HTHP0040']",[],0.33262984275387125,0.3852301829969986,0.2821399742491301
BU04847011,Voorofschebuurt,"[104562.939709964, 454106.30398830795]",766,77.5994,11582.0,26282.60663306,5709.840999701999,7352.639999776001,7352.639998684001,False,['HTHP0035'],[],0.28435074692196294,0.5320758406683358,0.1835734124097013
BU04847012,Appelbuurt,"[104807.61272791801, 453848.48428691796]",782.0,6.036700000000001,901.0,28644.54502254,594.029466685,7727.400000195999,7727.399999787999,False,['HTHP0035'],[],0.2286700767263427,0.5194884910485933,0.251841432225064
BU04847013,Botanicusbuurt,"[104621.42762338699, 453410.63480020204]",553.0,45.633700000000005,6811.0,20372.62558982,2576.43906198,4541.832000173999,4541.831996982,False,['HTHP0035'],[],0.41453887884267626,0.46614828209764914,0.11931283905967448
BU04847014,Zuidwijk,"[106010.847952589, 453615.466583117]",313.0,24.5823,3669.0,19493.73933681,3283.024311312,3967.70400093,3967.7039998110004,False,['HTHP0035'],[],0.2288470179886313,0.7127531672300909,0.058399814781277766
BU04847015,Spoelwijk,"[107917.815219945, 454860.55218391]",53.0,0.09380000000000001,14.0,4340.0995259,626.393769302,975.74399995,975.7439999999999,False,['HTHP0035'],[],0.0,0.8392155124601123,0.16078448753988775
BU00803601,Camminghaburen-Noord,"[185348.749681657, 580954.2536401789]",1890.0,41.6137,6211.0,74525.11848179999,1973.386608638,17758.440000000002,17758.440002727002,True,"['HTHP0024', 'HTHP0043']",[],0.31235511311429864,0.6841904895912122,0.003454397294489069
BU00803701,Grote Wielen,"[187255.393371101, 582082.287221286]",1.0,6.2109000000000005,927.0,39.43127962,728.930695635,10.475999999999999,10.476000117000002,True,"['HTHP0024', 'HTHP0043']",[],0.0,0.67,0.33
BU16213344,Kruisweg,"[97874.31372354689, 451114.144396702]",77.0,14.74,2200.0,4996.07267005,1313.8000809999999,1163.19600012,1163.196001,False,['HTHP0035'],[],0.15155844155844156,0.7748051948051948,0.07363636363636364
BU18920101,Kern Moerkapelle,"[99382.24161527211, 450867.770109983]",442.0,88.6477,13231.0,22235.92574944,5964.937961801001,5231.12399914,5231.123997405,False,['HTHP0035'],[],0.24184392862352147,0.5601447499651179,0.19801132141136057
BU18920102,Wilde Veenen,"[99008.4658842816, 450952.990757924]",110.0,3.9463,589.0,3163.7361766999998,2160.0297241069998,786.16799998,786.1679997360001,False,['HTHP0035'],[],0.05813373885041339,0.22460762737659723,0.7172586337729893
BU18920103,Moerkapelle-West,"[99038.9455153792, 451131.104091833]",298.0,4.6096,688.0,11554.679305740001,210.58521752,3540.2400000000002,3540.239999712,False,['HTHP0035'],[],0.24213471094510441,0.681112268170926,0.07675302088396968
BU00580000,Dokkum binnen de Bolwerken,"[195738.304169012, 593445.348095689]",850.0,393.53790000000004,58737.0,37808.2053685,33905.728140396,6249.5999998,6249.600001218,False,['HTHP0043'],[],0.6068594470785157,0.336468915249972,0.05667163767151229
BU00580001,Dokkum Noord,"[196257.314886462, 594098.824184507]",584.0,84.1319,12557.0,28181.13744072,6364.755753309,4741.632000168,4741.631993848,False,['HTHP0043'],[],0.1686057327901231,0.6086396498518264,0.22275461735805033
BU00580002,Dokkum Fonteinslanden,"[196005.423368323, 592871.313935619]",918.0,80.3062,11986.0,42815.947870619995,4249.317028918001,7490.124000378,7490.123999202,False,['HTHP0043'],[],0.21790465593250513,0.6685140218462579,0.11358132222123714
BU00580003,Dokkum Fugellan,"[196813.922141332, 593788.281388622]",1124.0,80.601,12030.0,50637.549766640004,8752.01903187,9233.999999884001,9233.99999541,False,['HTHP0043'],[],0.3050103861826927,0.6400831698832568,0.05490644393405046
BU00580004,Dokkum Betterwird,"[194548.377079397, 593795.828822561]",25.0,81.3849,12147.0,1905.84518175,10791.623953155,334.8,334.799999067,False,['HTHP0043'],[],0.25202540110399263,0.469480182512172,0.27849441638383526
BU00580005,Dokkum Hoedemakerspolder,"[195259.09424547802, 593056.037895705]",520.0,379.0056,56568.0,20504.2654024,40987.50562790399,3538.0799999999995,3538.080009912,False,['HTHP0043'],[],0.6086800692727309,0.2553127606870963,0.1360071700401729
BU00580006,Dokkum De Woudhorne,"[194582.96869557898, 592853.735934654]",167.0,142.6564,21292.0,10043.5750393,9360.435009428,1511.928000026,1511.9279928600001,False,['HTHP0043'],[],0.35104472469218045,0.5069886433465186,0.14196663196130083
BU00580007,De Trije Terpen,"[194684.99423955602, 591997.520037755]",171.0,190.4609,28427.0,7393.832542799999,5255.511384858,2106.61199982,2106.612001102,False,['HTHP0043'],[],0.0,0.10275299166829178,0.8972470083317082
BU00580008,Dokkum Weeshuislanden,"[195766.846344684, 594274.129304425]",492.0,22.197100000000002,3313.0,23320.54502592,874.4450739139999,4720.96800018,4720.967999835,False,['HTHP0043'],[],0.10100056843638074,0.7572448781701939,0.14175455339342546
BU00580009,Dokkum Jantjeszeepolder,"[195861.586944243, 592172.918499551]",522.0,150.6562,22486.0,25385.857818660003,6352.559075584,4528.872,4528.872003206,False,['HTHP0043'],[],0.2660683804899086,0.6468387786460078,0.08709284086408361
BU00580010,Dokkum Kooilanden,"[196821.36330499, 592152.673816091]",502.0,0.1139,17.0,23713.085308460002,72.319737264,5717.41199886,5717.4119992999995,False,['HTHP0043'],[],0.0026294820717131465,0.5406374501992032,0.45673306772908356
BU00580011,Dokkum Hogedijken,"[196865.907216275, 593105.863070831]",24.0,73.96130000000001,11039.0,1647.01263816,8841.189113827,401.58000000000004,401.579998505,False,['HTHP0043'],[],0.028474000045154598,0.40373582153577414,0.5677901784190713
BU00580100,Metslawier,"[200190.20620138603, 597301.181059434]",396.0,25.4399,3797.0,15549.924170880002,4360.659205102,3460.8960001439996,3460.8959997119996,False,['HTHP0043'],[],0.07016907236715016,0.7078551994868723,0.22197572814597755
BU00580101,Jouswier,"[200687.24585257602, 595782.908931494]",16.0,1.2261,183.0,736.47867296,55.862589332999995,116.1,116.10000009,False,['HTHP0043'],[],0.0,0.7744854162181251,0.22551458378187486
BU00580102,Niawier,"[198925.994181213, 597891.5853302539]",138.0,7.102,1060.0,7346.5055287800005,725.1118542199999,1239.839999988,1239.83999962,False,['HTHP0043'],[],0.04038344341908916,0.8979377419068059,0.061678814674105
BU00580103,Wetsens,"[198218.96644535603, 595885.889521765]",20.0,1.0318,154.0,1943.9921012,83.199601254,284.832,284.832000068,False,['HTHP0043'],[],0.0,0.9664999999999999,0.0335
BU00580104,Aalsum,"[196476.994381903, 595192.8670841721]",42.0,1.0586,158.0,3483.4549764,77.25677257,628.56000018,628.559999984,False,['HTHP0043'],[],0.0,0.9285714285714286,0.07142857142857144
BU00580105,Oostrum,"[200010.796954715, 594177.666002905]",47.0,1.6951,253.0,2295.78672999,132.18823644399998,392.25599997999996,392.25599991599995,False,['HTHP0043'],[],0.04201291977342704,0.8755492480782194,0.08243783214835347
BU00580107,Verspreide huizen Metslawier,"[200423.07733002698, 597427.645031505]",11.0,1.474,220.0,1106.04739333,2030.14518432,190.476,190.476,True,['HTHP0043'],[],0.0,1.0,0.0
BU00580108,Verspreide huizen Niawier,"[198680.095475753, 597250.9430213]",11.0,0.0,0,806.17061613,0.0,148.82400005,0.0,False,['HTHP0043'],[],0.0,0.9390909090909091,0.06090909090909091
BU00580109,Verspreide huizen Oostrum,"[198987.171925278, 594109.887190994]",28.0,13.353100000000001,1993.0,1922.93206952,1432.680165447,295.344,295.343999331,False,['HTHP0043'],[],0.0,0.8573190779390029,0.14268092206099717
BU00580200,Ee,"[202547.063714465, 593963.684151501]",281.0,22.9341,3423.0,14820.01737897,3412.117475172,2661.120000016,2661.120000399,False,['HTHP0043'],[],0.1464056939501779,0.8049110320284697,0.0486832740213523
BU00580201,Engwierum,"[204679.139027125, 592638.428956227]",196.0,13.7886,2058.0,11580.2101114,2364.6769530720003,1765.908000024,1765.908000318,True,['HTHP0043'],[],0.05892857142857142,0.9054081632653062,0.03566326530612244
BU00580202,Dokkumer Nieuwe Zijlen,"[206349.26450350397, 592648.696104515]",22.0,4.8039000000000005,717.0,1308.03317546,435.620640456,195.407999996,195.40800010499999,False,['HTHP0043'],[],0.15227272727272728,0.7872727272727272,0.06045454545454546
BU00580208,Verspreide huizen Ee,"[202781.628201908, 594972.274068705]",88.0,3.8123,569.0,6756.18167488,341.124728042,1070.4599998400001,1070.459999863,True,['HTHP0043'],[],0.022840909090909092,0.9355681818181818,0.04159090909090909
BU00580209,Verspreide huizen Engwierum,"[205803.369287524, 593743.706230121]",28.0,0.67,100.0,2584.6808848,32.9826991,331.38,331.38,True,['HTHP0043'],[],0.0,0.9642857142857143,0.03571428571428571
BU00580300,Anjum,"[204261.215766086, 598964.310209716]",377.0,49.2048,7344.0,19528.11216577,3788.18035416,3763.008000037,3763.0080010080005,False,['HTHP0043'],[],0.1029124470770301,0.7919783970710575,0.10510915585191237
BU00580301,Lioessens,"[201606.140806231, 599601.022225911]",135.0,10.5592,1576.0,6831.66824595,870.096752448,1230.5159999549999,1230.516000064,False,['HTHP0043'],[],0.05622222222222224,0.8674074074074074,0.0763703703703704
BU00580302,Morra,"[201662.784353164, 598719.481451727]",73.0,3.8793,579.0,3933.9273300399996,396.867151026,654.3720000000001,654.372000114,False,['HTHP0043'],[],0.054246575342465755,0.9138356164383561,0.031917808219178084
BU00580303,Oostmahorn,"[206260.555329546, 599397.7532956629]",31.0,276.7636,41308.0,1349.43601896,14073.7006601,302.976000005,302.97600448000003,False,['HTHP0043'],[],0.01747761262335704,0.296491476418985,0.6860309109576581
BU00580307,Verspreide huizen Anjum,"[204949.98638083102, 599011.255098384]",77.0,7.202500000000001,1075.0,4656.43601885,139.0163168,1026.43199967,1026.431999875,True,['HTHP0043'],[],0.02561400307525365,0.9007164181412947,0.07366957878345151
BU00580308,Verspreide huizen Lioessens,"[202580.41000425897, 600616.72565808]",26.0,0.0268,4.0,1899.7314374999999,0.0,347.76000012000003,347.76,True,['HTHP0043'],[],0.0,0.961923076923077,0.038076923076923085
BU00580309,Verspreide huizen Morra,"[202026.61351011, 597925.5449247321]",29.0,1.3199,197.0,2145.5197472399996,84.935610507,255.563999996,255.56400003599998,True,['HTHP0043'],[],0.0,0.8538699865027447,0.1461300134972553
BU00580400,Oosternijkerk,"[199330.34166738103, 599398.514774694]",322.0,21.8286,3258.0,17140.77725178,3568.3753573800004,3280.5359999999996,3280.5359997660003,False,['HTHP0043'],[],0.07791125372837408,0.8591957494991663,0.06289299677245963
BU00580401,Paesens,"[201473.844569204, 601910.544872766]",110.0,8.616200000000001,1286.0,5737.6793044999995,1287.4935449680002,918.21600002,918.215999666,False,[],[],0.12497390101085283,0.8361434351299178,0.03888266385922925
BU00580408,Verspreide huizen Oosternijkerk,"[199016.49744533, 599337.157722743]",43.0,0.1206,18.0,3246.1105846900005,156.732010686,588.81600005,588.8159999999999,False,['HTHP0043'],[],0.0,0.9458139534883722,0.05418604651162791
BU00580409,Verspreide huizen Paesens,"[201959.34238400802, 601561.4343918529]",14.0,1.9363000000000001,289.0,1313.94786726,0.0,170.1,170.100000035,False,[],[],0.0,0.9764285714285713,0.023571428571428566
BU00580500,Ternaard,"[193496.026886182, 599616.403705209]",524.0,42.665600000000005,6368.0,26300.763030640002,5170.092563359999,4876.452000068,4876.451996896,False,['HTHP0043'],[],0.17613791976475743,0.7382234469509058,0.08563863328433675
BU00580501,Wierum,"[196699.486713076, 601804.846149881]",191.0,9.4604,1412.0,8460.18009442,1321.814738216,1279.1519999900001,1279.151999768,False,[],[],0.1075959642055947,0.8791441228637626,0.013259912930642567
BU00580502,Nes,"[198926.127109528, 601216.072735116]",173.0,8.6363,1289.0,9219.46129567,884.5083248560001,1430.3520000280002,1430.352000378,False,[],[],0.06502890173410406,0.9119075144508672,0.023063583815028908
BU00580503,Moddergat,"[200926.818187509, 602154.6737226429]",143.0,10.1639,1517.0,6586.109005189999,1026.2949481,930.383999974,930.384000536,False,[],[],0.09145356244376869,0.8165592711431494,0.09198716641308197
BU00580506,Verspreide huizen Ternaard,"[193466.804695205, 599746.0388341]",90.0,4.2545,635.0,5615.1737757,509.07083224999997,1032.84,1032.839999975,False,['HTHP0043'],[],0.02766115203015395,0.856463580396334,0.115875267573512
BU00580507,Verspreide huizen Wierum,"[196193.116659945, 601123.1223789239]",14.0,0.0,0,766.8388625800001,0.0,105.299999994,0.0,False,['HTHP0043'],[],0.0,0.905,0.09500000000000003
BU00580508,Verspreide huizen Nes,"[198655.51299878198, 602491.054482959]",23.0,0.8107,121.0,2025.9415482200002,503.71274319300005,313.48799992,313.487999957,False,['HTHP0043'],[],0.0,0.918145216823767,0.08185478317623293
BU00580509,Verspreide huizen Moddergat,"[200278.231654515, 601838.882884713]",6.0,0.6298,94.0,506.69194314000003,48.24936716,38.232000000000006,38.231999976000004,False,[],[],0.0,0.9463530907369179,0.053646909263082125
BU00580600,Holwerd,"[189384.079858898, 598139.015506725]",686.0,67.4288,10064.0,33136.07583244,6387.8420369119995,5704.776000000001,5704.776004768,False,['HTHP0043'],[],0.2354321135244798,0.6862532776362685,0.07831460883925173
BU00580601,Waaxens,"[190385.699855901, 596765.914259309]",19.0,0.8241,123.0,1241.65718808,70.719661062,167.03999999299998,167.03999994,False,['HTHP0043'],[],0.1763157894736842,0.8236842105263159,0.0
BU00580602,Brantgum,"[191215.206903389, 596314.63742471]",97.0,7.6581,1143.0,5039.845181539999,925.177583601,971.2800003599999,971.28000054,False,['HTHP0043'],[],0.09948453608247423,0.8215463917525774,0.07896907216494846
BU00580603,Foudgum,"[192335.254713585, 595526.999551088]",24.0,1.4941,223.0,1882.6445498399999,68.342529689,343.51199999999994,343.51199998799996,False,['HTHP0043'],[],0.08333333333333333,0.8608333333333333,0.05583333333333333
BU00580604,Bornwird,"[193528.30083955897, 594314.393140174]",35.0,4.3148,644.0,2383.4518169000003,162.83106716799998,470.88000015,470.87999985600004,False,['HTHP0043'],[],0.0,0.9045714285714286,0.09542857142857145
BU00580605,Raard,"[191723.111497092, 593605.0964335371]",84.0,4.0736,608.0,4168.344391680001,357.459304704,739.944000012,739.944000064,False,['HTHP0043'],[],0.0779590172453158,0.7805351302379497,0.1415058525167344
BU00580608,Verspreide huizen Holwerd,"[189027.794422349, 598065.653148573]",60.0,31.9389,4767.0,4834.7630334000005,1053.466499568,917.28,917.2799976690001,False,['HTHP0043'],[],0.0974306353330669,0.8607327670481068,0.04183659761882635
BU00580609,Verspreide huizen Brantgum,"[191522.48282774398, 596677.599761336]",11.0,0.804,120.0,1066.28751977,100.76953008,89.89200000000001,89.892,False,['HTHP0043'],[],0.0,0.879090909090909,0.12090909090909091
BU00580700,Hantum,"[193509.87194386302, 597564.195392634]",131.0,5.668200000000001,846.0,6499.917851120001,458.443906866,1155.42,1155.420000126,False,['HTHP0043'],[],0.07533517467579523,0.8375632713200196,0.0871015540041852
BU00580701,Hantumhuizen,"[195578.395369877, 598554.059211003]",50.0,2.6532,396.0,2293.35703,203.993958168,476.28000000000003,476.280000108,False,['HTHP0043'],[],0.026800000000000008,0.8798,0.09340000000000001
BU00580702,Hantumeruitburen,"[196164.677595976, 596893.433060786]",19.0,0.0268,4.0,1699.54818322,0.0,372.60000008000003,372.6,False,['HTHP0043'],[],0.0,0.9652631578947368,0.03473684210526316
BU00580703,Hiaure,"[194038.73239243802, 596141.822923956]",23.0,1.2395,185.0,1601.79620843,82.139905095,295.48800005,295.48799992,False,['HTHP0043'],[],0.0,0.9593501546265029,0.04064984537349724
BU00580708,Verspreide huizen Hantum,"[193394.949661048, 597674.088826999]",34.0,1.2998,194.0,2224.15323848,57.287976124000004,381.78000002,381.779999936,False,['HTHP0043'],[],0.058823529411764705,0.8726470588235293,0.06852941176470588
BU00580709,Verspreide huizen Hantumhuizen,"[195701.572660324, 598649.0134480611]",42.0,5.1791,773.0,3172.1469196199996,494.865971001,467.49599988,467.49599978300006,False,['HTHP0043'],[],0.015714285714285715,0.9526190476190476,0.03166666666666667
BU00590000,Buitenpost,"[205560.96399614302, 585275.585695099]",2316.0,509.8231,76093.0,114147.45972588,37116.02520828201,19689.263999016002,19689.264026776,True,['HTHP0043'],[],0.2738746768716072,0.6417357422732383,0.08438958085515455
BU00590001,Twijzel,"[202569.47318170898, 583688.4967666779]",424.0,58.752300000000005,8769.0,23922.758294,4420.157577618,4646.80799992,4646.808000206999,True,['HTHP0043'],[],0.1393481963944377,0.7889460844978818,0.07170571910768052
BU00590002,Kootstertille,"[202340.10427364, 580923.918366978]",883.0,75.9043,11329.0,44929.08531056,4497.761194649,8827.056000296001,8827.056001555,True,['HTHP0043'],[],0.1676063405673639,0.7124692515227857,0.1199244079098504
BU00590003,Twijzelerheide,"[199044.75782891398, 583960.922406516]",653.0,46.4645,6935.0,34714.41232075,3842.8985612849997,6501.743999779,6501.74400282,True,['HTHP0043'],[],0.11813149445033466,0.7761617890281296,0.10570671652153583
BU00590004,Gerkesklooster,"[209540.13504564101, 584133.61480519]",323.0,39.3424,5872.0,17197.903635100003,2330.3206163520003,3182.4000000170004,3182.400000816,True,['HTHP0043'],[],0.12625852316296018,0.7392947168740259,0.13444675996301392
BU00590005,Verspreide huizen Buitenpost,"[206549.899578875, 585051.04813668]",237.0,28.8033,4299.0,14200.647710489999,1837.981360947,2572.59599928,2572.595998494,True,['HTHP0043'],[],0.011798802283875557,0.6601823171237837,0.3280188805923407
BU00590006,Verspreide huizen Twijzel,"[202511.424036952, 583807.7844213629]",33.0,0.0804,12.0,1794.55134276,99.75136176,398.59199985,398.592,True,['HTHP0043'],[],0.0,0.7875757575757575,0.21242424242424243
