code,name,geo_coordinate,available_heat,neighbourhoods_in_range,used_heat
LTHP0037,W_Gemaal_983,"[105052.0, 450000]",126144,"GM0627_24,GM0627_41,GM0627_9,GM0627_38,GM0627_26,GM0627_3,GM0627_5,GM0627_8",17223.852473076062
LTHP0038,W_Gemaal_1026,"[97752.0, 446300]",126144,"GM1621_28,GM1621_93,GM1621_78,GM1621_41,GM1892_59,GM1892_6",0
LTHP0039,Dataplace  Graan voor Visch Zuid,"[107061.0, 478277]",126144,nan,0
LTHP0040,Cogent Datacenter Amsterdam,"[109382.0, 488727]",126144,nan,0
LTHP0041,RWZI   Zwijndrecht,"[99691.0, 424975]",130508,"GM0642_30,GM0642_51,GM1963_57,GM0642_9,GM1963_20",0
LTHP0042,Naamloze Vennootschap Linde Gas Benelux,"[86963.0, 435384]",135289,"GM0606_24,GM0606_108,GM0606_33,GM0606_22,GM0606_43,GM0606_94,GM0606_78,GM0606_60,GM0606_7,GM0606_112,GM0606_80,GM0606_138,GM0606_39,GM0606_123,GM0606_76,GM0606_73",4256.9421248371655
LTHP0043,RWZI   Leidsche Rijn,"[131140.0, 458465]",223906,"GM1904_8,GM0344_4_46,GM0344_4_43,GM0344_1_100,GM0344_4_6",0
LTHP0044,RWZI   Veenendaal,"[164300.0, 450000]",137313,"GM0345_41,GM0339_5,GM1581_68,GM0345_95",0
LTHP0045,RWZI   Heiloo,"[109871.0, 512162]",137313,nan,0
LTHP0046,RWZI   Horstermeer,"[134890.0, 474262]",142439,nan,0
LTHP0047,RWZI   Gouda,"[108418.0, 446219]",143263,"GM0513_44,GM0513_136,GM0513_143,GM0513_111,GM0513_32,GM0513_87,GM0513_141,GM0513_142,GM0513_130,GM0513_49,GM0513_65,GM1931_54",50383.273546313365
LTHP0048,Switch Datacenters   Amsterdam,"[124451.0, 479656]",143445,"GM0437_19,GM0437_24",0
LTHP0049,RWZI   Hilversum,"[142430.0, 470573]",145066,nan,0
LTHP0050,RWZI   Amstelveen,"[121259.0, 480565]",145186,"GM0362_120,GM0362_129,GM0362_81,GM0362_87",0
LTHP0051,RWZI   Houten,"[137354.0, 448740]",156537,"GM0321_49,GM0321_77,GM0321_80,GM0321_53,GM0356_74,GM0356_57,GM0356_52,GM0356_116",0
LTHP0052,W_Gemaal_625,"[110452.0, 506600]",157680,"GM0383_47,GM0383_60,GM0450_4,GM0450_5",0
LTHP0053,Debanensite NL BV,"[112387.0, 514448]",157680,nan,0
LTHP0054,Uniserver Internet BV,"[112387.0, 514448]",157680,nan,0
LTHP0055,A  Friend of Mine BV,"[123628.0, 487692]",157680,nan,0
LTHP0056,Architectenweb BV,"[127154.0, 486235]",157680,nan,0
LTHP0057,Equinix  Netherlands  BV,"[124631.0, 479274]",157680,GM0437_19,0
LTHP0058,Futurewhiz Media BV,"[122333.0, 485987]",157680,nan,0
LTHP0059,Global Sports Media BV,"[123140.0, 484546]",157680,nan,0
LTHP0060,Google Netherlands BV,"[119884.0, 483433]",157680,nan,0
LTHP0061,Greenhost BV,"[122181.0, 486566]",157680,nan,0
LTHP0062,Grey Matter Entertainment BV,"[117868.0, 483737]",157680,nan,0
LTHP0063,Groupon Netherlands BV,"[123140.0, 484546]",157680,nan,0
LTHP0064,Jobsites BV,"[120666.0, 486221]",157680,nan,0
LTHP0065,Kenes Education BV,"[122937.0, 487852]",157680,nan,0
LTHP0066,Nutrill,"[122279.0, 484474]",157680,nan,0
LTHP0067,Presspage BV,"[125000.0, 479895]",157680,nan,0
LTHP0068,Provarix BV,"[118835.0, 485622]",157680,nan,0
LTHP0069,Rackspace Benelux BV,"[117433.0, 488770]",157680,nan,0
LTHP0070,Realworks BV,"[119868.0, 486415]",157680,nan,0
LTHP0071,SO Wifi BV,"[120537.0, 486511]",157680,nan,0
LTHP0072,Vandebron Energie BV,"[121469.0, 486471]",157680,nan,0
LTHP0073,Yourscene BV,"[119681.0, 486684]",157680,nan,0
LTHP0074,Z24 Media BV,"[124098.0, 486665]",157680,nan,0
LTHP0075,Newest Industry BV,"[78581.0, 390096]",157680,nan,0
LTHP0076,Webawere Internet Solutions BV,"[126247.0, 473467]",157680,"GM0736_43,GM0736_53,GM0736_65",0
LTHP0077,Routit BV,"[170785.0, 448542]",157680,nan,0
LTHP0078,Digimo Media Groep BV,"[104040.0, 488779]",157680,nan,0
LTHP0079,Hosting NL BV,"[104761.0, 486568]",157680,nan,0
LTHP0080,Supercharged Facilities Netherlands BV,"[103565.0, 487660]",157680,nan,0
LTHP0081,Verzekeringssite BV,"[104995.0, 489069]",157680,nan,0
LTHP0082,Adusem BV,"[107791.0, 479317]",157680,nan,0
LTHP0083,Autodata Nederland BV,"[112316.0, 478374]",157680,nan,0
LTHP0084,Basefarm BV,"[111146.0, 476905]",157680,nan,0
LTHP0085,Secure Internet Machines  SIM  BV,"[108678.0, 511411]",157680,nan,0
LTHP0086,Rovitech ICT BV,"[139029.0, 447953]",157680,"GM0321_2,GM0321_46,GM0321_28,GM0321_70,GM0321_6,GM0321_48,GM0321_49,GM0321_68",26494.6624414875
LTHP0087,Telecom  Paper BV,"[140208.0, 449029]",157680,"GM0321_41,GM0321_62,GM0321_12,GM0321_45,GM0321_57,GM0321_5,GM0321_89,GM0321_82,GM0321_34,GM0321_59,GM0321_23,GM0321_76,GM0321_39,GM0321_55,GM0321_27,GM0321_20,GM0321_64,GM0321_46",34993.8876723435
LTHP0088,ASP4All Hosting BV,"[145215.0, 479880]",157680,nan,0
LTHP0089,Proximedia Nederland BV,"[132271.0, 447367]",157680,"GM0353_30,GM0353_41,GM0353_44,GM0353_4,GM0353_40,GM0353_55,GM0353_49,GM0353_46,GM0353_17,GM0353_16,GM0353_3,GM0353_32",0
LTHP0090,Friks Web   Marketing VOF,"[182926.0, 579610]",157680,nan,0
LTHP0091,Datacenter Services BV,"[157203.0, 461869]",157680,"GM0327_33,GM0327_24,GM0327_22,GM0327_3,GM0327_9",11726.695384615385
LTHP0092,Pcextreme BV,"[32026.0, 390679]",157680,"GM0687_40,GM0687_59,GM0687_87,GM0687_88,GM0687_14,GM0687_12,GM0687_75,GM0687_80,GM0687_0,GM0687_73,GM0687_10,GM0687_43,GM0687_71,GM0687_65,GM0687_25,GM0687_74,GM0687_32,GM0687_34,GM0687_66,GM0687_22",10395.900788631676
LTHP0093,Infostrada Statistics BV,"[134615.0, 448614]",157680,"GM0356_74,GM0356_113,GM0356_90,GM0356_115,GM0356_21,GM0356_55,GM0356_60,GM0356_42,GM0356_26,GM0356_101,GM0356_17,GM0356_19,GM0356_72,GM0356_120,GM0356_149,GM0356_136,GM0356_12,GM0356_66,GM0356_82,GM0356_109,GM0356_106",0
LTHP0094,Knowledge Exchange BV,"[135461.0, 449312]",157680,"GM0356_32,GM0356_74,GM0356_139,GM0356_115,GM0356_21,GM0356_57,GM0356_52,GM0356_43,GM0356_42,GM0356_49",1223.0344008879
LTHP0095,Men4Media BV,"[161487.0, 470328]",157680,nan,0
LTHP0096,Disk ad Publishing and Communication BV,"[123317.0, 482820]",157680,"GM0437_13,GM0437_12,GM0437_4,GM0437_31",0
LTHP0097,Le Nez De Saumon BV,"[123843.0, 483068]",157680,"GM0437_13,GM0437_4,GM0437_31,GM0437_6,GM0437_17",0
LTHP0098,Weblab NL BV,"[92484.0, 437460]",157680,"GM0599_1_180,GM0599_1_116,GM0599_1_75,GM0599_1_1,GM0599_1_213,GM0599_1_269,GM0599_1_71,GM0599_1_252,GM0599_1_274,GM0599_1_84,GM0599_1_6,GM0599_2_68,GM0599_1_64,GM0599_1_227,GM0599_1_224,GM0599_1_232,GM0599_1_4,GM0599_1_124,GM0599_1_111,GM0599_2_100,GM0599_1_45,GM0599_1_120,GM0599_1_61,GM0599_1_128,GM0599_1_31,GM0599_1_174,GM0599_1_210,GM0599_1_51,GM0599_1_292,GM0599_1_95,GM0599_1_129,GM0599_1_282,GM0599_1_281,GM0599_2_89,GM0599_2_156,GM0599_2_187,GM0599_2_173",2652.3855203619905
LTHP0099,Weblab NL BV,"[92484.0, 437460]",157680,"GM0599_1_180,GM0599_1_116,GM0599_1_75,GM0599_1_1,GM0599_1_213,GM0599_1_269,GM0599_1_71,GM0599_1_252,GM0599_1_274,GM0599_1_84,GM0599_1_6,GM0599_2_68,GM0599_1_64,GM0599_1_227,GM0599_1_224,GM0599_1_232,GM0599_1_4,GM0599_1_124,GM0599_1_111,GM0599_2_100,GM0599_1_45,GM0599_1_120,GM0599_1_61,GM0599_1_128,GM0599_1_31,GM0599_1_174,GM0599_1_210,GM0599_1_51,GM0599_1_292,GM0599_1_95,GM0599_1_129,GM0599_1_282,GM0599_1_281,GM0599_2_89,GM0599_2_156,GM0599_2_187,GM0599_2_173",0
LTHP0100,Youwe Concept BV,"[92421.0, 437349]",157680,"GM0599_1_180,GM0599_1_116,GM0599_1_253,GM0599_1_75,GM0599_1_1,GM0599_1_213,GM0599_1_269,GM0599_1_71,GM0599_1_252,GM0599_1_274,GM0599_1_64,GM0599_1_227,GM0599_1_258,GM0599_1_224,GM0599_1_232,GM0599_1_160,GM0599_1_0,GM0599_1_4,GM0599_1_124,GM0599_1_111,GM0599_1_45,GM0599_1_120,GM0599_1_61,GM0599_1_128,GM0599_1_31,GM0599_1_174,GM0599_1_210,GM0599_1_51,GM0599_1_292,GM0599_1_95,GM0599_1_129,GM0599_1_282,GM0599_1_281",0
LTHP0101,Planmen Nederland BV,"[129118.0, 463961]",157680,"GM1904_57,GM1904_0,GM1904_103,GM1904_39,GM1904_93",0
LTHP0102,Autoscout24 Nederland BV,"[135054.0, 443128]",157680,"GM1961_66,GM1961_56,GM1961_85,GM1961_37,GM1961_100,GM1961_71",6974.4502130455385
LTHP0103,Netrex NL BV,"[120860.0, 455465]",157680,"GM0632_79,GM0632_41,GM0632_53,GM0632_61,GM0632_66,GM0632_40,GM0632_78,GM0632_86,GM0632_70,GM0632_16,GM0632_56,GM0632_7,GM0632_44,GM0632_18,GM0632_36,GM0632_92,GM0632_48,GM0632_22,GM0632_63,GM0632_42,GM0632_19,GM0632_93",47843.36054809443
LTHP0104,Pincode Telenet BV,"[121260.0, 454595]",157680,"GM0632_80,GM0632_59,GM0632_86,GM0632_70,GM0632_16,GM0632_44,GM0632_18",28915.21170359541
LTHP0105,EuroFiber Nijverheidsweg  Utrecht,"[134214.0, 457034]",157680,"GM0344_1_137,GM0344_1_106,GM0344_1_2,GM0344_1_118,GM0344_1_146,GM0344_1_20,GM0344_1_88,GM0344_1_180,GM0344_1_68",3691.628959276018
LTHP0106,RAM Infotechnology  Utrecht,"[133904.0, 453432]",157680,"GM0344_4_49,GM0344_4_22,GM0344_3_111,GM0344_3_27",6613.447474236376
LTHP0107,RWZI   Nieuwe Waterweg,"[70431.0, 442877]",164013,"GM0599_7_126,GM0599_7_136",0
LTHP0108,RWZI   Leeuwarden,"[184427.0, 578946]",165538,nan,0
LTHP0109,RWZI   Groenedijk,"[101048.0, 438227]",173930,"GM0542_43,GM0542_7,GM0542_24,GM0502_45,GM0502_133,GM0502_58,GM0502_107,GM0502_70,GM0502_50,GM0502_71,GM0502_30,GM0502_120,GM0502_6,GM0502_24,GM0502_81,GM0502_67,GM0502_7,GM0502_73",10654.175077282911
LTHP0110,RWZI   Walcheren,"[31924.0, 385229]",175074,"GM0718_0,GM0718_69",0
LTHP0111,RWZI   Zeist,"[142873.0, 455509]",175761,"GM0355_77,GM0355_132,GM0355_118,GM0355_28,GM0355_67,GM0355_126,GM0355_108,GM0355_20,GM0355_102,GM0355_9,GM0310_55,GM0355_8,GM0355_50",4621.64705882353
LTHP0112,Sanorice Netherlands BV,"[167214.0, 447208]",179878,"GM0345_5,GM0345_101,GM0345_112,GM0345_48,GM0345_89,GM0345_33,GM0345_6,GM0345_15,GM0345_10",6572.385641025641
LTHP0113,WRK II,"[132757.0, 455781]",189216,"GM0344_4_79,GM0344_4_148,GM0344_4_71,GM0344_4_69,GM0344_4_134,GM0344_4_65,GM0344_4_137,GM0344_4_35,GM0344_4_14,GM0344_4_17,GM0344_4_8,GM0344_4_76,GM0344_4_53,GM0344_4_156,GM0344_4_123,GM0344_4_107",0
LTHP0114,WRK II,"[131647.0, 457014]",189216,"GM0344_4_56,GM0344_4_73,GM0344_4_10,GM0344_4_1,GM0344_4_64,GM0344_4_7,GM0344_4_84,GM0344_4_19,GM0344_4_86,GM0344_4_15,GM0344_4_39,GM0344_4_126,GM0344_4_108,GM0344_4_117,GM0344_4_26,GM0344_4_2,GM0344_4_11",20068.02529104706
LTHP0115,WRK I,"[132530.0, 456201]",189216,"GM0344_4_65,GM0344_4_158,GM0344_4_137,GM0344_4_130,GM0344_4_32,GM0344_4_108,GM0344_4_80,GM0344_4_101,GM0344_4_48,GM0344_4_42,GM0344_4_150,GM0344_4_35,GM0344_4_14,GM0344_4_17,GM0344_4_8,GM0344_4_76,GM0344_4_53,GM0344_4_156,GM0344_4_123,GM0344_4_107",19339.52181272777
LTHP0116,WRK I,"[131410.0, 457535]",189216,"GM0344_4_46,GM0344_4_13,GM0344_4_109,GM0344_4_1,GM0344_4_64,GM0344_4_86,GM0344_4_126,GM0344_4_26,GM0344_4_2,GM0344_4_6,GM0344_4_11",0
LTHP0117,Digital Realty Trust NL   H J E  Wenckebachweg,"[123975.0, 483272]",190530,"GM0437_13,GM0437_4,GM0437_31,GM0437_6,GM0437_17,GM0437_29,GM0437_5",0
LTHP0118,RWZI   Haarlem Waarderpolder,"[105879.0, 490183]",190713,nan,0
LTHP0119,RWZI   Nieuwegein,"[133422.0, 446361]",192238,"GM0353_30,GM0353_41,GM0356_123,GM0356_122,GM0356_16,GM0353_3,GM0353_23,GM0353_32,GM0356_8",9399.783849980862
LTHP0120,RWZI   Velsen,"[105597.0, 497038]",203223,GM0375_48,0
LTHP0121,RWZI   Hoogvliet,"[82417.0, 432428]",206885,"GM0599_7_94,GM0599_7_164,GM0599_7_1",2750.8038881185225
LTHP0122,Archer Daniels Midland Europoort BV,"[68016.0, 441498]",218229,GM0599_7_27,14057.405973788478
LTHP0123,Loders Croklaan BV,"[103277.0, 424496]",218229,"GM0642_81,GM0642_77,GM0642_20,GM0642_33,GM0642_62,GM0642_29,GM0642_17,GM0642_42,GM0642_25,GM0642_69,GM0642_24,GM0642_64,GM0642_27,GM0505_18,GM0505_40,GM0505_9",13066.398799220693
LTHP0124,Sime Darby Unimills BV,"[103277.0, 424496]",218229,"GM0642_81,GM0642_77,GM0642_20,GM0642_33,GM0642_62,GM0642_29,GM0642_17,GM0642_42,GM0642_25,GM0642_69,GM0642_24,GM0642_64,GM0642_27,GM0505_18,GM0505_40,GM0505_9",0
LTHP0125,RWZI   Ridderkerk,"[102289.0, 431886]",219701,"GM0597_36,GM0597_12,GM0597_63,GM0597_76,GM0597_19,GM0597_67",803.6460666139242
LTHP0126,Atom86,"[111566.0, 476520]",220752,"GM0358_17,GM0358_44,GM0358_68,GM0358_4,GM0358_45,GM0358_65",14385.92499420218
LTHP0127,RWZI   Leiden Zuid West,"[92419.0, 461409]",241671,nan,0
LTHP0128,RWZI   Ede,"[170940.0, 450253]",242586,nan,0
LTHP0129,A H  Bunnik BV,"[165355.0, 446648]",248224,"GM0345_79,GM0345_78,GM0345_58,GM0345_24,GM0345_98,GM0340_23,GM0345_20,GM0345_9,GM0345_93",10364.143908903185
LTHP0130,Hoek Foodretail BV,"[167505.0, 449356]",248224,"GM0345_82,GM0345_77,GM0345_26,GM0345_64,GM0345_16,GM0345_108,GM0345_94,GM0345_99,GM0345_25,GM0345_61,GM0345_27,GM0345_39,GM0345_52,GM0345_96,GM0345_45,GM0345_71,GM0345_46,GM0345_37,GM0345_69,GM0345_57",0
LTHP0131,Hoogvliet BV,"[166442.0, 448441]",248224,"GM0345_35,GM0345_36,GM0345_106,GM0345_18,GM0345_1,GM0345_27,GM0345_47,GM0345_115,GM0345_114,GM0345_105,GM0345_96,GM0345_92,GM0345_90,GM0345_113,GM0345_43,GM0345_4,GM0345_116,GM0345_38,GM0345_34,GM0345_56,GM0345_101,GM0345_86,GM0345_11",14751.956851424777
LTHP0132,S  Huibers Veenendaal BV,"[165742.0, 449052]",248224,"GM0345_8,GM0345_59,GM0345_55,GM0345_47,GM0345_115,GM0345_114,GM0345_30,GM0345_105,GM0345_96,GM0345_68,GM0345_22,GM0345_109,GM0345_4,GM0345_104,GM0345_110,GM0345_12,GM0345_13,GM0345_23,GM0345_75,GM0345_76,GM0345_103,GM0345_84,GM0345_32,GM0345_100",3931.0226244343894
LTHP0133,RWZI   Amersfoort,"[152669.0, 465001]",346896,"GM0342_18,GM0307_2_105,GM0307_1_50,GM0307_1_119,GM0307_2_131,GM0342_48",0
LTHP0134,RWZI   Kortenoord,"[103071.0, 442971]",265472,"GM1892_35,GM1892_42,GM1892_26,GM1931_61,GM1892_18,GM1892_43,GM1892_58,GM1892_62",0
LTHP0135,RWZI   Westpoort,"[115092.0, 492034]",313074,nan,0
LTHP0136,Interxion AMS 3,"[112952.0, 477537]",315360,GM0358_33,0
LTHP0137,Interxion AMS 6,"[112612.0, 477662]",315360,nan,0
LTHP0138,RWZI   Zwanenburg,"[110648.0, 486380]",315820,nan,0
LTHP0139,RWZI   Hazerswoude Dorp,"[101232.0, 457130]",346896,nan,0
LTHP0140,RWZI   Goudswaard,"[78093.0, 422722]",346896,"GM1963_127,GM1963_88,GM1963_89,GM1963_33",0
LTHP0141,RWZI   Stompwijk,"[92343.0, 456479]",346896,GM1916_68,0
LTHP0142,RWZI   Gelkenes,"[117478.0, 438146]",346896,"GM1978_65,GM1978_27,GM1978_10",0
LTHP0143,RWZI   Aardam West,"[108442.0, 464392]",346896,nan,0
LTHP0144,RWZI   Langeraar,"[108604.0, 467684]",346896,nan,0
LTHP0145,RWZI   Zuidland,"[77192.0, 424576]",346896,"GM1963_127,GM1930_103",0
LTHP0146,RWZI   Houtrust,"[78269.0, 456222]",346896,"GM0518_2_113,GM0518_2_149,GM0518_2_194,GM0518_4_128,GM0518_2_146,GM0518_2_55,GM0518_2_28,GM0518_2_157,GM0518_2_6,GM0518_2_54,GM0518_2_181,GM0518_4_137,GM0518_4_112,GM0518_4_133,GM0518_4_143,GM0518_4_86,GM0518_4_12,GM0518_4_153,GM0518_4_82,GM0518_4_34,GM0518_4_162,GM0518_2_156",7478.526497044226
LTHP0147,RWZI   Sint Philipsland,"[68985.0, 403488]",346896,GM0716_42,15789.726642417396
LTHP0148,RWZI   Burgum,"[196120.0, 577593]",346896,"GM0737_35,GM0737_14,GM0737_49,GM0737_39,GM0737_10,GM0737_9,GM0737_27,GM0737_52",4304.618332895831
LTHP0149,Promelca BV,"[125195.0, 426844]",349734,"GM0512_9,GM0512_24,GM0512_38,GM0512_19,GM0512_72,GM0512_18,GM0512_58,GM0512_16",47600.819436240934
LTHP0150,De Indruk Internetcommunicatie BV,"[167980.0, 449802]",372546,"GM0345_26,GM0345_64,GM0345_16,GM0345_108,GM0345_46,GM0345_37,GM0345_69,GM0345_57",2122.2986425339363
LTHP0151,WRK III,"[133108.0, 455309]",378432,"GM0344_4_79,GM0344_4_148,GM0344_4_71,GM0344_4_152,GM0344_4_69,GM0344_4_134,GM0344_4_35,GM0344_4_8,GM0344_4_53",311.2941176470588
LTHP0152,WRK III,"[132007.0, 456485]",378432,"GM0344_4_65,GM0344_4_158,GM0344_4_73,GM0344_4_37,GM0344_4_7,GM0344_4_130,GM0344_4_32,GM0344_4_84,GM0344_4_19,GM0344_4_15,GM0344_4_39,GM0344_4_126,GM0344_4_108,GM0344_4_117,GM0344_4_101,GM0344_4_14,GM0344_4_107",0
LTHP0153,S W I F T  Society for Worldwide Interbank Financial Telecommunication SCRL,"[96196.0, 461573]",409968,nan,0
LTHP0154,ABN AMRO Datacenter,"[119957.0, 480657]",409968,"GM0362_166,GM0362_73,GM0362_35,GM0362_175,GM0362_129,GM0362_84,GM0362_81,GM0362_88,GM0362_93,GM0362_25,GM0362_127,GM0362_12,GM0362_104,GM0362_107,GM0362_17,GM0362_152,GM0362_170,GM0362_54,GM0362_132,GM0362_149,GM0362_31",32901.19159815031
LTHP0155,ABN AMRO Datacenter,"[119786.0, 478878]",409968,"GM0362_36,GM0362_18,GM0362_22,GM0362_164,GM0362_72,GM0362_10,GM0362_183,GM0362_159,GM0362_126,GM0362_124,GM0362_146,GM0362_128,GM0362_105,GM0362_184,GM0362_118,GM0362_38,GM0362_23,GM0362_3,GM0362_57,GM0362_33",87242.62039617349
LTHP0156,Interoute Communications Ltd,"[111930.0, 477009]",409968,nan,0
LTHP0157,Interxion AMS 7,"[112589.0, 477228]",409968,"GM0358_9,GM0358_33,GM0358_24",0
LTHP0158,Verizon Schiphol,"[115080.0, 481757]",409968,nan,0
LTHP0159,NLDC   Aalsmeer,"[113091.0, 474818]",409968,"GM0358_51,GM0358_5,GM0358_32,GM0358_27,GM0358_21,GM0358_57,GM0358_8",13504.777918595806
LTHP0160,Datapark Nederland  Alblasserdam,"[105217.0, 430196]",409968,"GM0482_5,GM0482_6,GM0482_16,GM0482_19,GM0482_21,GM0482_11,GM0482_20,GM0482_24,GM0482_27",9201.0407239819
LTHP0161,Dataplace Rotterdam,"[106208.0, 428826]",409968,"GM0482_19,GM0590_23,GM1978_6,GM0590_32",9448.441628959275
LTHP0162,Tele2  POP   Alkmaar  Alkmaar,"[112725.0, 514921]",409968,nan,0
LTHP0163,Datacenter NoordHolland,"[113242.0, 515529]",409968,nan,0
LTHP0164,Tele2  POP   Amersfoort  Amersfoort,"[157171.0, 464869]",409968,"GM0307_2_147,GM0307_2_112,GM0307_2_162,GM0307_2_42,GM0307_2_136,GM0307_2_87",3498.748717948718
LTHP0165,Pink Roccade  Amsterdam  Amsterdam,"[125385.0, 479232]",409968,nan,0
LTHP0166,Tele2  Amsterdam 1   Amsterdam  Amsterdam,"[125519.0, 479117]",409968,nan,0
LTHP0167,Vancis  Amsterdam,"[125507.0, 485536]",409968,nan,0
