code,name,geo_coordinate,available_heat,neighbourhoods_in_range,used_heat
LTHP0325,Jan Prins Zeeuwsche Banier BV,"[61524.0, 389214]",756864,"GM0703_5,GM0703_22,GM0703_1,GM0703_17",3088.1085972850683
LTHP0326,Lamb Weston Meijer VOF,"[61075.0, 387063]",756864,"GM0703_7,GM0703_16,GM0703_14",2000.7792890577446
LTHP0327,Lenger Seafoods Yerseke BV,"[62112.0, 391094]",756864,"GM0703_11,GM0703_20,GM0703_32,GM0703_35,GM0703_15",0
LTHP0328,Roem van Yerseke BV,"[61934.0, 390975]",756864,"GM0703_9,GM0703_11,GM0703_20,GM0703_32,GM0703_35,GM0703_15",0
LTHP0329,Scholtus Special Products BV,"[165030.0, 454468]",756864,"GM0279_6,GM0339_3,GM0339_6,GM0339_2,GM0339_1",0
LTHP0330,Coca Cola Enterprises Nederland BV,"[98137.0, 440563]",756864,"GM0599_5_131,GM0502_5,GM0502_55,GM0599_5_119,GM0599_5_52,GM0599_5_78,GM0599_5_154,GM0599_5_126,GM0599_5_32,GM0599_5_142,GM0599_5_65,GM0599_5_97,GM0599_5_44,GM0599_5_62,GM0599_5_93,GM0599_5_121,GM0599_5_20,GM0599_5_147,GM0599_5_50,GM0599_5_85",0
LTHP0331,Jadico Specerijen BV,"[88295.0, 438103]",756864,"GM0599_2_53,GM0599_2_143,GM0599_2_155,GM0599_2_179,GM0599_2_159,GM0599_2_28,GM0599_2_120,GM0606_31,GM0606_143,GM0606_30,GM0606_49,GM0606_97",2787.203619909502
LTHP0332,Solina Netherlands BV,"[88316.0, 438170]",756864,"GM0599_2_81,GM0599_2_53,GM0599_2_143,GM0599_2_179,GM0599_2_159,GM0599_2_29,GM0599_2_28,GM0599_2_120,GM0606_143,GM0606_30,GM0606_49,GM0606_97",0
LTHP0333,Wilmar Edible Oils BV,"[92091.0, 437765]",756864,"GM0599_1_213,GM0599_1_71,GM0599_1_124,GM0599_1_111,GM0599_2_100,GM0599_1_45,GM0599_1_222,GM0599_1_120,GM0599_1_61,GM0599_1_128,GM0599_1_31,GM0599_1_174,GM0599_1_51,GM0599_1_292,GM0599_1_95,GM0599_1_129,GM0599_1_27,GM0599_1_282,GM0599_1_281,GM0599_2_89,GM0599_2_137,GM0599_2_156,GM0599_2_187,GM0599_2_128,GM0599_2_173,GM0599_2_188,GM0599_2_83,GM0599_1_109,GM0599_2_11,GM0599_2_60,GM0599_2_184",1720.9277877904747
LTHP0334,Dossche Mills Nederland BV,"[42573.0, 416709]",756864,"GM1676_47,GM1676_66,GM1676_31",0
LTHP0335,Palsgaard Netherlands BV,"[53589.0, 406849]",756864,"GM1676_16,GM1676_39,GM1676_10,GM1676_8,GM1676_2",3357.9897435897437
LTHP0336,Zeelandia H J  Doeleman BV,"[53370.0, 407799]",756864,"GM1676_16,GM1676_62,GM1676_5,GM1676_39,GM1676_59,GM1676_70,GM1676_37,GM1676_10,GM1676_71,GM1676_8,GM1676_2",21229.861579730194
LTHP0337,Zeelandia H J  Doeleman BV,"[52740.0, 406810]",756864,"GM1676_69,GM1676_39,GM1676_10,GM1676_8",4973.48398592003
LTHP0338,Zeelandia H J  Doeleman BV,"[53810.0, 407223]",756864,"GM1676_16,GM1676_5,GM1676_39,GM1676_59,GM1676_10,GM1676_2,GM1676_9",7075.731497044228
LTHP0339,Menken Van den Assem Fresh Food BV,"[86455.0, 452927]",756864,"GM0518_6_52,GM0518_6_21,GM0518_6_57,GM0518_6_66,GM0518_6_19,GM0518_6_50,GM0518_6_36,GM0518_6_0",25022.920683517827
LTHP0340,Confiserie Napoleon BV,"[28725.0, 379497]",756864,"GM1714_32,GM1714_21,GM1714_7",12434.306007437108
LTHP0341,Torquis Chocolatiers BV,"[17489.0, 376995]",756864,"GM1714_60,GM1714_19,GM1714_36",0
LTHP0342,Katjang Pedis P C I  BV,"[65120.0, 396137]",756864,"GM0716_9,GM0716_10,GM0716_20,GM0716_29,GM0716_27,GM0716_18",6481.726940398507
LTHP0343,Lion Foods BV,"[64886.0, 396241]",756864,"GM0716_9,GM0716_10,GM0716_20,GM0716_29,GM0716_27,GM0716_18",6391.328602403374
LTHP0344,Bel Leerdammer BV,"[136424.0, 437103]",756864,"GM1961_80,GM1961_65",7866.460630427351
LTHP0345,Choco Support BV,"[135224.0, 434549]",756864,"GM1961_29,GM1961_90,GM1961_95,GM1961_84,GM1961_26,GM1961_49,GM1961_39,GM1961_103,GM1961_10,GM1961_46,GM1961_28",48728.56991097626
LTHP0346,Ranks Meel BV,"[132825.0, 443371]",756864,"GM1961_8,GM1961_50,GM1961_101",0
LTHP0347,Bel Leerdammer BV,"[172624.0, 440949]",756864,nan,0
LTHP0348,Frieslandcampina Consumer Products Europe BV,"[172922.0, 442909]",756864,nan,0
LTHP0349,Ocean Fish BV,"[173666.0, 441699]",756864,nan,0
LTHP0350,Bakels senior NV,"[130443.0, 480810]",756864,nan,0
LTHP0351,Bracamonte Daily Foods BV,"[130103.0, 480723]",756864,nan,0
LTHP0352,Gruma Netherlands BV,"[130172.0, 481112]",756864,nan,0
LTHP0353,Gelato Jeroen,"[141513.0, 432859]",756864,nan,0
LTHP0354,Rousant Zoutkamp BV,"[215583.0, 594557]",756864,nan,0
LTHP0355,Landa Conserven BV,"[82493.0, 382472]",756864,nan,0
LTHP0356,Mattheeussens Wido BV,"[80424.0, 378808]",756864,nan,0
LTHP0357,Arie Blok BV,"[119465.0, 455097]",756864,"GM0632_76,GM0632_55,GM0632_77,GM0632_61,GM0632_82,GM0632_0,GM0632_51,GM0632_69,GM0632_40,GM0632_83,GM0632_65,GM0632_35,GM0632_20,GM0632_31,GM0632_64,GM0632_91,GM0632_88,GM0632_87,GM0632_3",63745.67158048383
LTHP0358,De Truffel BV,"[118483.0, 455204]",756864,"GM0632_83,GM0632_27,GM0632_65,GM0632_35,GM0632_43,GM0632_23,GM0632_88,GM0632_54",14657.870394199195
LTHP0359,Koninklijke Eru Kaasfabriek BV,"[121999.0, 454123]",756864,"GM0335_13,GM0632_6,GM0335_4,GM0632_80,GM0632_59,GM0632_70,GM0632_16,GM0632_44",9105.03225982906
LTHP0360,Adm Cocoa BV,"[115558.0, 500245]",756864,nan,0
LTHP0361,Cargill BV,"[114819.0, 501153]",756864,nan,0
LTHP0362,Aak Netherlands BV,"[115597.0, 498999]",756864,nan,0
LTHP0363,Bonbonatelier N  Limmen BV,"[115150.0, 493684]",756864,nan,0
LTHP0364,Ioi Loders Croklaan Oils BV,"[115744.0, 499765]",756864,nan,0
LTHP0365,Loders Croklaan BV,"[115744.0, 499765]",756864,nan,0
LTHP0366,Meneba Wormerveer BV,"[114655.0, 501766]",756864,nan,0
LTHP0367,H J  Heinz BV,"[146293.0, 453542]",756864,"GM0355_119,GM0355_30,GM0355_26,GM0355_18,GM1581_93,GM1581_38,GM0355_23",21945.830988095277
LTHP0368,H J  Heinz Supply Chain Europe BV,"[146293.0, 453542]",756864,"GM0355_119,GM0355_30,GM0355_26,GM0355_18,GM1581_93,GM1581_38,GM0355_23",0
LTHP0369,Remia BV,"[144686.0, 461256]",756864,"GM0355_75,GM0355_123,GM0355_110,GM0355_43,GM0355_44,GM0355_104",3637.333333333334
LTHP0370,Remia CV,"[144686.0, 461256]",756864,"GM0355_75,GM0355_123,GM0355_110,GM0355_43,GM0355_44,GM0355_104",0
LTHP0371,Apex International B V,"[98665.0, 478667]",756864,nan,0
LTHP0372,Atelier Jera,"[94890.8, 463530]",756864,nan,0
LTHP0373,Dimarco,"[92977.4, 462178]",756864,nan,0
LTHP0374,Schulpen Schuim Leiden BV,"[94537.5, 462072]",756864,nan,0
LTHP0375,Kleiwarenfabriek Gebr  Ginjaar,"[96444.0, 462002]",756864,nan,0
LTHP0376,Grofsmederij Nieuwkoop BV,"[113480.0, 464458]",756864,nan,0
LTHP0377,Omefa BV,"[113480.0, 464458]",756864,nan,0
LTHP0378,TN Plastics B V,"[108972.0, 465673]",756864,nan,0
LTHP0379,TuGeo BV,"[113654.0, 463631]",756864,nan,0
LTHP0380,Desch Epla b v   Emperor Plastics BV,"[109910.0, 465818]",756864,nan,0
LTHP0381,Muovitech Benelux B V,"[96483.7, 477767]",756864,nan,0
LTHP0382,NP Plastics,"[96369.0, 478188]",756864,nan,0
LTHP0383,Agulon Kunststoftechniek,"[91828.6, 461224]",756864,nan,0
LTHP0384,Mobrero b v,"[90249.3, 459379]",756864,nan,0
LTHP0385,Potterij Zaalberg,"[95855.3, 462330]",756864,nan,0
LTHP0386,Forbo Flooring BV,"[112868.0, 500232]",756864,nan,0
LTHP0387,Phillips Medisize BV,"[100331.0, 478129]",756864,nan,0
LTHP0388,Plasthill B V,"[100555.0, 479627]",756864,nan,0
LTHP0389,Voges Verpakking,"[100449.0, 478233]",756864,nan,0
LTHP0390,Edel Natuurvoeding,"[99812.0, 479266]",756864,nan,0
LTHP0391,N W  van Ruiten B V,"[102958.0, 468722]",756864,nan,0
LTHP0392,Bakker van Maanen,"[93821.5, 463622]",756864,nan,0
LTHP0393,Bakkerij Tersteeg,"[119535.0, 463254]",756864,GM0632_60,0
LTHP0394,Menken De Vlag B V,"[100331.0, 478129]",756864,nan,0
LTHP0395,Interxion AMS 10,"[110803.0, 476467]",819936,nan,0
LTHP0396,RWZI Overvecht,"[135871.0, 457999]",1605182,"GM0344_1_69,GM0344_1_102,GM0344_1_140,GM0344_1_31,GM0344_1_181,GM0344_1_118,GM0344_1_76,GM0344_1_17,GM0344_1_10,GM0344_1_21,GM0344_1_153,GM0344_1_178,GM0344_1_169,GM0344_1_119,GM0344_1_93,GM0344_1_45,GM0344_1_125,GM0344_1_109,GM0344_1_22,GM0344_1_87,GM0344_1_162,GM0344_1_160",25828.203899978107
LTHP0397,RWZI   Amsterdam West,"[114645.0, 490219]",1094476,nan,0
LTHP0398,Digital Realty Trust   De President Business Park  Jan Wijsmullerdreef,"[106537.0, 478288]",1135296,nan,0
LTHP0399,Call 2 BV,"[92485.0, 451168]",1181339,"GM0637_186,GM0637_52,GM0637_72,GM0637_23,GM0637_165,GM0637_1,GM0637_90,GM0637_212,GM0637_27,GM0637_13,GM0637_169,GM0637_8",0
LTHP0400,e Shelter  Aviolanda,"[108508.0, 477454]",1261440,nan,0
LTHP0401,RWZI   Dokhaven,"[91523.0, 434521]",1666064,"GM0599_4_217,GM0599_7_162,GM0599_7_82,GM0599_7_59,GM0599_7_116,GM0599_1_3,GM0599_7_28,GM0599_7_9,GM0599_7_171,GM0599_7_99,GM0599_7_183,GM0599_7_80,GM0599_7_33,GM0599_7_65,GM0599_7_135,GM0599_7_125",1705.2032568238214
LTHP0402,RWZI   Harnaschpolder,"[81577.0, 447703]",2004770,"GM1842_18,GM0503_29,GM0603_148,GM0603_141,GM0603_121,GM1842_9,GM1842_28,GM1842_0,GM1842_13,GM1842_21",0
LTHP0403,CyrusOne  Polanerpark,"[108265.0, 488486]",2270592,nan,0
LTHP0404,K_Gemaal_580,"[150164.1863, 468312]",105015,"GM0342_39,GM0342_82,GM0308_1,GM0307_2_131",6227.200000000001
